gtdb_species_clade_id	genome_size_Mbp	mean_protein_count	has_phaC	phb_status	gtdb_phylum
s__CAG-873_sp002478045--GB_GCA_002478045.1	2.01173368	1660.72	0	precursors_only	Bacteroidota
s__CAG-873_sp004553485--GB_GCA_004553485.1	2.222056	1815.5	0	absent	Bacteroidota
s__CAG-873_sp009775225--GB_GCA_009775225.1	2.2957456666666665	1899.3333333333333	0	precursors_only	Bacteroidota
s__CAG-873_sp009775535--GB_GCA_009775535.1	1.82643775	1643.5	0	precursors_only	Bacteroidota
s__CAG-873_sp016302215--GB_GCA_016302215.1	2.1965593333333335	1849.0	0	absent	Bacteroidota
s__CAG-873_sp900554715--GB_GCA_900554715.1	2.5552566666666667	2281.0	0	absent	Bacteroidota
s__CAG-873_sp900555715--GB_GCA_900555715.1	2.698385	2325.6666666666665	0	absent	Bacteroidota
s__CAG-873_sp910587235--GB_GCA_910587235.1	2.6531355	2204.5	0	absent	Bacteroidota
s__CAG-877_sp000433455--GB_GCA_000433455.1	1.2954026	1312.6	0	absent	Bacillota
s__CAG-877_sp900753325--GB_GCA_900753325.1	1.0094923333333334	1032.3333333333333	0	absent	Bacillota
s__CAG-877_sp934157235--GB_GCA_934157235.1	1.30958625	1313.0	0	absent	Bacillota
s__CAG-877_sp934168205--GB_GCA_934168205.1	1.0544625	1058.3333333333333	0	absent	Bacillota
s__CAG-95_sp009917455--GB_GCA_009917455.1	4.55403975	4310.5	0	precursors_only	Bacillota_A
s__CAG-95_sp011959285--GB_GCA_011959285.1	3.9361936666666666	3911.6666666666665	0	precursors_only	Bacillota_A
s__CAG-95_sp017622575--GB_GCA_017622575.1	2.8827675	2809.25	0	precursors_only	Bacillota_A
s__CAG-95_sp900553305--GB_GCA_900553305.1	2.705733	2552.6666666666665	0	precursors_only	Bacillota_A
s__CAG-95_sp910586025--GB_GCA_910586025.1	3.67346	3317.0	0	precursors_only	Bacillota_A
s__CAG-95_sp910587295--GB_GCA_910587295.1	4.1771455	3882.5	0	precursors_only	Bacillota_A
s__CAIJKV01_sp903821335--GB_GCA_903821335.1	3.6543904	3831.2	1	complete	Pseudomonadota
s__CAIJNA01_sp015663165--GB_GCA_015663165.1	1.903876	2053.5	0	absent	Campylobacterota
s__CAIJPD01_sp903822495--GB_GCA_903822495.1	3.563322	3353.5	0	precursors_only	Chloroflexota
s__CAIJPN01_sp903822545--GB_GCA_903822545.1	5.679985833333333	4876.333333333333	1	complete	Chloroflexota
s__CAIJXV01_sp903824675--GB_GCA_903824675.1	4.023275666666667	3582.0	0	precursors_only	Verrucomicrobiota
s__CAIKBD01_sp903825565--GB_GCA_903825565.1	6.3928285	6139.5	0	precursors_only	Chloroflexota
s__CAIKHN01_sp903827265--GB_GCA_903827265.1	0.936811	984.0	0	absent	Patescibacteria
s__CAIKHN01_sp943350635--GB_GCA_943350635.1	0.9171945	1006.5	0	absent	Patescibacteria
s__CAIKLP01_sp024645045--GB_GCA_024645045.1	1.7918135	1705.0	0	precursors_only	Bacteroidota
s__CAIKLP01_sp903828245--GB_GCA_903828245.1	1.928007	1763.3333333333333	0	precursors_only	Bacteroidota
s__CAIKMD01_sp903822185--GB_GCA_903822185.1	3.877794	4147.0	1	complete	Pseudomonadota
s__CAIKOA01_sp903828955--GB_GCA_903828955.1	1.1505113999999999	1248.8	0	precursors_only	Micrarchaeota
s__CAIKPM01_sp903829325--GB_GCA_903829325.1	1.812037	1829.0	0	precursors_only	Eremiobacterota
s__CAIKVZ01_sp903909815--GB_GCA_903909815.1	4.7666604	4644.5	1	complete	Pseudomonadota
s__CAIKXV01_sp020248265--GB_GCA_020248265.1	4.3952144375	4127.375	1	complete	Pseudomonadota
s__CAIKZD01_sp903831805--GB_GCA_903831805.1	1.003484	1002.6666666666666	0	accessory_only	Patescibacteria
s__CAIKZJ01_sp903901375--GB_GCA_903901375.1	3.2504216666666665	3206.3333333333335	0	precursors_only	Bacteroidota
s__CAIKZZ01_sp903832085--GB_GCA_903832085.1	2.461594	2414.4	1	complete	Pseudomonadota
s__CAILAF01_sp903830285--GB_GCA_903830285.1	3.84093	3652.75	0	precursors_only	Bacteroidota
s__CAILAF01_sp903870685--GB_GCA_903870685.1	3.1442942	2917.0	0	precursors_only	Bacteroidota
s__CAILHX01_sp903834185--GB_GCA_903834185.1	2.1767475	2184.0	0	absent	Pseudomonadota
s__CAILNN01_sp903835555--GB_GCA_903835555.1	5.0729232	4718.2	0	absent	Verrucomicrobiota
s__CAILQE01_sp903836325--GB_GCA_903836325.1	0.6093326	676.0	0	accessory_only	Patescibacteria
s__CAIMDX01_sp903839905--GB_GCA_903839905.1	0.766183	801.0	0	precursors_only	Patescibacteria
s__CAIMFV01_sp903851655--GB_GCA_903851655.1	3.8006503333333335	3615.0	1	complete	Pseudomonadota
s__CAIMNF01_sp903831745--GB_GCA_903831745.1	3.594548	3789.0	0	precursors_only	Bdellovibrionota
s__CAIMOR01_sp903835235--GB_GCA_903835235.1	5.795183125	5507.25	1	complete	Pseudomonadota
s__CAIMOR01_sp903843125--GB_GCA_903843125.1	5.648028	5815.75	1	complete	Pseudomonadota
s__CAIMUS01_sp903844665--GB_GCA_903844665.1	4.7407305	4877.75	1	complete	Pseudomonadota
s__CAIMWO01_sp903845195--GB_GCA_903845195.1	4.405464	3912.5	0	accessory_only	Planctomycetota
s__CAIMWS01_sp903845125--GB_GCA_903845125.1	8.257092	6439.0	0	absent	Verrucomicrobiota
s__CAIMZW01_sp903846075--GB_GCA_903846075.1	1.7580958	1918.2	0	precursors_only	Actinomycetota
s__CAINDR01_sp903847415--GB_GCA_903847415.1	0.9212185	942.5	0	absent	Patescibacteria
s__CAINMV01_sp903850915--GB_GCA_903850915.1	2.973589	2470.3333333333335	0	precursors_only	Bacteroidota
s__CAINOH01_sp903851445--GB_GCA_903851445.1	1.0299373333333335	1155.6666666666667	0	precursors_only	Micrarchaeota
s__CAINVI01_sp016713765--GB_GCA_016713765.1	3.0057688333333337	2550.5	0	precursors_only	Bacteroidota
s__CAINVV01_sp903854235--GB_GCA_903854235.1	3.904877628571428	3389.4	0	precursors_only	Bacteroidota
s__CAINVV01_sp903902325--GB_GCA_903902325.1	4.410752	3767.1666666666665	0	accessory_only	Bacteroidota
s__CAIOIN01_sp903858385--GB_GCA_903858385.1	0.7324175	839.0	0	absent	Micrarchaeota
s__CAIOSF01_sp903860855--GB_GCA_903860855.1	1.4815815	1724.0	1	complete	Pseudomonadota
s__CAIOSP01_sp903861005--GB_GCA_903861005.1	5.83044425	5016.0	0	precursors_only	Myxococcota
s__CAIOVX01_sp903894145--GB_GCA_903894145.1	1.6026372	1617.6	0	absent	Firestonebacteria
s__CAIPHS01_sp903864915--GB_GCA_903864915.1	0.6722256666666666	851.0	0	absent	Nanoarchaeota
s__CAIPMZ01_sp903824515--GB_GCA_903824515.1	1.2237113333333332	1251.0	0	precursors_only	Patescibacteria
s__CAIPMZ01_sp903837175--GB_GCA_903837175.1	1.3293845	1311.0	0	precursors_only	Patescibacteria
s__CAIPMZ01_sp903861715--GB_GCA_903861715.1	1.24733732	1282.96	0	absent	Patescibacteria
s__CAIPMZ01_sp903866285--GB_GCA_903866285.1	1.1345706666666668	1120.6666666666667	0	absent	Patescibacteria
s__CAIPOI01_sp903866625--GB_GCA_903866625.1	0.7106118	947.4	0	absent	Nanoarchaeota
s__CAIPTA01_sp903867855--GB_GCA_903867855.1	3.3522475	3436.0	0	precursors_only	Bdellovibrionota
s__CAIPUE01_sp903885635--GB_GCA_903885635.1	2.2992703333333333	2473.6666666666665	0	absent	Cyanobacteriota
s__CAIPUP01_sp903868285--GB_GCA_903868285.1	2.702492	2883.5	1	complete	Pseudomonadota
s__CAIPVR01_sp903868545--GB_GCA_903868545.1	3.7071446666666663	3623.3333333333335	0	precursors_only	Actinomycetota
s__CAIQAW01_sp903869875--GB_GCA_903869875.1	0.5774055	623.5	0	absent	Patescibacteria
s__CAIQDA01_sp903870415--GB_GCA_903870415.1	4.4443806666666665	3993.6666666666665	1	complete	Myxococcota
s__CAIQEU01_sp903918025--GB_GCA_903918025.1	2.026431	2156.0	0	precursors_only	Actinomycetota
s__CAIQIA01_sp945861105--GB_GCA_945861105.1	2.0519395	2295.0	0	absent	Cyanobacteriota
s__CAIQQQ01_sp903823665--GB_GCA_903823665.1	4.3903985	4185.5	1	complete	Pseudomonadota
s__CAIQQQ01_sp903924855--GB_GCA_903924855.1	3.881777	3638.0	1	complete	Pseudomonadota
s__CAIQWC01_sp903875425--GB_GCA_903875425.1	1.6032443333333333	1588.0	0	precursors_only	Actinomycetota
s__CAIQWF01_sp903875455--GB_GCA_903875455.1	3.347793	3403.0	0	absent	Pseudomonadota
s__CAIRAY01_sp903876665--GB_GCA_903876665.1	4.128252	3743.0	0	absent	Fibrobacterota
s__CAIRNR01_sp903879985--GB_GCA_903879985.1	1.0075	1097.8	0	absent	Patescibacteria
s__CAIRSA01_sp903881085--GB_GCA_903881085.1	11.861281	10563.5	0	precursors_only	Acidobacteriota
s__CAIRTN01_sp903881515--GB_GCA_903881515.1	5.096011	5120.0	1	complete	Pseudomonadota
s__CAIRTT01_sp903881535--GB_GCA_903881535.1	3.713064	3734.5	0	absent	Armatimonadota
s__CAIRTT01_sp903924445--GB_GCA_903924445.1	3.4014145	3394.0	0	absent	Armatimonadota
s__CAISCU01_sp903883965--GB_GCA_903883965.1	2.43942	2085.0	0	precursors_only	Bacteroidota
s__CAISDR01_sp903884125--GB_GCA_903884125.1	3.312758	3592.0	1	complete	Pseudomonadota
s__CAISIP01_sp903885415--GB_GCA_903885415.1	3.7791785	3899.5	1	complete	Pseudomonadota
s__CAISIP01_sp945861785--GB_GCA_945861785.1	6.346712	6274.5	1	complete	Pseudomonadota
s__CAISOG01_sp018883285--GB_GCA_018883285.1	1.496565	1576.5	1	complete	Pseudomonadota
s__CAISYW01_sp903889795--GB_GCA_903889795.1	1.7682001999999999	1804.2	0	absent	Chlamydiota
s__CAITGV01_sp903892035--GB_GCA_903892035.1	0.806489	807.6666666666666	0	absent	Patescibacteria
s__CAITIQ01_sp016719945--GB_GCA_016719945.1	9.6829075	8502.0	1	complete	Myxococcota
s__CAITKP01_sp015489055--GB_GCA_015489055.1	1.223805	1463.0	0	absent	Campylobacterota
s__CAITKP01_sp903885085--GB_GCA_903885085.1	2.2226388571428575	2470.4285714285716	0	absent	Campylobacterota
s__CAITNM01_sp903874955--GB_GCA_903874955.1	1.743849	1632.5	1	complete	Pseudomonadota
s__CAITNM01_sp903893805--GB_GCA_903893805.1	1.5416517857142857	1609.0	1	complete	Pseudomonadota
s__CAITNQ01_sp903893785--GB_GCA_903893785.1	6.873071333333333	5709.666666666667	0	precursors_only	Latescibacterota
s__CAITOL01_sp903893975--GB_GCA_903893975.1	4.1350594	4015.4	1	complete	Pseudomonadota
s__CAITQP01_sp903894565--GB_GCA_903894565.1	0.923049	938.0	0	absent	Patescibacteria
s__CAITWD01_sp903896045--GB_GCA_903896045.1	1.6772856999999999	1743.0	0	precursors_only	Actinomycetota
s__CAITWF01_sp903840415--GB_GCA_903840415.1	4.765963	4162.666666666667	0	precursors_only	Verrucomicrobiota
s__CAITWF01_sp903948415--GB_GCA_903948415.1	6.536151833333333	5819.0	0	precursors_only	Verrucomicrobiota
s__CAITWF01_sp945874455--GB_GCA_945874455.1	5.7770564	4829.0	0	precursors_only	Verrucomicrobiota
s__CAITZA01_sp903896745--GB_GCA_903896745.1	3.7364344	3647.8	0	precursors_only	Desulfobacterota
s__CAIUCS01_sp903897715--GB_GCA_903897715.1	2.842534	2724.7272727272725	0	absent	Cyanobacteriota
s__CAIUCV01_sp903897805--GB_GCA_903897805.1	0.675485	720.0	0	absent	Patescibacteria
s__CAIUEN01_sp903898185--GB_GCA_903898185.1	4.3117825	4021.5	0	absent	Verrucomicrobiota
s__CAIUEV01_sp903898335--GB_GCA_903898335.1	1.005929	1020.8	0	absent	Patescibacteria
s__CAIUMH01_sp009699875--GB_GCA_009699875.1	1.93578725	1976.25	0	precursors_only	Actinomycetota
s__CAIUMH01_sp903825895--GB_GCA_903825895.1	1.948353	1951.2857142857142	0	precursors_only	Actinomycetota
s__CAIURC01_sp903901425--GB_GCA_903901425.1	5.0492875	4319.0	0	absent	Verrucomicrobiota
s__CAIUUT01_sp903902445--GB_GCA_903902445.1	2.1240756666666667	2119.6666666666665	0	precursors_only	Margulisbacteria
s__CAIVED01_sp903904885--GB_GCA_903904885.1	1.279028	1462.0	0	absent	Nanoarchaeota
s__CAIVXW01_sp903910005--GB_GCA_903910005.1	2.833214	2878.0	0	absent	Pseudomonadota
s__CAIWAD01_sp903910645--GB_GCA_903910645.1	2.953812285714286	2631.285714285714	0	precursors_only	Delongbacteria
s__CAIWHR01_sp016720425--GB_GCA_016720425.1	4.3647928	4034.4	1	complete	Pseudomonadota
s__CAIWKO01_sp903862465--GB_GCA_903862465.1	3.9458675	3683.0	0	precursors_only	Bacteroidota
s__CAIWMF01_sp903913785--GB_GCA_903913785.1	1.613895	1568.0	0	absent	Verrucomicrobiota
s__CAIXEA01_sp903877125--GB_GCA_903877125.1	5.1536225	5081.5	1	complete	Pseudomonadota
s__CAIXEA01_sp903924985--GB_GCA_903924985.1	5.6221405	5579.5	1	complete	Pseudomonadota
s__CAIXFN01_sp903918755--GB_GCA_903918755.1	7.2065685	5422.5	0	absent	Verrucomicrobiota
s__CAIXHP01_sp903919315--GB_GCA_903919315.1	2.187152	2340.75	1	complete	Pseudomonadota
s__CAIXLI01_sp009779745--GB_GCA_009779745.1	1.322045	1367.5	1	complete	Pseudomonadota
s__CAIXPL01_sp903921325--GB_GCA_903921325.1	4.061017714285714	3791.5714285714284	0	precursors_only	Pseudomonadota
s__CAIXQW01_sp903921675--GB_GCA_903921675.1	2.565899	2323.5	0	precursors_only	Bacteroidota
s__CAIXXC01_sp903923205--GB_GCA_903923205.1	4.290327333333333	4447.0	1	complete	Pseudomonadota
s__CAIXZV01_sp903925955--GB_GCA_903925955.1	3.44452825	3543.75	0	precursors_only	Chloroflexota
s__CAIXZV01_sp903930745--GB_GCA_903930745.1	3.7954933333333334	3901.0	0	precursors_only	Chloroflexota
s__CAIYBN01_sp903896545--GB_GCA_903896545.1	6.528043857142857	5181.428571428572	1	complete	Myxococcota
s__CAIYFD01_sp903925425--GB_GCA_903925425.1	2.8730096666666665	2730.3333333333335	0	absent	Verrucomicrobiota
s__CAIYPG01_sp903928055--GB_GCA_903928055.1	3.6466153333333335	3672.6666666666665	1	complete	Pseudomonadota
s__CAIYPH01_sp903928895--GB_GCA_903928895.1	5.43034925	5179.25	1	complete	Pseudomonadota
s__CAIYRB01_sp903928445--GB_GCA_903928445.1	4.876278333333333	4494.333333333333	0	precursors_only	Bdellovibrionota
s__CAIYRG01_sp903862715--GB_GCA_903862715.1	2.48839	2553.5	1	complete	Pseudomonadota
s__CAIYTF01_sp903929035--GB_GCA_903929035.1	3.376799	2914.0	0	absent	Bacteroidota
s__CAIYUN01_sp903869955--GB_GCA_903869955.1	2.82416	2823.0	0	absent	Verrucomicrobiota
s__CAIYUN01_sp903929355--GB_GCA_903929355.1	3.711764	3182.75	0	absent	Verrucomicrobiota
s__CAIYYT01_sp903930455--GB_GCA_903930455.1	3.6667838571428573	3323.4285714285716	0	precursors_only	Zixibacteria
s__CAIYZJ01_sp903824185--GB_GCA_903824185.1	2.72504	2674.75	1	complete	Pseudomonadota
s__CAIZIN01_sp903933085--GB_GCA_903933085.1	0.850963	942.5	0	absent	Patescibacteria
s__CAIZLB01_sp943356525--GB_GCA_943356525.1	0.6080355	616.0	0	absent	Patescibacteria
s__CAJAQL01_sp903944135--GB_GCA_903944135.1	0.8751085	923.5	0	absent	Patescibacteria
s__CAJAWW01_sp903946745--GB_GCA_903946745.1	2.768431	2953.25	1	complete	Pseudomonadota
s__CAJBBX01_sp903885605--GB_GCA_903885605.1	5.6042208	4409.2	0	absent	Armatimonadota
s__CAJBBX01_sp903951425--GB_GCA_903951425.1	5.987986888888889	4707.666666666667	0	absent	Armatimonadota
s__CAJBEZ01_sp023474025--GB_GCA_023474025.1	2.857948	2861.0	0	precursors_only	Desulfobacterota
s__CAJBMK01_sp903954165--GB_GCA_903954165.1	0.9788968	960.0	0	absent	Patescibacteria
s__CAJBMM01_sp903954185--GB_GCA_903954185.1	1.004646	953.6	0	absent	Patescibacteria
s__CAJCBL01_sp023457035--GB_GCA_023457035.1	4.060722	3500.0	0	absent	Verrucomicrobiota
s__CAJCBL01_sp903960515--GB_GCA_903960515.1	5.4414725	4477.5	0	accessory_only	Verrucomicrobiota
s__CAJFPI01_sp022801715--GB_GCA_022801715.1	2.761593	2625.5	0	absent	Bacillota_A
s__CAJFPI01_sp904420145--GB_GCA_904420145.1	2.042434666666667	2031.0	0	absent	Bacillota_A
s__CAJFUH01_sp904420155--GB_GCA_904420155.1	2.323136	2203.0	0	absent	Bacillota_A
s__CAJFUR01_sp904420215--GB_GCA_904420215.1	2.4784053333333333	2191.0	0	absent	Actinomycetota
s__CAJLIR01_sp934130485--GB_GCA_934130485.1	0.9956735	1065.0	0	absent	Bacillota
s__CAJMSU01_sp905216155--GB_GCA_905216155.1	1.064796	1097.5	0	absent	Bacillota
s__CAJOJO01_sp014845975--GB_GCA_014845975.1	1.0040455	1110.5	0	absent	Bacillota
s__CAJQLB01_sp905479065--GB_GCA_905479065.1	2.33961	2080.5	0	precursors_only	Bacteroidota
s__CAJQPP01_sp024232675--GB_GCA_024232675.1	5.292966	4819.0	0	precursors_only	Planctomycetota
s__CAKOMG01_sp934096585--GB_GCA_934096585.1	1.685084	1531.6666666666667	0	absent	Bacillota
s__CAKOQQ01_sp934101425--GB_GCA_934101425.1	1.1250943333333332	1170.3333333333333	0	absent	Bacillota
s__CAKPSH01_sp934183325--GB_GCA_934183325.1	1.4141975	1360.0	0	absent	Bacillota_A
s__CAKPTA01_sp934190785--GB_GCA_934190785.1	1.0428935	1064.0	0	absent	Bacillota
s__CAKQHB01_sp934234215--GB_GCA_934234215.1	2.475777	2221.0	0	absent	Bacillota_A
s__CAKQMD01_sp934254925--GB_GCA_934254925.1	1.5934165	1567.5	0	absent	Pseudomonadota
s__CAKQTH01_sp934276635--GB_GCA_934276635.1	1.2345805	1210.5	0	absent	Pseudomonadota
s__CAKQWA01_sp934277945--GB_GCA_934277945.1	1.7673633333333332	1638.0	0	absent	Pseudomonadota
s__CAKSFT01_sp934454145--GB_GCA_934454145.1	2.637706	2265.5	0	absent	Bacillota_A
s__CAKSIP01_sp934462825--GB_GCA_934462825.1	1.67854075	1514.75	0	absent	Bacillota_A
s__CAKSKB01_sp934464705--GB_GCA_934464705.1	2.4591415	2210.5	0	absent	Bacillota_A
s__CAKSUT01_sp934444485--GB_GCA_934444485.1	2.373559	2164.5	0	absent	Bacillota_A
s__CAKTEE01_sp934546985--GB_GCA_934546985.1	2.283135	2198.5	0	absent	Bacillota_A
s__CAKTFW01_sp934561175--GB_GCA_934561175.1	1.5494945	1528.5	0	precursors_only	Bacillota_A
s__CAKUOV01_sp934623455--GB_GCA_934623455.1	2.3850535	2053.0	0	absent	Actinomycetota
s__CAKVNM01_sp934777505--GB_GCA_934777505.1	1.004867	905.0	0	absent	Bacillota_A
s__CAKVON01_sp934792625--GB_GCA_934792625.1	1.434823	1348.0	0	absent	Actinomycetota
s__CAKVOU01_sp934525675--GB_GCA_934525675.1	2.1956815	1824.25	0	absent	Bacillota_A
s__CALRDJ01_sp943354875--GB_GCA_943354875.1	1.0120685	1099.0	0	absent	Patescibacteria
s__CALRHY01_sp943359495--GB_GCA_943359495.1	0.7085715	760.0	0	absent	Patescibacteria
s__CALVJY01_sp944332455--GB_GCA_944332455.1	2.2647865	1849.5	0	absent	Bacillota_A
s__CALXXL01_sp023459755--GB_GCA_023459755.1	1.739394	1748.5	0	absent	Verrucomicrobiota
s__CALZGZ01_sp945787105--GB_GCA_945787105.1	4.219322	4209.0	1	complete	Pseudomonadota
s__CALZJE01_sp945787715--GB_GCA_945787715.1	4.243169	3984.6666666666665	0	precursors_only	Pseudomonadota
s__CAMCDL01_sp945873565--GB_GCA_945873565.1	1.5653133333333333	1600.3333333333333	0	precursors_only	Bacillota_C
s__CAMCHB01_sp945874585--GB_GCA_945874585.1	1.3032935	1304.5	0	absent	Bacillota_A
s__CBW1002_sp015840915--RS_GCF_015840915.1	3.857126	3879.5	0	absent	Cyanobacteriota
s__CF-13_sp005880875--GB_GCA_005880875.1	2.907506	3233.5	0	precursors_only	Dormibacterota
s__CF-39_sp005887995--GB_GCA_005887995.1	3.0220505	3288.0	0	precursors_only	Chloroflexota
s__CF-39_sp005889405--GB_GCA_005889405.1	2.738299	3032.0	0	precursors_only	Chloroflexota
s__CF-54_sp005881025--GB_GCA_005881025.1	2.60115	2864.0	0	precursors_only	Dormibacterota
s__CF-72_sp019247515--GB_GCA_019247515.1	8.5164845	8515.0	0	precursors_only	Chloroflexota
s__CFX10_sp013112715--GB_GCA_013112715.1	5.908299	5233.0	0	precursors_only	Chloroflexota
s__CFX15_sp013112575--GB_GCA_013112575.1	5.313405	5077.5	0	precursors_only	Chloroflexota
s__CFX2_sp014338005--GB_GCA_014338005.1	4.473862	3938.5	0	precursors_only	Chloroflexota
s__CG-Epi1_sp015658585--GB_GCA_015658585.1	0.9645205	1011.5	0	precursors_only	Thermoplasmatota
s__CG03_sp013791675--GB_GCA_013791675.1	1.957351	2020.0	0	absent	CG03
s__CG07-land_sp002779595--GB_GCA_002779595.1	0.796542	1014.0	0	absent	Nanoarchaeota
s__CG08-08-20-14_sp002762705--GB_GCA_002762705.1	1.7392825	1818.0	0	absent	Nanoarchaeota
s__CG1-02-33-12_sp017609385--GB_GCA_017609385.1	0.7830475	1044.75	0	absent	Nanoarchaeota
s__CG1-02-37-114_sp001871125--GB_GCA_001871125.1	1.92853175	2097.0	0	absent	Elusimicrobiota
s__CG1-02-37-22_sp002785215--GB_GCA_002785215.1	1.2633785	1283.25	0	precursors_only	Patescibacteria
s__CG1-02-40-25_sp001872305--GB_GCA_001872305.1	0.612416	656.6666666666666	0	absent	Patescibacteria
s__CG1-02-49-23_sp002791545--GB_GCA_002791545.1	2.7793678333333336	2788.5	0	precursors_only	Pseudomonadota
s__CG2-30-33-13_sp002782675--GB_GCA_002782675.1	1.634797857142857	1626.2857142857142	0	absent	Atribacterota
s__CG2-30-36-11_sp001871575--GB_GCA_001871575.1	1.10830325	1231.75	0	precursors_only	Caldisericota
s__CG2-30-40-12_sp002770755--GB_GCA_002770755.1	0.603577	608.3333333333334	0	absent	Patescibacteria
s__CG2-30-40-21_sp018814245--GB_GCA_018814245.1	3.0890475	2632.0	0	absent	UBA9089
s__CG2-30-44-17_sp001873565--GB_GCA_001873565.1	1.0863898	1037.2	0	absent	Patescibacteria
s__CG2-30-46-9_sp001873005--GB_GCA_001873005.1	1.0928473333333333	1282.0	0	precursors_only	Chloroflexota
s__CG2-30-60-27_sp001873115--GB_GCA_001873115.1	2.3706525	2266.5	0	precursors_only	Desulfobacterota
s__COE1_sp002491195--GB_GCA_002491195.1	4.63666	4174.0	0	precursors_only	Bacillota_A
s__COE1_sp009774345--GB_GCA_009774345.1	4.2923005	4105.5	0	precursors_only	Bacillota_A
s__COE1_sp009774375--GB_GCA_009774375.1	4.4620055	4090.5	0	precursors_only	Bacillota_A
s__COE1_sp910585765--GB_GCA_910585765.1	4.108090333333333	3616.6666666666665	0	precursors_only	Bacillota_A
s__CP2-2F_sp003695215--GB_GCA_003695215.1	3.4348915	3587.5	0	precursors_only	Chloroflexota
s__CPC320_sp002336405--GB_GCA_002336405.1	3.5801525	3646.6	1	complete	Pseudomonadota
s__CPC320_sp002684375--GB_GCA_002684375.1	3.290279111111111	3424.1111111111113	1	complete	Pseudomonadota
s__CR04bin15_sp004357015--GB_GCA_004357015.1	2.54304	2444.0	0	precursors_only	KSB1
s__CS4-C045_sp011772275--GB_GCA_011772275.1	3.7654065	3607.5	0	precursors_only	Planctomycetota
s__CSBR16-224_sp013285465--GB_GCA_013285465.1	2.6978315	2541.0	1	complete	Pseudomonadota
s__CSP1-6_sp016179965--GB_GCA_016179965.1	2.7888385	3220.5	1	complete	Methylomirabilota
s__CSSed10-48_sp007130445--GB_GCA_007130445.1	2.8912153333333337	2998.3333333333335	0	precursors_only	Deinococcota
s__CSSed11-175R1_sp007120565--GB_GCA_007120565.1	2.981533	3143.5	0	precursors_only	Actinomycetota
s__CSSed11-175R1_sp007136095--GB_GCA_007136095.1	3.025826	3110.0	0	precursors_only	Actinomycetota
s__CSSed11-197_sp003552785--GB_GCA_003552785.1	1.178468	1277.5	0	absent	Chloroflexota
s__CTSOIL-112_sp021287185--GB_GCA_021287185.1	1.860754	1874.0	0	precursors_only	Pseudomonadota
s__CW01_sp004028795--GB_GCA_004028795.1	3.4238305	3097.0	0	precursors_only	Bacteroidota
s__Caballeronia_arationis--RS_GCF_001544975.2	9.230578	8602.5	1	complete	Pseudomonadota
s__Caballeronia_crenata--GB_GCA_001190015.1	2.711725	3514.5	0	precursors_only	Pseudomonadota
s__Caballeronia_sp022879575--RS_GCF_022879575.1	5.9420405	5499.5	1	complete	Pseudomonadota
s__Caccenecus_sp910585045--GB_GCA_910585045.1	1.434847	1487.5	0	absent	Bacillota
s__Caccoplasma_merdipullorum--GB_GCA_017694415.1	2.187323	1852.0	0	absent	Bacteroidota
s__Caccosoma_sp934201705--GB_GCA_934201705.1	2.538513	2160.5	0	absent	Bacillota
s__Caccousia_stercoris--RS_GCF_002160025.1	2.910394	2750.0	0	precursors_only	Bacillota_A
s__Caccovicinus_excrementipullorum--GB_GCA_018713255.1	3.35946675	3053.75	0	absent	Bacillota_A
s__Caccovicinus_sp017889125--GB_GCA_017889125.1	4.015560666666667	3625.0	0	absent	Bacillota_A
s__Caccovicinus_sp910584785--GB_GCA_910584785.1	3.598352	3112.0	0	absent	Bacillota_A
s__Caccovivens_faecavium--GB_GCA_018715545.1	1.126696	1025.0	0	absent	Bacillota_A
s__Caccovivens_sp003522085--GB_GCA_003522085.1	0.81289525	775.0	0	absent	Bacillota_A
s__Caccovivens_sp900551855--GB_GCA_900551855.1	1.0180645	910.5	0	absent	Bacillota_A
s__Caccovivens_sp904397185--GB_GCA_904397185.1	1.1617943333333332	994.3333333333334	0	absent	Bacillota_A
s__Caldibacillus_debilis--RS_GCF_000383875.1	3.1101566666666667	2986.6666666666665	0	precursors_only	Bacillota
s__Caldicellulosiruptor_acetigenus--RS_GCF_000421725.1	2.6890696666666667	2576.3333333333335	0	absent	Bacillota_A
s__Caldilinea_aerophila--RS_GCF_000281175.1	4.883159	4009.5	0	precursors_only	Chloroflexota
s__Caldilinea_sp002391565--GB_GCA_002391565.1	6.100771	5164.0	0	precursors_only	Chloroflexota
s__Caldilinea_sp003451595--GB_GCA_003451595.1	5.7993465	4787.0	0	precursors_only	Chloroflexota
s__Caldilinea_sp903858085--GB_GCA_903858085.1	4.545624714285714	4026.4285714285716	0	precursors_only	Chloroflexota
s__Caldipriscus_sp000980735--GB_GCA_000980735.1	1.2945155	1420.5	0	precursors_only	WOR-3
s__Caldithrix_abyssi--RS_GCF_001886815.1	4.96699	3818.5	0	precursors_only	Calditrichota
s__Calidifontimicrobium_sediminis--RS_GCF_003574675.1	3.784361	3679.0	1	complete	Pseudomonadota
s__Caminicella_sporogenes--RS_GCF_900142285.1	2.4762035	2361.0	0	precursors_only	Bacillota_A
s__Campylobacter_A_concisus--RS_GCF_001298465.1	1.8505904444444445	1901.888888888889	0	absent	Campylobacterota
s__Campylobacter_A_concisus_A--RS_GCF_000466685.1	2.0099238	2077.0	0	absent	Campylobacterota
