gtdb_species_clade_id	gtdb_phylum	pha_class	n_phac_clusters	primary_env	primary_variability
s__Colwellia_psychrerythraea_C--GB_GCA_002163005.1	Pseudomonadota	other_pfam	1	marine	low
s__Colwellia_sp002162675--GB_GCA_002162675.1	Pseudomonadota	other_pfam	1	marine	low
s__Colwellia_sp002733765--GB_GCA_002733765.1	Pseudomonadota	other_pfam	1	marine	low
s__Colwellia_sp013215465--GB_GCA_013215465.1	Pseudomonadota	other_pfam	1	marine	low
s__Comamonas_C_badia--RS_GCF_000484635.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Comamonas_C_sp001725255--GB_GCA_001725255.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Comamonas_C_sp021166775--GB_GCA_021166775.1	Pseudomonadota	other_pfam	3	sediment	moderate
s__Comamonas_acidovorans--RS_GCF_001598795.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Comamonas_aquatica--RS_GCF_000739875.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Comamonas_avium--RS_GCF_014836675.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Comamonas_denitrificans_A--RS_GCF_017368815.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Comamonas_jiangduensis--RS_GCF_902829245.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Comamonas_kerstersii--RS_GCF_008801935.1	Pseudomonadota	other_pfam	2	human_associated	low
s__Comamonas_koreensis_A--RS_GCF_014076495.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Comamonas_sp002472915--RS_GCF_022387135.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Comamonas_sp004364775--RS_GCF_004364775.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Comamonas_sp009360615--GB_GCA_009360615.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Comamonas_terrigena--RS_GCF_900461435.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Comamonas_testosteroni--RS_GCF_000241525.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Comamonas_testosteroni_B--RS_GCF_000739375.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Comamonas_testosteroni_C--RS_GCF_000761245.1	Pseudomonadota	other_pfam	2	soil	high
s__Comamonas_testosteroni_F--RS_GCF_014076415.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Comamonas_thiooxydans--RS_GCF_000964545.1	Pseudomonadota	other_pfam	6	other_unknown	unknown
s__Comamonas_tsuruhatensis--RS_GCF_001571325.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Comamonas_tsuruhatensis_A--RS_GCF_903815225.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Competibacter_A_denitrificans--RS_GCF_001051235.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Competibacter_A_sp002391525--GB_GCA_002391525.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Competibacter_A_sp002433805--GB_GCA_002433805.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Competibacter_A_sp016713505--GB_GCA_016713505.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Competibacter_phosphatis--RS_GCF_012939995.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Contendobacter_odensis--RS_GCF_000531125.1	Pseudomonadota	other_pfam	5	wastewater_engineered	high
s__Contendobacter_sp002352185--GB_GCA_002352185.1	Pseudomonadota	other_pfam	4	wastewater_engineered	high
s__Corallococcus_carmarthensis--RS_GCF_003611695.1	Myxococcota	other_pfam	1	soil	high
s__Corallococcus_coralloides--RS_GCF_000255295.1	Myxococcota	other_pfam	1	soil	high
s__Corallococcus_exercitus--RS_GCF_003611585.1	Myxococcota	other_pfam	1	soil	high
s__Corallococcus_exiguus--RS_GCF_009909105.1	Myxococcota	other_pfam	1	soil	high
s__Corallococcus_sp020037015--RS_GCF_020037015.1	Myxococcota	other_pfam	1	wastewater_engineered	high
s__Corticimicrobacter_populi--RS_GCF_003123725.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Corynebacterium_propinquum--RS_GCF_000375525.1	Actinomycetota	other_pfam	2	human_associated	low
s__Corynebacterium_pseudodiphtheriticum--RS_GCF_000688415.1	Actinomycetota	other_pfam	3	human_associated	low
s__Craterilacuibacter_sinensis--RS_GCF_009831765.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Crenobacter_cavernae--RS_GCF_003355495.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Crenobacter_luteus--RS_GCF_004345725.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Cribrihabitans_marinus--RS_GCF_900109035.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Croceibacterium_atlanticum--RS_GCF_001008165.2	Pseudomonadota	other_pfam	2	marine	low
s__Croceibacterium_sp001897135--GB_GCA_017308255.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Croceibacterium_sp002279825--GB_GCA_002279825.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Croceibacterium_sp023433305--GB_GCA_023433305.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Croceicoccus_marinus--RS_GCF_001661675.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Croceicoccus_mobilis--RS_GCF_001661965.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Croceicoccus_naphthovorans--RS_GCF_001028705.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Croceicoccus_pelagius--RS_GCF_001661915.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Croceicoccus_sp002694745--GB_GCA_002694745.1	Pseudomonadota	other_pfam	1	marine	low
s__Croceicoccus_sp020985305--RS_GCF_020985305.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Cupriavidus_alkaliphilus--RS_GCF_900094595.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_basilensis--RS_GCF_008801925.2	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Cupriavidus_basilensis_B--RS_GCF_000876015.1	Pseudomonadota	other_pfam	3	plant_associated	high
s__Cupriavidus_campinensis--RS_GCF_905397395.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Cupriavidus_cauae--RS_GCF_008632125.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Cupriavidus_gilardii--RS_GCF_008801915.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_gilardii_C--RS_GCF_013314895.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Cupriavidus_lacunae--RS_GCF_003353055.1	Pseudomonadota	other_pfam	4	soil	high
s__Cupriavidus_malaysiensis--RS_GCF_001854325.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_metallidurans--RS_GCF_000196015.1	Pseudomonadota	other_pfam	4	other_unknown	high
s__Cupriavidus_necator--RS_GCF_000219215.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Cupriavidus_neocaledonicus--RS_GCF_000372525.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Cupriavidus_oxalaticus--RS_GCF_016894385.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Cupriavidus_oxalaticus_A--RS_GCF_004768545.1	Pseudomonadota	other_pfam	5	sediment	high
s__Cupriavidus_pauculus--RS_GCF_008801835.1	Pseudomonadota	other_pfam	2	other_unknown	low
s__Cupriavidus_pinatubonensis--RS_GCF_019602855.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Cupriavidus_plantarum--RS_GCF_905397285.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_respiraculi--RS_GCF_914271545.1	Pseudomonadota	other_pfam	1	human_clinical	low
s__Cupriavidus_sp000379565--GB_GCA_022041995.1	Pseudomonadota	other_pfam	2	soil	high
s__Cupriavidus_sp000426345--RS_GCF_000426345.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Cupriavidus_sp000955785--GB_GCA_000955785.1	Pseudomonadota	other_pfam	6	soil	high
s__Cupriavidus_sp005503625--RS_GCF_005503625.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Cupriavidus_sp013361545--GB_GCA_013362725.1	Pseudomonadota	other_pfam	1	soil	high
s__Cupriavidus_sp018729255--RS_GCF_018729255.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Cupriavidus_sp023952475--RS_GCF_023952475.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_taiwanensis--RS_GCF_000069785.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_taiwanensis_B--RS_GCF_900250115.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cupriavidus_taiwanensis_C--RS_GCF_900250075.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Curvibacter_lanceolatus--RS_GCF_000381265.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Curvibacter_sp903828535--GB_GCA_903828535.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Curvibacter_sp903834975--GB_GCA_903834975.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Curvibacter_sp903902035--GB_GCA_903902035.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Cybelea_sp019235995--GB_GCA_019235995.1	Eremiobacterota	other_pfam	1	soil	high
s__Cybelea_sp019240755--GB_GCA_019240755.1	Eremiobacterota	other_pfam	2	soil	high
s__Cycloclasticus_pugetii--RS_GCF_000384415.1	Pseudomonadota	other_pfam	3	marine	low
s__Cycloclasticus_sp001566825--GB_GCA_913060865.1	Pseudomonadota	other_pfam	3	marine	low
s__Cycloclasticus_sp002162695--GB_GCA_002162695.1	Pseudomonadota	other_pfam	2	marine	low
s__Cycloclasticus_sp002162705--GB_GCA_002162705.1	Pseudomonadota	other_pfam	3	marine	low
s__Cycloclasticus_sp002700385--GB_GCA_002700385.1	Pseudomonadota	other_pfam	6	marine	low
s__Cycloclasticus_sp012959695--GB_GCA_012959695.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cycloclasticus_sp018066825--GB_GCA_018066825.1	Pseudomonadota	other_pfam	2	sediment	moderate
s__Cypionkella_sp001828855--GB_GCA_001828855.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Cytobacillus_firmus--RS_GCF_001591465.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Cytobacillus_firmus_B--RS_GCF_023657595.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Cytobacillus_gottheilii--RS_GCF_001636345.1	Bacillota	other_pfam	2	soil	high
s__Cytobacillus_oceanisediminis_B--RS_GCF_000294775.2	Bacillota	other_pfam	2	other_unknown	unknown
s__Cytobacillus_oceanisediminis_C--RS_GCF_004366035.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Cytobacillus_oceanisediminis_D--RS_GCF_022811925.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Cytobacillus_praedii--RS_GCF_001439605.1	Bacillota	other_pfam	1	soil	high
s__Cytobacillus_solani--RS_GCF_001420595.1	Bacillota	other_pfam	1	soil	high
s__Cytobacillus_sp002272225--GB_GCA_023612095.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Cytobacillus_sp018613035--GB_GCA_018613035.1	Bacillota	other_pfam	1	other_unknown	unknown
s__DC0425bin3_sp002753665--GB_GCA_002753665.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__DMER01_sp003451645--GB_GCA_003451645.1	Pseudomonadota	other_pfam	2	sediment	moderate
s__DRGT01_sp011055585--GB_GCA_011055585.1	Thermoproteota	other_pfam	1	sediment	moderate
s__DRJH01_sp011052285--GB_GCA_011052285.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__DSNY01_sp016861185--GB_GCA_016861185.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__DSQQ01_sp015075405--GB_GCA_015075405.1	Chloroflexota	other_pfam	1	other_unknown	unknown
s__DTU018_sp001513155--GB_GCA_001513155.1	Bacillota_B	other_pfam	2	other_unknown	unknown
s__DTU018_sp003444615--GB_GCA_003444615.1	Bacillota_B	other_pfam	3	other_unknown	unknown
s__DTU019_sp002398825--GB_GCA_002398825.1	Bacillota_B	other_pfam	3	sediment	moderate
s__DUSC01_sp008933895--GB_GCA_905339215.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__DUSC01_sp016756615--RS_GCF_016756615.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__DYNO01_sp020721025--GB_GCA_020721025.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__DYRC01_sp020718925--GB_GCA_020718925.1	Desulfobacterota	other_pfam	1	other_unknown	unknown
s__Dactylopiibacterium_aquaticum--RS_GCF_012972705.2	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Deefgea_sp013284055--RS_GCF_013284055.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Defluviicoccus_A_seviourii--GB_GCA_900609035.2	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Dehalobacter_sp009910795--GB_GCA_009910795.1	Bacillota_B	other_pfam	1	freshwater	moderate
s__Deinococcus_ficus--RS_GCF_003444775.1	Deinococcota	other_pfam	1	other_unknown	unknown
s__Deinococcus_sp002017875--RS_GCF_002017875.1	Deinococcota	other_pfam	1	freshwater	moderate
s__Deinococcus_sp009755355--RS_GCF_009755355.1	Deinococcota	other_pfam	2	other_unknown	unknown
s__Denitratisoma_oestradiolicum--RS_GCF_902813185.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Dermacoccus_nishinomiyaensis--RS_GCF_900447535.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Desulfacyla_euxinica--GB_GCA_014382715.1	Desulfobacterota	other_pfam	1	marine	low
s__Desulfamplus_sp015231705--GB_GCA_015231705.1	Desulfobacterota	other_pfam	3	sediment	moderate
s__Desulfamplus_sp015232465--GB_GCA_015232465.1	Desulfobacterota	other_pfam	2	sediment	moderate
s__Desulfamplus_sp015232555--GB_GCA_015232555.1	Desulfobacterota	other_pfam	2	sediment	moderate
s__Desulfatitalea_sp013041835--GB_GCA_013041835.1	Desulfobacterota	other_pfam	1	other_unknown	unknown
s__Desulfobacca_B_sp002049795--GB_GCA_002049795.1	Desulfobacterota	other_pfam	3	marine	low
s__Desulfobacillus_denitrificans--GB_GCA_017347485.1	Pseudomonadota	other_pfam	5	wastewater_engineered	high
s__Desulfobacillus_sp002840845--GB_GCA_002840845.1	Pseudomonadota	other_pfam	4	plant_associated	high
s__Desulfobacillus_sp003105015--GB_GCA_003105015.1	Pseudomonadota	other_pfam	4	wastewater_engineered	high
s__Desulfobacillus_sp008933825--GB_GCA_008933825.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Desulfobacillus_sp011526165--GB_GCA_011526165.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Desulfobacillus_sp905339315--GB_GCA_905339315.1	Pseudomonadota	other_pfam	5	wastewater_engineered	high
s__Desulfobacter_sp003538835--GB_GCA_913041495.1	Desulfobacterota	other_pfam	1	marine	low
s__Desulfobacula_sp018821715--GB_GCA_018821715.1	Desulfobacterota	other_pfam	1	other_unknown	unknown
s__Desulfobacula_toluolica--RS_GCF_000307105.1	Desulfobacterota	other_pfam	1	other_unknown	unknown
s__Desulfococcus_multivorans--RS_GCF_001854245.1	Desulfobacterota	other_pfam	6	other_unknown	unknown
s__Desulfoferrobacter_suflitae--RS_GCF_022603395.1	Desulfobacterota	other_pfam	1	other_unknown	unknown
s__Desulfoluna_spongiiphila--RS_GCF_900101345.1	Desulfobacterota	other_pfam	5	other_unknown	unknown
s__Desulfomarina_sp001750925--GB_GCA_001750925.1	Desulfobacterota	other_pfam	1	other_unknown	unknown
s__Desulforhopalus_sp001799365--GB_GCA_001799365.1	Desulfobacterota	other_pfam	2	other_unknown	unknown
s__Desulfosarcina_ovata--RS_GCF_009689005.1	Desulfobacterota	other_pfam	2	other_unknown	unknown
s__Desulfosarcina_sp014237405--GB_GCA_014237405.1	Desulfobacterota	other_pfam	2	sediment	moderate
s__Devosia_A_sp017307495--GB_GCA_017307495.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Dialister_invisus--RS_GCF_000160055.1	Bacillota_C	other_pfam	2	human_clinical	low
s__Dialister_sp900314595--GB_GCA_900314595.1	Bacillota_C	other_pfam	1	animal_associated	low
s__Diaphorobacter_A_sp002331385--GB_GCA_002331385.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Diaphorobacter_nitroreducens--GB_GCA_003755025.1	Pseudomonadota	other_pfam	8	other_unknown	high
s__Dietzia_aerolata--RS_GCF_014144865.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Dietzia_cercidiphylli--RS_GCF_014145145.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Dietzia_maris--RS_GCF_014144855.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Dietzia_natronolimnaea_A--RS_GCF_002289575.1	Actinomycetota	other_pfam	1	soil	high
s__Dietzia_psychralcaliphila--RS_GCF_003096095.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Dietzia_sp003052165--RS_GCF_003052165.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Dinoroseobacter_shibae--RS_GCF_000018145.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Dinoroseobacter_sp013215265--GB_GCA_017643385.1	Pseudomonadota	other_pfam	1	marine	low
s__Dokdonella_A_fugitiva--RS_GCF_004342425.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Dokdonella_A_fugitiva_A--RS_GCF_014138265.1	Pseudomonadota	other_pfam	1	soil	high
s__Dokdonella_A_sp002297645--GB_GCA_002297645.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Dokdonella_A_sp002632325--GB_GCA_002632325.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Dokdonella_A_sp003142815--GB_GCA_003142815.1	Pseudomonadota	other_pfam	1	soil	high
s__Dokdonella_A_sp014338185--GB_GCA_014338185.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Dokdonella_sp002483055--GB_GCA_024707225.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Dokdonella_sp016707485--GB_GCA_016707485.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Dokdonella_sp016712865--GB_GCA_016712865.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Dokdonella_sp019634795--GB_GCA_019634795.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Dolichospermum_flosaquae--RS_GCF_014698755.1	Cyanobacteriota	other_pfam	2	freshwater	moderate
s__Domibacillus_tundrae--RS_GCF_000970675.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Donghicola_eburneus--RS_GCF_900115865.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Donghicola_mangrovi--RS_GCF_013377535.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Dorea_B_phocaeensis--RS_GCF_900240315.1	Bacillota_A	other_pfam	1	human_associated	low
s__Duganella_alba--RS_GCF_009674495.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Duganella_lactea--RS_GCF_009857505.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Duganella_margarita--RS_GCF_009857535.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Duganella_rivuli--RS_GCF_009380165.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Duganella_sacchari--RS_GCF_900143065.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Duganella_sp000381565--GB_GCA_000381565.1	Pseudomonadota	other_pfam	2	sediment	moderate
s__Duganella_sp003416895--GB_GCA_003416895.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Duganella_sp024123915--GB_GCA_024123915.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Duganella_sp900100205--RS_GCF_900100205.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Duganella_sp900109645--RS_GCF_900109645.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Duganella_vulcania--GB_GCA_003416985.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Duganella_zoogloeoides--GB_GCA_000383895.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Dyella_A_sp002279065--GB_GCA_002279065.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Dyella_B_caseinilytica--RS_GCF_016865235.1	Pseudomonadota	other_pfam	1	soil	high
s__Dyella_japonica_C--RS_GCF_000725385.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Dyella_jiangningensis_B--RS_GCF_003201105.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Dyella_marensis--RS_GCF_900112865.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Dyella_sp002878475--RS_GCF_022394535.1	Pseudomonadota	other_pfam	1	soil	high
s__Dyella_sp012275375--RS_GCF_012275375.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__E85_sp003149435--RS_GCF_020883455.1	Pseudomonadota	other_pfam	5	marine	low
s__ECT2AJA-110-A_sp020639075--GB_GCA_020639075.1	Planctomycetota	other_pfam	1	plant_associated	high
s__Ectothiorhodosinus_mongolicus--RS_GCF_022406875.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ectothiorhodospira_haloalkaliphila--RS_GCF_000633935.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Ectothiorhodospira_marina--RS_GCF_900109495.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ectothiorhodospira_mobilis_A--RS_GCF_900114895.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Ectothiorhodospira_sp000225005--RS_GCF_022227765.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Ectothiorhodospira_sp001632845--RS_GCF_001632845.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Ectothiorhodospira_sp022227845--RS_GCF_022227845.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Effusibacillus_lacus--RS_GCF_002335525.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Eikenella_shayeganii--RS_GCF_000226875.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Eisenbergiella_tayi--RS_GCF_001881565.1	Bacillota_A	other_pfam	1	human_associated	low
s__Elainella_sp000733415--GB_GCA_000733415.1	Cyanobacteriota	other_pfam	2	freshwater	moderate
s__Elarobacter_beijerinckii--GB_GCA_003140215.1	Eremiobacterota	other_pfam	2	soil	high
s__Elarobacter_sp019235885--GB_GCA_019235885.1	Eremiobacterota	other_pfam	2	soil	high
s__Elarobacter_winogradskyi--GB_GCA_003168375.1	Eremiobacterota	other_pfam	4	soil	high
s__Elstera_cyanobacteriorum--RS_GCF_002251735.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Endobacterium_sp900472395--GB_GCA_900472395.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enemella_dayhoffiae--RS_GCF_002250625.1	Actinomycetota	other_pfam	1	human_clinical	low
s__Ensifer_A_sp900466575--GB_GCA_900466575.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_A_sp900467685--GB_GCA_900467685.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_adhaerens--RS_GCF_000697965.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_adhaerens_A--RS_GCF_017488845.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_adhaerens_G--RS_GCF_013283195.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_sp000799055--RS_GCF_016919405.1	Pseudomonadota	other_pfam	1	soil	high
s__Ensifer_sp001429285--RS_GCF_001429285.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_sp001695835--RS_GCF_001695835.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_sp001695855--RS_GCF_001695855.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_sp002002725--RS_GCF_002002725.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ensifer_sp900469595--RS_GCF_020035535.1	Pseudomonadota	other_pfam	1	soil	high
s__Ensifer_sp900469625--GB_GCA_900469625.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enterobacter_chengduensis--RS_GCF_001984825.2	Pseudomonadota	other_pfam	1	human_associated	low
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1	Pseudomonadota	other_pfam	2	human_associated	low
s__Enterocloster_clostridioformis--RS_GCF_020297485.1	Bacillota_A	other_pfam	1	other_unknown	low
s__Enterococcus_A_avium--RS_GCF_000406965.1	Bacillota	other_pfam	2	human_associated	low
s__Enterococcus_A_gilvus--RS_GCF_000407545.1	Bacillota	other_pfam	1	human_clinical	low
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1	Bacillota	other_pfam	2	other_unknown	unknown
s__Enterovibrio_escacola--RS_GCF_002464935.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enterovibrio_hollisae--RS_GCF_000176515.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enterovibrio_indicus--RS_GCF_000333895.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enterovibrio_luxaltus--RS_GCF_002381345.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enterovibrio_nigricans--RS_GCF_900167155.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Enterovibrio_norvegicus--RS_GCF_900115495.1	Pseudomonadota	other_pfam	1	marine	low
s__Enterovibrio_norvegicus_A--RS_GCF_000286835.2	Pseudomonadota	other_pfam	1	marine	low
s__Eoetvoesia_caeni--RS_GCF_003315175.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Eoetvoesia_sp004322135--GB_GCA_004322135.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Epibacterium_mobile--RS_GCF_001681715.1	Pseudomonadota	other_pfam	1	marine	low
s__Epibacterium_multivorans--RS_GCF_001458415.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Epibacterium_sp001874255--GB_GCA_001874255.1	Pseudomonadota	other_pfam	1	marine	low
s__Epibacterium_sp004566265--GB_GCA_004566265.1	Pseudomonadota	other_pfam	1	marine	low
s__Epibacterium_sp022348185--RS_GCF_022348185.1	Pseudomonadota	other_pfam	1	marine	low
s__Epibacterium_ulvae--RS_GCF_900102795.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Eremococcus_coleocola--RS_GCF_000428865.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Erythrobacter_dokdonensis--RS_GCF_001677335.1	Pseudomonadota	other_pfam	2	marine	low
s__Erythrobacter_donghaensis_B--RS_GCF_001557325.1	Pseudomonadota	other_pfam	2	human_clinical	low
s__Erythrobacter_ishigakiensis--RS_GCF_001663155.1	Pseudomonadota	other_pfam	2	marine	low
s__Erythrobacter_litoralis--RS_GCF_001719165.1	Pseudomonadota	other_pfam	2	marine	low
s__Erythrobacter_ramosus--RS_GCF_009828055.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Erythrobacter_sanguineus--RS_GCF_900143235.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Erythrobacter_sp000714765--RS_GCF_023823125.1	Pseudomonadota	other_pfam	2	marine	low
s__Erythrobacter_sp001557115--RS_GCF_001557115.1	Pseudomonadota	other_pfam	2	human_clinical	low
s__Erythrobacter_sp002842735--GB_GCA_002842735.1	Pseudomonadota	other_pfam	2	plant_associated	high
