gtdb_species_clade_id	n_genomes_with_env	primary_env	n_env_categories	primary_variability	pct_high_var	pct_low_var	phb_status	has_phaC	has_complete_pathway	gtdb_phylum
s__Ascidiaceihabitans_sp002478745--GB_GCA_002478745.1	2	freshwater	2	moderate	0.0	50.0	precursors_only	0	0	Pseudomonadota
s__Ascidiaceihabitans_sp023955215--GB_GCA_023955215.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Pseudomonadota
s__Ascidiaceihabitans_sp905182105--GB_GCA_905182105.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Pseudomonadota
s__Asp313_sp003073475--RS_GCF_003073475.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Actinomycetota
s__Asticcacaulis_benevestitus--RS_GCF_000376105.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Asticcacaulis_excentricus_A--RS_GCF_003966695.1	2	other_unknown	2	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Atelocyanobacterium_thalassa--RS_GCF_000025125.1	4	marine	2	low	0.0	50.0	absent	0	0	Cyanobacteriota
s__Atelocyanobacterium_thalassa_A--RS_GCF_020885515.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Cyanobacteriota
s__Athalassotoga_sp002878315--GB_GCA_002878315.1	3	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Thermotogota
s__Athalassotoga_sp021800445--GB_GCA_021800445.1	3	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Thermotogota
s__Atlantibacter_hermannii--GB_GCA_900635495.1	34	other_unknown	6	unknown	2.941176470588235	26.47058823529412	precursors_only	0	0	Pseudomonadota
s__Atlantibacter_sp002345315--RS_GCF_014193285.1	4	other_unknown	2	unknown	0.0	25.0	precursors_only	0	0	Pseudomonadota
s__Atlantibacter_sp002358165--RS_GCF_011077955.1	3	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Pseudomonadota
s__Atlantibacter_subterranea--RS_GCF_007570865.1	10	other_unknown	4	unknown	10.0	40.0	precursors_only	0	0	Pseudomonadota
s__Atopobium_minutum--GB_GCA_900105895.1	6	other_unknown	3	unknown	0.0	33.33333333333333	absent	0	0	Actinomycetota
s__Atopomonas_hussainii--RS_GCF_900109735.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Atribacter_sp002069605--GB_GCA_002069605.1	3	wastewater_engineered	3	high	66.66666666666666	0.0	absent	0	0	Atribacterota
s__Atribacter_sp003542295--GB_GCA_003542295.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Atribacterota
s__Aulosira_anomala_A--RS_GCF_014696435.1	4	freshwater	2	moderate	0.0	0.0	precursors_only	0	0	Cyanobacteriota
s__Aulosira_diplosiphon--GB_GCA_002368275.1	3	other_unknown	1	unknown	0.0	0.0	accessory_only	0	0	Cyanobacteriota
s__Aulosira_tenue--RS_GCF_002368295.1	3	other_unknown	1	unknown	0.0	0.0	accessory_only	0	0	Cyanobacteriota
s__Aurantimicrobium_photophilum--RS_GCF_003194085.1	2	marine	2	low	0.0	50.0	precursors_only	0	0	Actinomycetota
s__Aurantimonas_coralicida--RS_GCF_000421645.1	6	marine	2	low	0.0	50.0	complete	1	1	Pseudomonadota
s__Aurantimonas_coralicida_A--GB_GCA_011050685.1	2	sediment	1	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Aurantimonas_manganoxydans--RS_GCF_000153465.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureibaculum_sp003511845--GB_GCA_003511845.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacteroidota
s__Aureimonas_A_sp001425485--RS_GCF_001425485.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureimonas_altamirensis--RS_GCF_001463885.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureimonas_altamirensis_A--RS_GCF_014844055.1	2	human_associated	2	low	0.0	100.0	complete	1	1	Pseudomonadota
s__Aureimonas_altamirensis_B--RS_GCF_023702225.1	2	animal_associated	2	low	0.0	100.0	complete	1	1	Pseudomonadota
s__Aureimonas_jatrophae--RS_GCF_900104035.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureimonas_phyllosphaerae--RS_GCF_900113065.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureimonas_sp001442755--RS_GCF_001442755.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureimonas_ureilytica--RS_GCF_000382705.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureimonas_ureilytica_A--RS_GCF_001475935.1	4	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Aureispira_sp000724545--RS_GCF_000724545.1	2	other_unknown	2	unknown	0.0	50.0	precursors_only	0	0	Bacteroidota
s__Auribacter_fodinae--GB_GCA_003599815.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Auribacterota
s__Auritidibacter_ignavus--RS_GCF_003703835.1	6	human_associated	2	low	0.0	66.66666666666666	precursors_only	0	0	Actinomycetota
s__Austwickia_chelonae--RS_GCF_000298175.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Actinomycetota
s__Austwickia_sp020161845--GB_GCA_020161845.1	2	wastewater_engineered	2	high	100.0	0.0	complete	1	1	Actinomycetota
s__Aved-18_sp016699165--GB_GCA_016699165.1	2	wastewater_engineered	1	high	100.0	0.0	precursors_only	0	0	Cyanobacteriota
s__Avelusimicrobium_excrementipullorum--GB_GCA_019120455.1	3	animal_associated	2	low	0.0	66.66666666666666	accessory_only	0	0	Elusimicrobiota
s__Avelusimicrobium_sp017546175--GB_GCA_017546175.1	2	animal_associated	1	low	0.0	100.0	accessory_only	0	0	Elusimicrobiota
s__Avelusimicrobium_sp900762815--GB_GCA_900762815.1	3	human_clinical	1	low	0.0	100.0	accessory_only	0	0	Elusimicrobiota
s__Avibacterium_avium--RS_GCF_900454535.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Pseudomonadota
s__Avibacterium_gallinarum--RS_GCF_002921135.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Pseudomonadota
s__Avibacterium_paragallinarum--RS_GCF_900450705.1	44	other_unknown	1	unknown	0.0	0.0	absent	0	0	Pseudomonadota
s__Avibacterium_sp023611925--RS_GCF_023611925.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Pseudomonadota
s__Avibacterium_volantium--RS_GCF_900635775.1	3	other_unknown	2	unknown	0.0	33.33333333333333	absent	0	0	Pseudomonadota
s__Avibacteroides_avistercoris--GB_GCA_020012075.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacteroidota
s__Avibacteroides_excrementipullorum--GB_GCA_018711405.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacteroidota
s__Avibacteroides_faecavium--GB_GCA_939800445.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacteroidota
s__Avichristensenella_intestinipullorum--GB_GCA_018713305.1	2	animal_associated	2	low	0.0	50.0	precursors_only	0	0	Bacillota_A
s__Avidehalobacter_gallistercoris--GB_GCA_018715045.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Bacillota_B
s__Avidehalobacter_sp017397935--GB_GCA_017397935.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacillota_B
s__Avidesulfovibrio_excrementigallinarum--GB_GCA_018715085.1	2	other_unknown	2	unknown	0.0	50.0	precursors_only	0	0	Desulfobacterota
s__Avigastranaerophilus_faecigallinarum--GB_GCA_018716565.1	2	animal_associated	2	low	0.0	50.0	absent	0	0	Cyanobacteriota
s__Avilachnospira_avicola--GB_GCA_018714245.1	2	animal_associated	2	low	0.0	50.0	absent	0	0	Bacillota_A
s__Avilachnospira_avistercoris--GB_GCA_018714145.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Bacillota_A
s__Avilachnospira_sp017388745--GB_GCA_017388745.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avilachnospira_sp017446045--GB_GCA_017446045.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Bacillota_A
s__Avilachnospira_sp934402055--GB_GCA_934402055.1	3	human_clinical	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avilachnospira_sp934438085--GB_GCA_934438085.1	2	human_clinical	1	low	0.0	100.0	precursors_only	0	0	Bacillota_A
s__Avilachnospira_sp944381575--GB_GCA_944381575.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avilachnospira_sp944383265--GB_GCA_944383265.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avimicrobium_caecorum--RS_GCF_016901815.1	10	human_clinical	4	low	0.0	70.0	absent	0	0	Bacillota_A
s__Avimicrobium_faecavium--GB_GCA_904419105.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacillota_A
s__Avimicrobium_sp900761965--GB_GCA_900761965.1	3	human_clinical	2	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avimonas_A_narfia--GB_GCA_904395335.1	3	animal_associated	3	low	0.0	66.66666666666666	absent	0	0	Bacillota_A
s__Avimonas_caecicola--GB_GCA_904419875.1	3	other_unknown	2	unknown	0.0	33.33333333333333	absent	0	0	Bacillota_A
s__Avimonas_faecium--GB_GCA_904419005.1	3	other_unknown	2	unknown	0.0	33.33333333333333	absent	0	0	Bacillota_A
s__Avimonas_intestinalis--GB_GCA_900761355.1	6	other_unknown	3	unknown	0.0	50.0	absent	0	0	Bacillota_A
s__Avimonas_merdigallinarum--GB_GCA_904377855.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacillota_A
s__Avimonas_sp001513365--GB_GCA_001513365.1	2	animal_associated	2	low	0.0	50.0	absent	0	0	Bacillota_A
s__Avimonas_sp002410715--GB_GCA_002410715.1	2	sediment	2	moderate	50.0	0.0	absent	0	0	Bacillota_A
s__Avimonas_sp012839705--GB_GCA_012839705.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota_A
s__Avimonas_sp900551425--GB_GCA_905192745.1	2	human_clinical	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avimonoglobus_intestinipullorum--GB_GCA_018714645.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Bacillota_A
s__Avimuribaculum_pullicola--GB_GCA_018716295.1	3	animal_associated	2	low	0.0	66.66666666666666	precursors_only	0	0	Bacteroidota
s__Avimuribaculum_sp944321705--GB_GCA_944321705.1	3	animal_associated	2	low	0.0	100.0	absent	0	0	Bacteroidota
s__Avimuribaculum_sp944321865--GB_GCA_944321865.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacteroidota
s__Avirikenella_pullistercoris--GB_GCA_018710935.1	3	other_unknown	3	low	0.0	66.66666666666666	absent	0	0	Bacteroidota
s__Avirikenella_sp910588925--GB_GCA_910588925.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacteroidota
s__Avispirillum_sp011957885--GB_GCA_011957885.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacillota_A
s__Avispirillum_sp017513325--GB_GCA_017513325.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avispirillum_sp900555345--GB_GCA_900555345.1	4	human_clinical	1	low	0.0	100.0	absent	0	0	Bacillota_A
s__Avispirillum_sp910586545--GB_GCA_910586545.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Bacillota_A
s__Avisuccinivibrio_A_pullicola--GB_GCA_018713485.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Pseudomonadota
s__Avisuccinivibrio_merdipullorum--GB_GCA_018883895.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Pseudomonadota
s__Avitreponema_avistercoris--GB_GCA_017694555.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Spirochaetota
s__Avoscillospira_A_avistercoris--GB_GCA_018716875.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Bacillota_A
s__Avoscillospira_A_sp904395905--GB_GCA_904395905.1	3	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacillota_A
s__Avoscillospira_avicola--GB_GCA_018712245.1	3	other_unknown	2	unknown	0.0	33.33333333333333	absent	0	0	Bacillota_A
s__Avoscillospira_stercorigallinarum--GB_GCA_018713205.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Bacillota_A
s__Avoscillospira_stercoripullorum--GB_GCA_018712905.1	4	animal_associated	2	low	0.0	75.0	precursors_only	0	0	Bacillota_A
s__Azoarcus_C_communis--RS_GCF_003226565.1	3	other_unknown	2	unknown	33.33333333333333	0.0	complete	1	1	Pseudomonadota
s__Azoarcus_C_communis_A--RS_GCF_003111645.1	3	other_unknown	3	unknown	0.0	33.33333333333333	complete	1	1	Pseudomonadota
s__Azoarcus_C_communis_B--RS_GCF_003111665.1	2	freshwater	2	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Azoarcus_olearius--RS_GCF_001682385.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azoarcus_sp012911025--RS_GCF_012911025.1	2	other_unknown	2	unknown	0.0	50.0	complete	1	1	Pseudomonadota
s__Azohydromonas_sp023410975--GB_GCA_023410975.1	2	animal_associated	1	low	0.0	100.0	complete	1	1	Pseudomonadota
s__Azonexus_agitatus--RS_GCF_000519045.1	6	plant_associated	4	high	50.0	16.666666666666664	complete	1	1	Pseudomonadota
s__Azonexus_aromaticus_B--GB_GCA_017848965.1	3	animal_associated	2	low	33.33333333333333	66.66666666666666	complete	1	1	Pseudomonadota
s__Azonexus_denitrificans_A--RS_GCF_020510685.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_fungiphilus--RS_GCF_003634965.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_hydrophilus--RS_GCF_000429605.1	3	other_unknown	2	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_limneticum_A--RS_GCF_020510625.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_phosphoritropha--GB_GCA_016722705.1	7	plant_associated	2	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_phosphorivorans--GB_GCA_016721185.1	3	wastewater_engineered	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp004379165--GB_GCA_004379165.1	2	freshwater	1	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp008711155--RS_GCF_008711155.1	2	wastewater_engineered	2	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp009779265--GB_GCA_009779265.1	2	animal_associated	1	low	0.0	100.0	complete	1	1	Pseudomonadota
s__Azonexus_sp012839675--RS_GCF_905120355.1	4	other_unknown	2	unknown	0.0	50.0	complete	1	1	Pseudomonadota
s__Azonexus_sp016705475--GB_GCA_016705475.1	3	wastewater_engineered	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp016790885--GB_GCA_016790885.1	6	plant_associated	2	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp018780195--RS_GCF_020510585.1	2	other_unknown	2	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp018828385--GB_GCA_018828385.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp021401135--RS_GCF_021401135.1	2	other_unknown	2	unknown	50.0	0.0	complete	1	1	Pseudomonadota
s__Azonexus_sp900549295--GB_GCA_900549295.1	2	human_clinical	1	low	0.0	100.0	complete	1	1	Pseudomonadota
s__Azonexus_sp903951825--GB_GCA_903951825.1	7	freshwater	1	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Azorhizobium_caulinodans--RS_GCF_000010525.1	4	human_associated	2	low	0.0	50.0	complete	1	1	Pseudomonadota
s__Azospira_A_danicus--GB_GCA_016710885.1	2	wastewater_engineered	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azospira_inquinata--RS_GCF_018905915.1	2	freshwater	1	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Azospira_oryzae--RS_GCF_004217225.1	9	other_unknown	6	unknown	11.11111111111111	22.22222222222222	complete	1	1	Pseudomonadota
s__Azospirillum_agricola--RS_GCF_017876095.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_baldaniorum--RS_GCF_003119195.2	10	other_unknown	2	unknown	50.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_brasilense--RS_GCF_001315015.1	18	other_unknown	3	unknown	38.88888888888889	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_brasilense_B--RS_GCF_003349955.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_brasilense_C--RS_GCF_007827815.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_doebereinerae--RS_GCF_003989665.1	2	soil	2	high	50.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_lipoferum--RS_GCF_024170005.1	2	soil	2	high	50.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_melinis--RS_GCF_013340935.1	4	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_oleiclasticum--RS_GCF_013423485.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_oryzae--RS_GCF_008364795.1	3	soil	2	high	66.66666666666666	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_ramasamyi--RS_GCF_003233655.1	2	animal_associated	2	low	0.0	50.0	complete	1	1	Pseudomonadota
s__Azospirillum_sp003115975--RS_GCF_004923295.1	2	other_unknown	2	unknown	50.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_sp003116065--RS_GCF_004923315.1	5	other_unknown	2	unknown	20.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_sp003119115--RS_GCF_003119115.1	3	other_unknown	2	unknown	33.33333333333333	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_sp008364825--RS_GCF_008364825.1	2	other_unknown	2	unknown	50.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_tabaci--RS_GCF_014596085.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Azospirillum_thiophilum--RS_GCF_001305595.1	2	freshwater	1	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Azotobacter_beijerinckii--RS_GCF_900110885.1	5	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azotobacter_chroococcum--RS_GCF_004339665.1	10	soil	2	high	90.0	0.0	complete	1	1	Pseudomonadota
s__Azotobacter_vinelandii--RS_GCF_000380335.1	5	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Azovibrio_restrictus--RS_GCF_000429665.1	5	animal_associated	3	low	20.0	60.0	complete	1	1	Pseudomonadota
s__Azovibrio_sp002340095--GB_GCA_002340095.1	2	freshwater	2	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__B-DKE_sp002204705--GB_GCA_016806715.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Thermoplasmatota
s__B-DKE_sp021792655--GB_GCA_021792655.1	5	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Thermoplasmatota
s__B-DKE_sp021793945--GB_GCA_021793945.1	3	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Thermoplasmatota
s__B-DKE_sp023484805--GB_GCA_023484805.1	2	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Thermoplasmatota
s__B1-Br10-U2g19_sp001563875--GB_GCA_001563875.1	2	freshwater	1	moderate	0.0	0.0	absent	0	0	Nanohaloarchaeota
s__B1-Br10-U2g19_sp001563905--GB_GCA_001563905.1	3	freshwater	2	moderate	0.0	0.0	absent	0	0	Nanohaloarchaeota
s__B1-Br10-U2g21_sp001564145--GB_GCA_001564145.1	3	freshwater	2	moderate	0.0	0.0	absent	0	0	Nanohaloarchaeota
s__B10-G16_sp003649185--GB_GCA_003649185.1	5	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B10-G9_sp018335275--GB_GCA_018335275.1	2	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Chloroflexota
s__B109-G9_sp003661505--GB_GCA_011043415.1	3	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B111-G9_sp003646865--GB_GCA_019307815.1	6	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B111-G9_sp011042035--GB_GCA_011042035.1	3	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B118-G9_sp003645845--GB_GCA_003645845.1	2	marine	1	low	0.0	100.0	absent	0	0	Marinisomatota
s__B118-G9_sp018824205--GB_GCA_018824205.1	4	other_unknown	1	unknown	0.0	0.0	absent	0	0	Marinisomatota
s__B12-G15_sp003646055--GB_GCA_003646055.1	2	marine	1	low	0.0	100.0	absent	0	0	WOR-3
s__B12-G16_sp003650925--GB_GCA_003650925.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B13-G4_sp013792055--GB_GCA_013792055.1	11	other_unknown	2	unknown	0.0	0.0	absent	0	0	Desulfobacterota
s__B13-G4_sp018897415--GB_GCA_018897415.1	3	other_unknown	2	unknown	0.0	0.0	absent	0	0	Desulfobacterota
s__B137-G9_sp021734245--GB_GCA_021734245.1	4	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Cloacimonadota
s__B14-G17_sp003649515--GB_GCA_003649515.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B14-G1_sp003648675--GB_GCA_003648675.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermosulfidibacterota
s__B14-G2_sp003661385--GB_GCA_003661385.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B14-G9_sp003643935--GB_GCA_003643935.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B14-G9_sp015486075--GB_GCA_015486075.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B15-G2_sp003650815--GB_GCA_003650815.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B17-G15_sp003649495--GB_GCA_003649495.1	3	marine	1	low	0.0	100.0	absent	0	0	Thermoproteota
s__B17-G16_sp003646975--GB_GCA_019307945.1	7	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B1SED10-159_sp003551965--GB_GCA_003551965.1	2	freshwater	1	moderate	0.0	0.0	absent	0	0	Bacillota_G
s__B1SED10-16_sp007127175--GB_GCA_007127175.1	3	freshwater	1	moderate	0.0	0.0	complete	1	1	Desulfobacterota
s__B1SED10-174_sp003551905--GB_GCA_003551905.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_F
s__B1SED10-225_sp003551405--GB_GCA_003551405.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota
s__B1SED10-225_sp007135105--GB_GCA_007135105.1	3	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota
s__B1SED10-74M_sp003552365--GB_GCA_003552365.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1SED10-74M_sp003553895--GB_GCA_003553895.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1SED10-74M_sp003567725--GB_GCA_003567725.1	4	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1SED10-74M_sp007121075--GB_GCA_007121075.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1SED10-74M_sp007128625--GB_GCA_007128625.1	4	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1SED10-74M_sp007130825--GB_GCA_007130825.1	3	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1SED10-75_sp003550565--GB_GCA_003550565.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota_D
s__B1Sed10-166_sp003556605--GB_GCA_003556605.1	4	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Spirochaetota
s__B1Sed10-166_sp007126415--GB_GCA_007126415.1	4	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Spirochaetota
s__B1_sp021740845--GB_GCA_021740845.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Bacteroidota
s__B1_sp903927505--GB_GCA_903927505.1	3	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Bacteroidota
s__B23-G16_sp003647435--GB_GCA_003647435.1	4	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B24-2_sp002490245--GB_GCA_002490245.1	3	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B24_sp001593865--GB_GCA_001593865.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B25-G16_sp003646935--GB_GCA_003646935.1	4	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B25_sp003662515--GB_GCA_003662515.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B26-1_sp001593925--GB_GCA_001593925.1	3	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B26-G2_sp003647715--GB_GCA_003647715.1	3	marine	1	low	0.0	100.0	absent	0	0	RBG-13-66-14
s__B29-G16_sp003644895--GB_GCA_003644895.1	2	marine	1	low	0.0	100.0	absent	0	0	WOR-3
s__B29-G17_sp003649145--GB_GCA_003649145.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B29-G17_sp003650625--GB_GCA_003650625.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B3-G13_sp003641555--GB_GCA_003641555.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermotogota
s__B3-G16_sp003649665--GB_GCA_003649665.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermoproteota
s__B3-TA06_sp004375895--GB_GCA_004375895.1	2	marine	1	low	0.0	100.0	absent	0	0	WOR-3
s__B30-G15_sp003648085--GB_GCA_003648085.1	2	marine	2	low	0.0	50.0	precursors_only	0	0	Chloroflexota
s__B33-G15_sp003660925--GB_GCA_003660925.1	2	marine	1	low	0.0	100.0	absent	0	0	Nanoarchaeota
s__B33-G16_sp003646875--GB_GCA_003646875.1	6	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B33-G16_sp019310725--GB_GCA_019310725.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Desulfobacterota
s__B33-G16_sp020348625--GB_GCA_020348625.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Desulfobacterota
s__B3T1B10_sp022562295--GB_GCA_022562295.1	2	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Gemmatimonadota
s__B3T1B10_sp022566515--GB_GCA_022566515.1	4	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Gemmatimonadota
s__B4-G1_sp003648025--GB_GCA_011192155.1	3	marine	2	low	0.0	66.66666666666666	precursors_only	0	0	Chloroflexota
s__B47-G16_sp003648815--GB_GCA_003648815.1	2	marine	1	low	0.0	100.0	absent	0	0	Aerophobota
