gtdb_species_clade_id	n_genomes_with_emb	total_emb_variance	mean_emb_variance	phb_status	has_phaC	has_complete_pathway	gtdb_phylum	PHB status	genome_size_Mbp	mean_protein_count
s__Cronobacter_sakazakii--RS_GCF_000982825.1	46	0.6173854978331463	0.009646648403642911	precursors_only	0	0	Pseudomonadota	phaC-	4.487986048997773	4175.919821826281
s__Cryobacterium_levicorallinum--RS_GCF_004402405.1	6	0.11539855396348642	0.0018031024056794753	precursors_only	0	0	Actinomycetota	phaC-	3.786917777777778	3579.0
s__Cryobacterium_sp002929845--RS_GCF_002929845.1	12	0.06556736020652637	0.0010244900032269745	precursors_only	0	0	Actinomycetota	phaC-	3.4153093333333335	3217.9333333333334
s__Cryobacterium_sp004402235--RS_GCF_004402235.1	7	0.0	0.0	precursors_only	0	0	Actinomycetota	phaC-	4.032233428571429	3749.0
s__Cryobacterium_sp004402595--RS_GCF_004402595.1	6	0.0	0.0	precursors_only	0	0	Actinomycetota	phaC-	3.5358876666666665	3314.5
s__Cryobacterium_zongtaii--RS_GCF_002909375.1	8	0.054093072170384254	0.000845204252662254	precursors_only	0	0	Actinomycetota	phaC-	3.959126909090909	3742.7272727272725
s__Cryosericum_hinesii--RS_GCF_003570985.1	6	0.00015118119557257876	2.362206180821543e-06	precursors_only	0	0	Caldisericota	phaC-	1.8892826666666667	1825.1666666666667
s__Cryptobacteroides_sp000431015--GB_GCA_000431015.1	17	0.5242634033631475	0.00819161567754918	precursors_only	0	0	Bacteroidota	phaC-	2.56958888	2094.88
s__Cryptobacteroides_sp000432515--GB_GCA_000432515.1	17	0.3100197167901141	0.004844058074845533	precursors_only	0	0	Bacteroidota	phaC-	2.8830652608695653	2347.6521739130435
s__Cryptobacteroides_sp000432655--GB_GCA_000432655.1	11	0.5733184210055701	0.008958100328212032	absent	0	0	Bacteroidota	phaC-	1.7007503333333334	1534.375
s__Cryptobacteroides_sp000433355--GB_GCA_000433355.1	45	0.35094960402632264	0.005483587562911291	precursors_only	0	0	Bacteroidota	phaC-	3.2762284727272726	2618.3454545454547
s__Cryptobacteroides_sp000434935--GB_GCA_000434935.1	9	0.4876405048879259	0.007619382888873842	precursors_only	0	0	Bacteroidota	phaC-	2.7422881875	2238.125
s__Cryptobacteroides_sp000435075--GB_GCA_000435075.1	10	0.3674723396641063	0.005741755307251661	precursors_only	0	0	Bacteroidota	phaC-	2.762488466666667	2249.5333333333333
s__Cryptobacteroides_sp004552115--GB_GCA_004552115.1	5	0.17535763179342786	0.0027399629967723104	precursors_only	0	0	Bacteroidota	phaC-	2.0332055	1762.3
s__Cryptobacteroides_sp004552965--GB_GCA_004552965.1	6	0.4308576754573508	0.0067321511790211066	precursors_only	0	0	Bacteroidota	phaC-	1.9958048666666668	1686.3333333333333
s__Cryptobacteroides_sp004554455--GB_GCA_004554455.1	8	0.3632807024213638	0.005676260975333809	precursors_only	0	0	Bacteroidota	phaC-	1.9097295789473683	1635.9473684210527
s__Cryptobacteroides_sp900544195--GB_GCA_900544195.1	5	0.16051716452837447	0.002508080695755851	precursors_only	0	0	Bacteroidota	phaC-	3.0003062999999996	2365.7
s__Cryptobacteroides_sp900546925--GB_GCA_900546925.1	8	0.7215332820132843	0.011273957531457567	precursors_only	0	0	Bacteroidota	phaC-	2.171141777777778	1882.6666666666667
s__Cuniculiplasma_divulgatum--RS_GCF_900083515.1	6	0.8354148513490947	0.013053357052329604	precursors_only	0	0	Thermoplasmatota	phaC-	1.6169986956521738	1667.8695652173913
s__Cupriavidus_sp018729255--RS_GCF_018729255.1	6	0.0	0.0	complete	1	1	Pseudomonadota	phaC+	6.215581714285714	6032.857142857143
s__Curtobacterium_flaccumfaciens--RS_GCF_013359815.1	56	0.6903654462675644	0.010786960097930693	precursors_only	0	0	Actinomycetota	phaC-	3.7819976951219516	3578.987804878049
s__Curtobacterium_flaccumfaciens_A--RS_GCF_000349565.1	8	0.6726991641440966	0.010510924439751509	precursors_only	0	0	Actinomycetota	phaC-	3.700403846153846	3505.230769230769
s__Curtobacterium_sp003224335--RS_GCF_003224335.1	8	0.39336789529174576	0.0061463733639335275	precursors_only	0	0	Actinomycetota	phaC-	3.301885125	3100.125
s__Curtobacterium_sp003234085--RS_GCF_003234085.1	6	0.11440845323780884	0.001787632081840763	precursors_only	0	0	Actinomycetota	phaC-	3.52524	3337.8333333333335
s__Curtobacterium_sp003234565--RS_GCF_003234565.1	8	0.0	0.0	precursors_only	0	0	Actinomycetota	phaC-	3.509070625	3295.875
s__Cutibacterium_acnes--RS_GCF_003030305.1	133	0.36261661823657615	0.005665884659946502	absent	0	0	Actinomycetota	phaC-	2.5068804986149584	2353.163434903047
s__Cutibacterium_avidum--RS_GCF_000227295.1	25	0.5522412466580905	0.008628769479032664	absent	0	0	Actinomycetota	phaC-	2.5865667708333335	2379.3333333333335
s__D2472_sp002358345--GB_GCA_002358345.1	11	0.0	0.0	precursors_only	0	0	Pseudomonadota	phaC-	1.2900155	1396.0
s__DMER64_sp002070565--GB_GCA_002070565.1	9	0.6073865212642198	0.009490414394753434	precursors_only	0	0	Bacteroidota	phaC-	2.071095333333333	1977.0
s__DMER64_sp002071385--GB_GCA_002071385.1	8	0.7312124160185477	0.011425194000289808	precursors_only	0	0	Bacteroidota	phaC-	2.1035534	1926.8
s__DP-1_sp020027655--GB_GCA_020027655.1	6	0.0867869286257465	0.001356045759777289	precursors_only	0	0	Desulfobacterota_B	phaC-	5.138982	5668.833333333333
s__DTU064_sp021202555--GB_GCA_021202555.1	9	0.4051939256599118	0.006331155088436122	absent	0	0	Bacillota_A	phaC-	1.9473582222222223	1749.5555555555557
s__DYMG01_sp020721655--GB_GCA_020721655.1	5	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-	2.6918894	2349.4
s__DYMH01_sp020721645--GB_GCA_020721645.1	5	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-	3.3818904	2901.4
s__Dehalococcoides_mccartyi--RS_GCF_000011905.1	8	0.6456682822161657	0.010088566909627589	absent	0	0	Chloroflexota	phaC-	1.4034749166666667	1470.4166666666667
s__Dehalococcoides_mccartyi_B--RS_GCF_000830885.1	10	0.2986867273756295	0.004666980115244211	absent	0	0	Chloroflexota	phaC-	1.3980559090909093	1466.1363636363637
s__Dermacoccus_nishinomiyaensis--RS_GCF_900447535.1	8	0.6273868114834793	0.009802918929429364	complete	1	1	Actinomycetota	phaC+	2.9794728636363637	2780.409090909091
s__Dermatophilus_congolensis--RS_GCF_900187045.1	31	0.0	0.0	absent	0	0	Actinomycetota	phaC-	2.667920242424242	2457.2727272727275
s__Dermatophilus_congolensis_A--RS_GCF_900447215.1	9	0.0	0.0	absent	0	0	Actinomycetota	phaC-	2.6296923999999997	2483.6
s__Desulfitobacterium_hafniense--RS_GCF_000021925.1	7	0.5598127859133049	0.008747074779895388	precursors_only	0	0	Bacillota_B	phaC-	5.137430357142858	4929.357142857143
s__Desulfobacillus_denitrificans--GB_GCA_017347485.1	7	0.49198422190753444	0.0076872534673052256	complete	1	1	Pseudomonadota	phaC+	2.915013625	3048.375
s__Desulfobacillus_sp002840845--GB_GCA_002840845.1	5	0.24790111416037336	0.0038734549087558337	complete	1	1	Pseudomonadota	phaC+	3.1793174285714287	3193.714285714286
s__Desulfobacula_sp018645325--GB_GCA_018645325.1	13	0.0002955988062293152	4.61873134733305e-06	precursors_only	0	0	Desulfobacterota	phaC-	4.914962769230769	4619.615384615385
s__Desulfolinea_sp018645405--GB_GCA_018645405.1	10	0.0003842784480981098	6.004350751532965e-06	precursors_only	0	0	Chloroflexota	phaC-	3.9293033	3745.0
s__Desulfomicrobium_sp018902545--GB_GCA_018902545.1	6	0.39001171699273085	0.0060939330780114195	absent	0	0	Desulfobacterota	phaC-	3.8428875	3438.5
s__Desulfovibrio_desulfuricans--RS_GCF_000420465.1	5	0.4031242223471708	0.006298815974174544	accessory_only	0	0	Desulfobacterota	phaC-	3.46366385	3099.6
s__Desulfovibrio_fairfieldensis--RS_GCF_001553605.1	7	0.5918707375409386	0.009247980274077165	accessory_only	0	0	Desulfobacterota	phaC-	3.4176620769230768	2932.3846153846152
s__Desulfovibrio_legallii--RS_GCF_004309735.1	6	0.35402670170420714	0.0055316672141282365	accessory_only	0	0	Desulfobacterota	phaC-	2.3767546	2128.6
s__Desulfovibrio_porci--RS_GCF_009696265.1	7	0.6034062338251678	0.009428222403518247	accessory_only	0	0	Desulfobacterota	phaC-	3.153929875	2817.875
s__Desulfovibrio_sp900556755--RS_GCF_012843875.1	9	0.560358675561933	0.008755604305655203	precursors_only	0	0	Desulfobacterota	phaC-	2.49088065	2159.85
s__Dialister_invisus--RS_GCF_000160055.1	14	0.557484507410433	0.008710695428288015	synthase_only	1	0	Bacillota_C	phaC+	1.651157935483871	1639.0
s__Dialister_sp000434475--GB_GCA_000434475.1	25	0.5439606847599262	0.008499385699373847	precursors_only	0	0	Bacillota_C	phaC-	2.11578665625	1848.8125
s__Dialister_sp022722495--GB_GCA_022722495.1	16	0.027807118961672917	0.00043448623377613933	precursors_only	0	0	Bacillota_C	phaC-	2.500592	2267.75
s__Diaphorobacter_nitroreducens--GB_GCA_003755025.1	11	0.27225391937864896	0.00425396749029139	complete	1	1	Pseudomonadota	phaC+	3.542366875	3427.6666666666665
s__Dickeya_fangzhongdai--RS_GCF_002812485.1	5	0.8258229330684419	0.012903483329194405	absent	0	0	Pseudomonadota	phaC-	5.026708058823529	4321.764705882353
s__Dickeya_oryzae--RS_GCF_009372235.1	8	0.659438192867882	0.010303721763560656	precursors_only	0	0	Pseudomonadota	phaC-	4.667847357142858	4125.785714285715
s__Dickeya_zeae--RS_GCF_000406165.1	5	0.8436307821209609	0.013181730970640014	precursors_only	0	0	Pseudomonadota	phaC-	4.726856375	4188.3125
s__Dolichospermum_flosaquae--RS_GCF_014698755.1	5	0.5919456602420842	0.009249150941282565	synthase_only	1	0	Cyanobacteriota	phaC+	4.4642873684210524	4170.9473684210525
s__Dolichospermum_sp000312705--RS_GCF_012516395.1	11	0.35038014825420694	0.005474689816471983	accessory_only	0	0	Cyanobacteriota	phaC-	5.139404857142857	4789.761904761905
s__Dorea_A_longicatena--GB_GCA_025150085.1	13	0.39085387931638316	0.006107091864318487	precursors_only	0	0	Bacillota_A	phaC-	2.946888298245614	2819.2105263157896
s__Dorea_A_longicatena_B--RS_GCF_024168045.1	6	0.5404798447222989	0.00844499757378592	precursors_only	0	0	Bacillota_A	phaC-	2.9570313333333336	2825.5454545454545
s__Duncaniella_muris--RS_GCF_003024805.1	6	0.680678800810982	0.010635606262671593	absent	0	0	Bacteroidota	phaC-	2.987205388888889	2601.8333333333335
s__Duncaniella_sp014802325--GB_GCA_014802325.1	5	0.0	0.0	absent	0	0	Bacteroidota	phaC-	2.2948654	1921.4
s__Duodenibacillus_massiliensis--RS_GCF_900128485.1	6	0.7455932118690991	0.011649893935454673	absent	0	0	Pseudomonadota	phaC-	2.0410141333333334	1918.0
s__Dysgonomonas_sp900079735--RS_GCF_004569505.1	6	0.6261090550220486	0.00978295398471951	precursors_only	0	0	Bacteroidota	phaC-	4.051641909090909	3518.7272727272725
s__Dysosmobacter_sp001916835--RS_GCF_014297285.1	13	0.6059182539888115	0.00946747271857518	precursors_only	0	0	Bacillota_A	phaC-	2.0431343777777777	2041.888888888889
s__Dysosmobacter_sp009774015--GB_GCA_910574635.1	8	0.4061758003500202	0.006346496880469066	precursors_only	0	0	Bacillota_A	phaC-	2.8595333	2965.6
s__Dysosmobacter_welbionis--RS_GCF_005121165.3	5	0.6060649256293582	0.009469764462958722	precursors_only	0	0	Bacillota_A	phaC-	2.5599637586206896	2585.448275862069
s__ECH-B-1_sp003019535--GB_GCA_003019535.1	6	0.06380523585075482	0.000996956810168044	precursors_only	0	0	Thermoproteota	phaC-	2.1327005	2382.8333333333335
s__ELB16-189_sp020402945--GB_GCA_020402945.1	5	0.02006995581009876	0.0003135930595327931	precursors_only	0	0	Bacteroidota	phaC-	4.4844517999999995	4390.4
s__ELB16-189_sp020403045--GB_GCA_020403045.1	14	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-	3.8430915	3715.5714285714284
s__ER4_sp000765235--RS_GCF_000765235.1	22	0.46955618937094845	0.0073368154589210696	precursors_only	0	0	Bacillota_A	phaC-	2.162345338461538	2162.123076923077
s__ER4_sp003522105--GB_GCA_003522105.1	5	0.4552626188692149	0.007113478419831482	precursors_only	0	0	Bacillota_A	phaC-	1.8335229285714287	1824.5
s__ER4_sp900317525--RS_GCF_018918025.1	22	0.6215547904942396	0.009711793601472493	precursors_only	0	0	Bacillota_A	phaC-	1.7012401538461537	1723.1923076923076
s__Egerieousia_sp004561775--GB_GCA_004561775.1	5	0.6978279600714054	0.010903561876115709	precursors_only	0	0	Bacteroidota	phaC-	1.5362589375	1414.75
s__Eggerthella_lenta--RS_GCF_000024265.1	16	0.23056425218513452	0.003602566440392727	accessory_only	0	0	Actinomycetota	phaC-	3.439708234693877	2991.387755102041
s__Eisenbergiella_porci--RS_GCF_009696275.1	5	0.5497272045496469	0.008589487571088232	precursors_only	0	0	Bacillota_A	phaC-	6.252685642857143	5644.642857142857
s__Eisenbergiella_sp900066775--GB_GCA_003481005.1	6	0.7222597439912213	0.011285308499862833	precursors_only	0	0	Bacillota_A	phaC-	2.905014	2625.8636363636365
s__Elarobacter_winogradskyi--GB_GCA_003168375.1	12	0.0014360518501870074	2.243831015917199e-05	complete	1	1	Eremiobacterota	phaC+	4.421737166666667	4350.916666666667
s__Electrothrix_sp022766165--GB_GCA_022766165.1	9	0.26894537662276174	0.004202271509730652	absent	0	0	Desulfobacterota	phaC-	3.336925222222222	3432.777777777778
s__Elizabethkingia_anophelis--RS_GCF_002023665.2	38	0.3350302684922826	0.005234847945191916	precursors_only	0	0	Bacteroidota	phaC-	4.074562081481481	3763.051851851852
s__Elizabethkingia_miricola--RS_GCF_001675285.1	7	0.7880058371625567	0.012312591205664948	precursors_only	0	0	Bacteroidota	phaC-	4.257729	3998.074074074074
s__Ellagibacter_isourolithinifaciens--RS_GCF_008831035.1	9	0.5840351370037552	0.009125549015683675	absent	0	0	Actinomycetota	phaC-	2.151698	1949.7333333333333
s__Emergencia_sp009936045--RS_GCF_009936045.1	7	0.5045397233742877	0.007883433177723245	precursors_only	0	0	Bacillota_A	phaC-	3.094495125	2964.75
s__Ensifer_adhaerens--RS_GCF_000697965.2	16	0.5290010717177134	0.008265641745589272	complete	1	1	Pseudomonadota	phaC+	7.474770538461538	7066.51282051282
s__Ensifer_adhaerens_A--RS_GCF_017488845.2	8	0.2816471164749663	0.004400736194921349	complete	1	1	Pseudomonadota	phaC+	7.810749923076923	7487.538461538462
s__Enterenecus_sp910588495--GB_GCA_910588495.1	5	0.0	0.0	precursors_only	0	0	Bacillota_A	phaC-	2.1441218333333336	2133.0
s__Enterobacter_asburiae--RS_GCF_001521715.1	5	0.7918167463785181	0.012372136662164345	precursors_only	0	0	Pseudomonadota	phaC-	4.768387875	4521.84375
s__Enterobacter_asburiae_B--RS_GCF_007035645.1	27	0.568465614049978	0.008882275219530906	precursors_only	0	0	Pseudomonadota	phaC-	4.894771637931035	4628.379310344828
s__Enterobacter_bugandensis--RS_GCF_900324475.1	77	0.449902104655876	0.007029720385248062	precursors_only	0	0	Pseudomonadota	phaC-	4.762433897849462	4438.0
s__Enterobacter_chengduensis--RS_GCF_001984825.2	13	0.4617866920619559	0.007215417063468061	complete	1	1	Pseudomonadota	phaC+	5.0701686666666665	4799.424242424242
s__Enterobacter_cloacae--RS_GCF_000025565.1	104	0.6606236352045167	0.010322244300070574	precursors_only	0	0	Pseudomonadota	phaC-	5.082183560185186	4791.810185185185
s__Enterobacter_cloacae_I--RS_GCF_023023105.1	10	0.46484418100078617	0.007263190328137284	precursors_only	0	0	Pseudomonadota	phaC-	5.01589165	4851.3
s__Enterobacter_cloacae_M--RS_GCF_002208095.1	55	0.5787984516907028	0.00904372580766723	precursors_only	0	0	Pseudomonadota	phaC-	4.98653675735294	4784.948529411765
s__Enterobacter_hormaechei--RS_GCF_001875655.1	17	0.6190867875633538	0.009673231055677403	precursors_only	0	0	Pseudomonadota	phaC-	4.87755388095238	4631.023809523809
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1	812	0.6764782068945148	0.010569971982726793	complete	1	1	Pseudomonadota	phaC+	4.98799649898084	4744.9253974724825
s__Enterobacter_kobei--RS_GCF_001729765.1	131	0.5821369674804926	0.009095890116882697	precursors_only	0	0	Pseudomonadota	phaC-	4.960655444444444	4704.408730158731
s__Enterobacter_ludwigii--RS_GCF_001750725.1	21	0.643437300429892	0.010053707819217063	precursors_only	0	0	Pseudomonadota	phaC-	4.935970495412844	4691.0
s__Enterobacter_mori--RS_GCF_000211415.1	8	0.5965591149195826	0.009321236170618478	precursors_only	0	0	Pseudomonadota	phaC-	4.996847472222222	4670.361111111111
s__Enterobacter_roggenkampii--RS_GCF_001729805.1	140	0.5140503705105148	0.008032037039226794	precursors_only	0	0	Pseudomonadota	phaC-	4.95120116207951	4653.146788990825
s__Enterocloster_aldenensis--RS_GCF_003434055.1	7	0.3811088344620947	0.00595482553847023	precursors_only	0	0	Bacillota_A	phaC-	5.736113235294118	5319.294117647059
s__Enterocloster_bolteae--RS_GCF_002234575.2	8	0.5739663323369272	0.008968223942764487	precursors_only	0	0	Bacillota_A	phaC-	6.1769845	5669.717391304348
s__Enterococcus_A_avium--RS_GCF_000406965.1	7	0.3427192968335745	0.0053549890130246015	complete	1	1	Bacillota	phaC+	4.328671787234042	4317.595744680851
s__Enterococcus_B_durans--RS_GCF_001544215.1	74	0.16507403289403577	0.002579281763969309	precursors_only	0	0	Bacillota	phaC-	3.0320843356643357	2883.986013986014
s__Enterococcus_B_faecium--RS_GCF_001544255.1	803	0.6437303478643578	0.01005828668538059	precursors_only	0	0	Bacillota	phaC-	2.9073813742597707	2849.8764311093564
s__Enterococcus_B_hirae--RS_GCF_000271405.2	127	0.45900896929709467	0.007172015145267104	precursors_only	0	0	Bacillota	phaC-	2.874145152838428	2634.157205240175
s__Enterococcus_B_lactis--RS_GCF_015751045.1	50	0.6807322389023722	0.010636441232849566	precursors_only	0	0	Bacillota	phaC-	2.79482195148248	2712.4070080862534
s__Enterococcus_B_mundtii--RS_GCF_002813755.1	14	0.1433814872113512	0.0022403357376773623	precursors_only	0	0	Bacillota	phaC-	3.39584164	3120.88
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1	20	0.7041108006642649	0.011001731260379139	complete	1	1	Bacillota	phaC+	3.4990422771084337	3336.7710843373493
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1	29	0.7207837445700329	0.011262246008906764	precursors_only	0	0	Bacillota	phaC-	3.3733795894736844	3236.305263157895
s__Enterococcus_D_innesii--GB_GCA_018982785.1	9	0.6834907471108962	0.010679542923607753	precursors_only	0	0	Bacillota	phaC-	3.6528548085106385	3482.404255319149
s__Enterococcus_faecalis--RS_GCF_000392875.1	387	0.6656227203485616	0.010400355005446275	precursors_only	0	0	Bacillota	phaC-	2.979293336	2858.654666666667
s__Epibacterium_mobile--RS_GCF_001681715.1	6	0.45996763233328253	0.0071869942552075395	complete	1	1	Pseudomonadota	phaC+	4.7538539473684205	4568.9473684210525
s__Erwinia_amylovora--RS_GCF_017161565.1	11	0.6224733159249206	0.009726145561326885	precursors_only	0	0	Pseudomonadota	phaC-	3.8265295324675326	3490.2943722943724
s__Erysipelothrix_rhusiopathiae--RS_GCF_900637845.1	10	0.666238009511166	0.010409968898611968	precursors_only	0	0	Bacillota	phaC-	1.792036875	1719.0
s__Erythrobacter_donghaensis_B--RS_GCF_001557325.1	7	0.0	0.0	complete	1	1	Pseudomonadota	phaC+	3.9151515714285714	3948.4285714285716
s__Escherichia_albertii--RS_GCF_000759775.1	8	0.652592847140663	0.01019676323657286	precursors_only	0	0	Pseudomonadota	phaC-	4.831168067484663	4627.576687116564
s__Escherichia_fergusonii--RS_GCF_000026225.1	10	0.4935826137248204	0.007712228339450318	precursors_only	0	0	Pseudomonadota	phaC-	4.792164602941177	4549.632352941177
s__Escherichia_marmotae--RS_GCF_002900365.1	29	0.7285160449315375	0.011383063202055274	precursors_only	0	0	Pseudomonadota	phaC-	4.7152912	4468.09
s__Escherichia_ruysiae--GB_GCA_021307345.1	12	0.6343915075622408	0.009912367305660013	precursors_only	0	0	Pseudomonadota	phaC-	4.533053942307692	4262.2307692307695
s__Escherichia_sp005843885--RS_GCF_005843885.1	34	0.06759846887593005	0.001056226076186407	precursors_only	0	0	Pseudomonadota	phaC-	4.914207599999999	4728.457142857143
s__Eubacterium_B_sulci--GB_GCA_001189495.1	30	0.0	0.0	precursors_only	0	0	Bacillota_A	phaC-	1.587441257142857	1542.8857142857144
s__Eubacterium_F_sp003491505--RS_GCF_003477605.1	11	0.5152399266895509	0.008050623854524232	precursors_only	0	0	Bacillota_A	phaC-	2.7085930512820515	2559.5641025641025
s__Eubacterium_F_sp910574015--GB_GCA_910574015.1	5	0.19266247854630397	0.0030103512272859996	precursors_only	0	0	Bacillota_A	phaC-	3.5077566	3273.2
s__Eubacterium_F_sp910575665--GB_GCA_910575665.1	9	0.24082809818287998	0.0037629390341074997	precursors_only	0	0	Bacillota_A	phaC-	3.715172	3531.2727272727275
s__Eubacterium_G_ventriosum--GB_GCA_025150745.1	5	0.5438399490912923	0.008497499204551442	precursors_only	0	0	Bacillota_A	phaC-	2.7338306	2505.2
s__Eubacterium_I_ramulus--RS_GCF_000469345.1	5	0.2688735034808487	0.004201148491888261	precursors_only	0	0	Bacillota_A	phaC-	3.003703933333333	2706.866666666667
s__Eubacterium_R_coprostanoligenes--RS_GCF_900167205.1	5	0.11690508786228523	0.0018266419978482068	absent	0	0	Bacillota_A	phaC-	1.7980789	1669.1
s__Eubacterium_R_sp000433975--GB_GCA_022009795.1	8	0.5450898408428763	0.008517028763169942	precursors_only	0	0	Bacillota_A	phaC-	1.83516725	1757.25
s__Eubacterium_R_sp000434995--GB_GCA_000434995.1	7	0.3800954457359419	0.005938991339624092	absent	0	0	Bacillota_A	phaC-	1.740399	1631.923076923077
s__Eubacterium_R_sp000436835--GB_GCA_000436835.1	11	0.46372278757454455	0.0072456685558522586	precursors_only	0	0	Bacillota_A	phaC-	1.8444873243243243	1729.1891891891892
s__Eubacterium_R_sp900542875--GB_GCA_900542875.1	5	0.7432581255262332	0.011613408211347393	absent	0	0	Bacillota_A	phaC-	1.8616857857142857	1772.0714285714287
s__Eubacterium_T_sp900766045--GB_GCA_900766045.1	11	0.01426245617928737	0.00022285087780136515	precursors_only	0	0	Bacillota_A	phaC-	2.219025769230769	1909.7692307692307
s__Evtepia_sp004556345--GB_GCA_004556345.1	5	0.7821890800196363	0.012221704375306817	precursors_only	0	0	Bacillota_A	phaC-	2.082938230769231	1973.3076923076924
s__Ewingella_americana--RS_GCF_000735345.1	8	0.3489562682870336	0.0054524416919849	precursors_only	0	0	Pseudomonadota	phaC-	4.885583727272728	4547.909090909091
s__Exiguobacterium_aurantiacum_A--RS_GCF_001766415.1	14	0.08793793379733394	0.0013740302155833429	accessory_only	0	0	Bacillota	phaC-	2.9191762941176473	3013.0588235294117
s__F1-20-MAGs160_sp009700115--GB_GCA_009700115.1	10	0.0	0.0	precursors_only	0	0	Actinomycetota	phaC-	2.0171319	2134.8
s__F1-20-MAGs160_sp009703275--GB_GCA_009703275.1	5	0.18086134372390353	0.0028259584956859926	precursors_only	0	0	Actinomycetota	phaC-	1.9193031999999999	2037.8
s__F1-60-MAGs104_sp005792145--GB_GCA_005792145.1	5	0.0	0.0	precursors_only	0	0	Planctomycetota	phaC-	2.4606386000000002	2208.2
s__F23-B02_sp000431075--GB_GCA_000431075.1	5	0.44942513913647364	0.007022267799007401	absent	0	0	Bacillota_A	phaC-	1.5442092142857142	1532.7857142857142
s__F23-B02_sp004556755--GB_GCA_004556755.1	7	0.5679220886340395	0.008873782634906867	absent	0	0	Bacillota_A	phaC-	1.6140302352941176	1586.8235294117646
s__F23-B02_sp900545805--GB_GCA_900545805.1	5	0.0072311664403273464	0.00011298697563011479	precursors_only	0	0	Bacillota_A	phaC-	1.7328315454545453	1667.1818181818182
s__FEN-1191_sp020029535--GB_GCA_020029535.1	5	0.0	0.0	precursors_only	0	0	Pseudomonadota	phaC-	2.779136	2808.6
s__Fabibacter_pacificus--RS_GCF_900111145.1	5	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-	4.6993727142857145	4061.285714285714
s__Faecalibacillus_intestinalis--RS_GCF_003024685.1	6	0.6526053821652584	0.010196959096332163	absent	0	0	Bacillota	phaC-	2.8119925846153846	2952.3076923076924
s__Faecalibacterium_duncaniae--RS_GCF_010509575.1	21	0.5947809515183573	0.009293452367474333	precursors_only	0	0	Bacillota_A	phaC-	2.704577709677419	2535.7903225806454
s__Faecalibacterium_longum--RS_GCF_020687245.1	47	0.3958958673255649	0.006185872926961952	precursors_only	0	0	Bacillota_A	phaC-	2.7498099444444444	2677.9583333333335
s__Faecalibacterium_prausnitzii--RS_GCF_003324185.1	35	0.4326179865161112	0.006759656039314238	precursors_only	0	0	Bacillota_A	phaC-	2.9422130657894736	2798.4868421052633
s__Faecalibacterium_prausnitzii_D--RS_GCF_023347255.1	22	0.5059475622500433	0.007905430660156927	precursors_only	0	0	Bacillota_A	phaC-	2.4996721	2385.04
s__Faecalibacterium_prausnitzii_E--RS_GCF_019967995.1	10	0.6550730038183037	0.010235515684660995	precursors_only	0	0	Bacillota_A	phaC-	2.69109725	2503.625
s__Faecalimonas_phoceensis--RS_GCF_900104635.1	13	0.48616505192648296	0.007596328936351296	synthase_only	1	0	Bacillota_A	phaC+	2.8784350967741936	2763.8064516129034
s__Faecalimonas_umbilicata--RS_GCF_004346095.1	6	0.3420571791506708	0.005344643424229231	absent	0	0	Bacillota_A	phaC-	2.85879	2718.608695652174
s__Faecousia_sp900540635--GB_GCA_900540635.1	5	0.5342525865985164	0.008347696665601818	absent	0	0	Bacillota_A	phaC-	2.411551	2235.6363636363635
s__Faecousia_sp900544945--GB_GCA_900544945.1	5	0.3585041570599056	0.005601627454061025	precursors_only	0	0	Bacillota_A	phaC-	2.0548925454545452	1881.2727272727273
s__Fannyhessea_vaginae--RS_GCF_000159235.2	7	0.0	0.0	absent	0	0	Actinomycetota	phaC-	1.4074947857142857	1172.7142857142858
s__FeB-14_sp016719395--GB_GCA_016719395.1	10	0.14699074334882417	0.0022967303648253777	complete	1	1	Chloroflexota	phaC+	3.5221937000000003	3704.1
s__Fen-1039_sp003158295--GB_GCA_003158295.1	5	0.0015037886308432895	2.34966973569264e-05	precursors_only	0	0	Chloroflexota	phaC-	2.6246378	2522.2
s__Fen-1039_sp003165675--GB_GCA_003165675.1	12	0.001377520421586233	2.1523756587284892e-05	precursors_only	0	0	Chloroflexota	phaC-	2.21431775	2226.5
s__Fen-1064_sp003162335--GB_GCA_003162335.1	6	0.0015130163467600233	2.3640880418125364e-05	precursors_only	0	0	Chloroflexota	phaC-	2.936382	3030.8333333333335
s__Fen-1087_sp003161855--GB_GCA_003161855.1	10	0.058976104389511376	0.0009215016310861152	complete	1	1	Desulfobacterota	phaC+	1.9132521999999998	2277.6
s__Fen-1137_sp003158395--GB_GCA_003158395.1	7	0.0016694381838181422	2.6084971622158472e-05	precursors_only	0	0	Myxococcota	phaC-	5.097912571428572	4995.285714285715
s__Fen-1254_sp003162695--GB_GCA_003162695.1	5	0.0017586234783563133	2.7478491849317395e-05	precursors_only	0	0	Bacteroidota	phaC-	2.7440477999999997	2754.4
s__Fen-1260_sp003162635--GB_GCA_003162635.1	9	0.0014646505967534232	2.2885165574272238e-05	precursors_only	0	0	Bacteroidota	phaC-	2.454607777777778	2486.222222222222
