#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_CP019432.1_704	513		LA2681-like HEPN domain-containing protein						UniRef50_A0A120G5D3
NZ_JACARK010000313.1_1	55		hypothetical protein						
NZ_RPKM01000155.1_8	48	ccoS	Cbb3-type cytochrome oxidase assembly protein CcoS						UniRef50_A0A6I4V251
NZ_MLES01000012.1_94	471	fleR	Response regulator protein FleR						UniRef50_Q9I4N3
NZ_JAHYMC010000009.1_130	125		hypothetical protein						UniRef50_I8WPE1
NZ_JAHWRH010000113.1_2	31		hypothetical protein						
NZ_PDIC01000043.1_18	89		hypothetical protein						
NMRO01000002.1_425	247		Uridylate kinase						UniRef50_P0A7E9
LORG01000003.1_741	463		Succinylglutamate desuccinylase						UniRef50_M1FJP3
NZ_CABVHR010000001.1_409	64		hypothetical protein						
NZ_FKFG01000039.1_1	653		hypothetical protein						
NZ_JALJWB010000001.1_2370	383		Peptidase M14 carboxypeptidase A domain-containing protein						UniRef50_Q9I012
NZ_JAEIKH010000031.1_3	451		hypothetical protein						
NZ_WKAG01000001.1_370	123		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino) methylideneamino] imidazole-4-carboxamide isomerase						UniRef50_A0A4Y4EXQ2
NZ_FYDQ01000007.1_182	103		hypothetical protein						UniRef50_A0A077F6T8
NZ_JAJJYM010000010.1_11	115		Ead/Ea22-like family protein						UniRef50_A0A7W2X6F0
NZ_NCTJ03000011.1_574	325		hypothetical protein						
NZ_CP040443.1_1915	835		Fimbria/pilus outer membrane usher protein						UniRef50_Q8VPB7
NZ_JTKF01000036.1_112	228		Accessory Sec system protein Asp3						UniRef50_J3GAE2
NZ_WJZY01000224.1_13	185		hypothetical protein						
NZ_KI535469.1_1359	113		hypothetical protein						
NZ_JAESNF010000294.1_88	707		hypothetical protein						
NZ_JAGWEB010000024.1_1	23		hypothetical protein						
NZ_LVUB01000028.1_34	145		hypothetical protein						
NZ_NEYY02000045.1_6	103		Cytoplasmic protein						UniRef50_Q6DA89
JANUHY010000004.1_3013	354		Toprim domain-containing protein						UniRef50_A0A7J5Q6P1
NZ_RBOT01000637.1_1	276		hypothetical protein						
NZ_FONJ01000014.1_92	292	yfeX	Putative deferrochelatase/peroxidase YfeX						UniRef50_A0A011NU48
NZ_VOJB01000079.1_96	166		hypothetical protein						
NZ_JAAMQX010000001.1_105	181		Intracellular septation protein A						UniRef50_Q1IG82
NZ_JALMEY010000005.1_166	251		ABC transporter substrate-binding protein						UniRef50_A0A5E6YZK3
NZ_CP059448.1_4075	368		Flagellar P-ring protein						UniRef50_A0A3M3WC90
NZ_JAAFOZ010000010.1_109	124		hypothetical protein						
NZ_JACWPP010000048.1_26	190		hypothetical protein						
NZ_FJYP01000030.1_35	133		hypothetical protein						UniRef50_UPI000E06533A
NZ_JANUNQ010000001.1_4455	282		hypothetical protein						
NZ_JABJWE010000010.1_36	46		hypothetical protein						
NZ_MBDT01000009.1_37	469		mannose-1-phosphate guanylyltransferase						UniRef50_A0A0P0YS02
NZ_WMOO01000046.1_2	247		Antirepressor protein C-terminal domain-containing protein						UniRef50_A0A4P8YLQ2
NZ_FKDQ01000006.1_45	340		Glycosyl hydrolase-like 10 domain-containing protein						UniRef50_A0A256FDF5
NZ_CABVIH010000001.1_12	372		Quinohemoprotein amine dehydrogenase, beta subunit						UniRef50_Q88HA1
JACWNU010000479.1_1	145		hypothetical protein						
NZ_JACNAN010000007.1_125	304		Toxin zeta						UniRef50_A0A2N7RBH1
NZ_CABVJI010000003.1_27	201		HEPN domain-containing protein						UniRef50_F3FJW4
NZ_PGSL01000087.1_7	213		hypothetical protein						
NZ_LZZU01000060.1_222	64		hypothetical protein						
NZ_JAENSO010000001.1_296	401		Tyr recombinase domain-containing protein						UniRef50_A0A0P9ZFB0
NZ_ACHU02000462.1_2	225		hypothetical protein						
NZ_QJRE01000113.1_145	161		hypothetical protein						
NZ_VKST01000039.1_33	203		Mu-like prophage protein gp37						UniRef50_A0A378AY39
NC_008577.1_1337	270		Phytanoyl-CoA dioxygenase						UniRef50_A0KUS0
NZ_LMAP01000004.1_168	246		ABC transporter permease						UniRef50_W9B922
NZ_QFLX01000881.1_1	46		hypothetical protein						
NZ_QLKQ01000156.1_3	499		IS21 family transposase						UniRef50_A0A3P3EGZ2
NZ_FONH01000004.1_232	165	greB	Transcription elongation factor GreB						UniRef50_I1XKW8
NZ_CP027063.3_29	160		hypothetical protein						
NZ_VWPA01000031.1_6	1040		DUF4132 domain-containing protein						UniRef50_A0A4Q4KV79
NZ_CP097547.1_2538	392		Succinate--CoA ligase [ADP-forming] subunit beta						UniRef50_A0A3D9Z3D7
NZ_RPML01000085.1_7	111		hypothetical protein						
NZ_JAHZNS010000029.1_73	156	sulA	Cell division inhibitor SulA						UniRef50_Q9HZJ8
NZ_MULM01000111.1_9	621		Aerobactin synthase						UniRef50_A0A1A8TIN9
NZ_RPKZ01000036.1_16	61		hypothetical protein						UniRef50_Q92ZX1
NZ_CAIGJY010000016.1_62	150		Transmembrane protein						UniRef50_Q88IK3
NZ_CP043576.1_4869	107		DUF190 domain-containing protein						UniRef50_A0A7Z1DTR2
NZ_CP025542.1_1003	337		IS110 family transposase						UniRef50_A0A1R1LGQ3
NZ_JAEIKZ010000036.1_14	448		Phospho-2-dehydro-3-deoxyheptonate aldolase						UniRef50_A0A1V2Q4B1
NZ_JACVAI010000002.1_170	90		hypothetical protein						
NZ_JALPKS020000002.1_3553	360		CDP-glucose 4,6-dehydratase						UniRef50_A0A3S1K8F4
NZ_VLMX01001060.1_1	61		hypothetical protein						
NZ_LZZU01000045.1_118	361		Ferritin-like domain-containing protein						UniRef50_A0A9W6PXD1
NZ_BBQM01000004.1_134	420		Acetate kinase						UniRef50_P58382
NZ_LHPA01000022.1_59	401	oatA	O-acetyltransferase OatA						UniRef50_A0A5E7NHW4
NZ_JAFHMT010000002.1_48	88		hypothetical protein						
NZ_NXIK01000027.1_22	96	yajD	Putative HNH nuclease YajD						UniRef50_A0A1G7N7Y7
LJRE01000324.1_83	46		hypothetical protein						
NZ_CABVHU010000036.1_2	76		hypothetical protein						
NZ_RBRL01000389.1_9	321		tRNA-dihydrouridine(16) synthase						UniRef50_Q9AMN9
NZ_JAFLXE010000020.1_24	602		RCK N-terminal domain-containing protein						UniRef50_N2J5J5
NZ_CABVJI010000007.1_215	260	araC	AraC family transcriptional regulator						UniRef50_A0A3S4PHC2
NZ_POFB01000152.1_1	68		hypothetical protein						
NZ_BQFZ01000008.1_109	92		hypothetical protein						
NZ_CP073104.1_3572	683		oligopeptidase A						UniRef50_S6APV2
NZ_LGKS01000144.1_67	226		hypothetical protein						
NZ_WJZK01000199.1_1	272		hypothetical protein						
NZ_JAHBCQ010000008.1_52	239		hypothetical protein						
NZ_CDMA01000001.1_2622	194		hypothetical protein						
NZ_RHJO01000003.1_309	153		hypothetical protein						
NZ_CVTL01000049.1_48	255		Capsule biosynthesis GfcC-like C-terminal domain-containing protein						UniRef50_A0A7X1AMY3
NZ_CP034190.1_1307	124		Response regulatory domain-containing protein						UniRef50_A0A1Q6A050
NZ_RPJA01000083.1_40	138		hypothetical protein						
NZ_RPLI01000210.1_1	43		hypothetical protein						
NZ_QPCE01000031.1_3	410		Tyr recombinase domain-containing protein						UniRef50_A0A0P9ZFB0
NZ_JAHQUN010000002.1_363	99		hypothetical protein						UniRef50_A0A401M1H3
NZ_FPJC01000002.1_213	211		VWFA domain-containing protein						UniRef50_A0A0P9W0U2
NZ_CP017951.1_2917	186		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase						UniRef50_Q880X8
NZ_CP056595.1_3649	304		Flagellin						UniRef50_A0A4Q6GLP9
CP016435.1_1450	577		Glutathione hydrolase proenzyme						UniRef50_Q9I406
NZ_BCAS01000077.1_49	84		hypothetical protein						
NZ_WKBS01000003.1_204	62		hypothetical protein						
NZ_VTFH01000001.1_3275	69		hypothetical protein						UniRef50_A0A2T0HQF4
NZ_JAELUM010000013.1_53	207		7-carboxy-7-deazaguanine synthase						UniRef50_A0A5B8UPC0
NZ_AQPL01000166.1_7	247	trbJ	P-type conjugative transfer protein TrbJ						UniRef50_A0A0R0LPQ6
NZ_CP023969.1_3236	162		Thiol-disulfide oxidoreductase						UniRef50_A0A3M3A742
NZ_LR607370.1_736	63		hypothetical protein						
NZ_LJRR01000460.1_8	53		hypothetical protein						
NZ_AEJW01000213.1_1	234		Major facilitator superfamily (MFS) profile domain-containing protein						UniRef50_A0A8S0FVX9
CP038656.1_1590	58		hypothetical protein						
NZ_QAJQ01000007.1_227	3896		hypothetical protein						
NZ_JAKCOA010000052.1_1	203	ybiA	N-glycosidase YbiA						UniRef50_A0A2X2BF38
NZ_RPHL01000003.1_353	75		hypothetical protein						
NZ_JAAOWU010000005.1_248	92	tusB	Sulfur relay protein TusB						UniRef50_I4KDE0
NZ_WABE01000272.1_1	261		hypothetical protein						
NZ_RPMQ01000059.1_26	65		hypothetical protein						
NZ_LACG01000027.1_57	578		Dihydroxy-acid dehydratase						UniRef50_A0A109LKT0
NZ_JACARK010001604.1_1	107		hypothetical protein						
NZ_JACNAS010000003.1_24	723		methylmalonyl-CoA mutase						UniRef50_A0A4S4NAU9
NZ_CABVJC010000008.1_287	179		Molybdenum cofactor biosynthesis protein B						UniRef50_Q47V90
NZ_WJZC01000071.1_11	114		hypothetical protein						
NZ_QLKQ01000013.1_27	283		S-formylglutathione hydrolase						UniRef50_A0A380BLZ0
NC_020527.1_599	180		TspO/MBR-related protein						UniRef50_A0A060I9H7
NZ_CP080420.1_1062	204		Peptidyl-prolyl cis-trans isomerase						UniRef50_A0A7W4FYH0
NZ_CABVJH010000001.1_939	261	surE	5'-nucleotidase SurE 1						UniRef50_Q390V3
NZ_CP008896.1_3440	110		DUF2790 domain-containing protein						UniRef50_A0A024EKJ8
NZ_PXLS01000225.1_1	37		hypothetical protein						
NZ_JAGYGD010000010.1_37	146	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ						UniRef50_Q88MG9
NZ_CP055905.1_240	117		hypothetical protein						
NZ_JAHYPY010000006.1_206	798		non-specific protein-tyrosine kinase						UniRef50_A0A3N2N9B8
NZ_CP034682.1_5	110		hypothetical protein						
NZ_CABVJC010000005.1_154	246	ompR	DNA-binding dual transcriptional regulator OmpR						UniRef50_A0A4U9CW60
NZ_JAGYGB010000100.1_1	591		Quinoprotein ethanol dehydrogenase						UniRef50_Q9Z4J7
NZ_QLTK01000006.1_175	326	yajO	Putative oxidoreductase YajO						UniRef50_K4QYJ5
NZ_JAEKCQ010000032.1_1	36		hypothetical protein						
NZ_FOJM01000001.1_240	209		phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)						UniRef50_A0A2T3HLC0
NZ_CP053946.1_286	950		Molybdopterin-dependent oxidoreductase						UniRef50_A0A5B8IY25
NZ_CVOZ01000060.1_2	250		Glycosyl transferase family 2						UniRef50_A0A413UTT9
NZ_BLXQ01000012.1_20	166		Small ribosomal subunit protein uS5						UniRef50_A0A4R6XNT6
CAAGZI010000016.1_3	202		MAE-28990/MAE-18760-like HEPN domain-containing protein						UniRef50_V9SJ77
NZ_UKAH01000011.1_200	148		hypothetical protein						
NZ_JACAPV010000009.1_49	346		HTH araC/xylS-type domain-containing protein						UniRef50_S6ASZ8
BQHE01000014.1_36	479		Lipase						UniRef50_A0A0J8FY01
NZ_JAJOZI010000103.1_50	125		hypothetical protein						
NZ_JAENRQ010000002.1_508	403		Alcohol dehydrogenase (Quinone), cytochrome c subunit						UniRef50_A0A5E6TRP0
DOAB01000079.1_6	84		hypothetical protein						
RZJN01000063.1_24	156		hypothetical protein						UniRef50_D3VMA0
NZ_JACARN010000009.1_38	335		Cytochrome d ubiquinol oxidase subunit II						UniRef50_A0A2X1GMM3
NZ_JAAMQG010000001.1_2264	121		hypothetical protein						
NZ_WFKF01000019.1_8	409		Major facilitator superfamily (MFS) profile domain-containing protein						UniRef50_V5U6U4
NZ_POHJ01000210.1_1	86		hypothetical protein						
NZ_VLMK01000844.1_1	36		hypothetical protein						
NZ_CP051170.1_85	84		hypothetical protein						
NZ_CP022411.1_4066	208	bvgA	Virulence factors putative positive transcription regulator BvgA						UniRef50_P0A4H2
NZ_CP077080.1_2017	92		hypothetical protein						
NZ_WCIN01000025.1_29	47		hypothetical protein						
NZ_LJPP01000272.1_51	881		Pyruvate dehydrogenase E1 component						UniRef50_A0A932EY31
NZ_AJLG01000016.1_34	227		Methyltransferase type 11 domain-containing protein						UniRef50_A0A916U1M5
NZ_MOCA01000001.1_240	104		Lipoprotein						UniRef50_A0A5E6TM40
NZ_AGAS01000525.1_1	152		hypothetical protein						
AJXH01000187.1_1	47		hypothetical protein						
NZ_CABVGY010000018.1_63	164		Phage terminase small subunit						UniRef50_A0A560SA47
NZ_MLFA01000042.1_5	138		hypothetical protein						
NZ_PODN01000146.1_6	256	iclR	IclR family transcriptional regulator						UniRef50_S6BMC3
NZ_CP081898.1_990	679		RagB/SusD domain-containing protein						UniRef50_I8VB71
NZ_VAAJ01000027.1_22	277		Site-specific DNA-methyltransferase (adenine-specific)						UniRef50_A0A271QUC9
NZ_PIDJ01000249.1_1	209		hypothetical protein						
NZ_JACMZW010000010.1_99	424	traD	IncF plasmid conjugative transfer protein TraD						UniRef50_A0A2A3M1R2
JAEWXM010000112.1_12	405		Acetate--CoA ligase						UniRef50_A0A950Z4P3
NZ_NEJO01000003.1_250	355		Uroporphyrinogen decarboxylase						UniRef50_A9KCZ5
NZ_BRHK01000137.1_1	89		hypothetical protein						
NZ_NEJA01000004.1_368	165		NADH-quinone oxidoreductase subunit E						UniRef50_A0A346MZV1
NZ_JACWNC010000018.1_154	545		hypothetical protein						
NZ_LCZD01000052.1_5	68		hypothetical protein						UniRef50_A0A0R2ZEK1
NZ_CABVIH010000030.1_68	161		Glutathione peroxidase						UniRef50_A0A0V8JAN0
NZ_VXJY01000007.1_232	256		C-factor						UniRef50_A0A089YL18
NZ_MOBC01000001.1_266	48		hypothetical protein						
NZ_QPBU01000142.1_11	191		YD repeat protein						UniRef50_A0A0Q0AF89
KB976076.1_980	147	fliJ	Flagellar FliJ protein						UniRef50_P52613
NZ_QIXS01000006.1_337	173		hypothetical protein						
NZ_CP014205.2_36	210		hypothetical protein						
NZ_RPHL01000007.1_15	88		Sel1 repeat family protein						UniRef50_Q8U5F5
NZ_NCLH01000084.1_11	69		hypothetical protein						UniRef50_A0A5B9AQK9
NZ_JAJMNG010000245.1_1	102		hypothetical protein						
NZ_VLLU01000102.1_1	120		hypothetical protein						
NZ_FPKK01000003.1_316	146		Carboxymuconolactone decarboxylase-like domain-containing protein						UniRef50_A0A6S7BXM2
OVDX01000149.1_2	125		hypothetical protein						
NZ_JAHZNS010000001.1_20	245		hypothetical protein						
NZ_JACJTW010000003.1_319	679		DNA ligase						UniRef50_B2J3P0
CP026193.1_3616	311		Aspartate carbamoyltransferase catalytic subunit						UniRef50_Q9KP66
NZ_JAAOWU010000014.1_137	439		Membrane fusion protein biotin-lipoyl like domain-containing protein						UniRef50_A0A5E6SJW2
NZ_CP032321.1_831	290		SIR2-like domain-containing protein						UniRef50_A0A1S8D0R5
NZ_CABWUC010000031.1_1	21		hypothetical protein						
NZ_WKCT01000116.1_17	138		hypothetical protein						
NZ_JZKN01000050.1_1	117		hypothetical protein						
NZ_JACARZ010000206.1_5	344		Selenide, water dikinase						UniRef50_Q9I383
NZ_UFWK01000001.1_3094	467		Integrating conjugative element protein						UniRef50_Q889B3
NZ_PTSA01000005.1_168	338		asparaginase						UniRef50_A0A379TBQ5
NZ_VDAS01000001.1_265	372		hypothetical protein						
NZ_JACVAI010000008.1_291	103		Small ribosomal subunit protein uS10						UniRef50_Q2LQA2
NZ_RBUZ01000235.1_48	92		hypothetical protein						
NZ_JH600578.1_22	105		hypothetical protein						
NZ_CP081200.1_4917	109		hypothetical protein						UniRef50_M4WVQ6
NZ_JAKWII010000096.1_5	118		hypothetical protein						UniRef50_X2HD53
DEYH01000004.1_41	163		hypothetical protein						
NZ_AQPL01000309.1_4	399	urtC	Urea ABC transporter permease subunit UrtC						UniRef50_A0A6S7BIS8
NZ_RBQE01000385.1_2	38		hypothetical protein						
PHNZ01000109.1_1	60		hypothetical protein						
NZ_LACD01000002.1_716	363		Anhydro-N-acetylmuramic acid kinase						UniRef50_Q88QQ4
NZ_JAJCQE010000007.1_91	286		DUF6291 domain-containing protein						UniRef50_A0A7J5LF87
NZ_JADVHX010000001.1_21	164		Sf6-type phage tail needle knob domain-containing protein						UniRef50_A0A4P6WK07
DHIK01000033.1_42	40		hypothetical protein						
NZ_CABVGZ010000020.1_18	81		hypothetical protein						
NZ_LCYC01000008.1_370	312		hypothetical protein						
NZ_VNVE01000048.1_41	183		Phage protein						UniRef50_A0A7U4JZP4
NZ_RXML01000005.1_260	1229		Tape measure protein N-terminal domain-containing protein						UniRef50_A0A411BAP4
MLEE01000020.1_12	218		Histidinol-phosphatase						UniRef50_Q9I6F6
NZ_CP062803.1_15	35		hypothetical protein						
NZ_CP089395.1_5361	145		hypothetical protein						
NZ_JAHZNS010000037.1_79	231		tRNA (Adenine(22)-N(1))-methyltransferase						UniRef50_A0A5E6NYM7
NZ_QLKQ01000003.1_125	296	bla	class A beta-lactamase						UniRef50_D2UF46
CAJYHA010000029.1_14	145		Serine/threonine protein phosphatase						UniRef50_A0A447PZP9
NZ_CABVIG010000002.1_288	256		hypothetical protein						
NZ_JABVYP010000078.1_1	393	cdiA	16S rRNA endonuclease CdiA						UniRef50_A0A2N7R5Y7
NZ_BIIQ01000419.1_1	66		hypothetical protein						
NZ_JACNCD010000010.1_162	67		hypothetical protein						
NZ_JAJPNZ010000008.1_129	534		Conserved hypothetical protein CHP02391 domain-containing protein						UniRef50_A0A143HJ23
NC_002947.4_3696	454		Major facilitator superfamily (MFS) profile domain-containing protein						UniRef50_A8ANZ6
NZ_AWQP01000021.1_29	194		hypothetical protein						
NZ_KV880769.1_2842	296	cysT	Sulfate transport system permease protein CysT						UniRef50_Q63TX9
NZ_JALDOG010000034.1_116	426	hflX	GTPase HflX						UniRef50_Q0I442
NZ_CM001558.1_2608	223		DUF3313 domain-containing protein						UniRef50_A0A6J4E6N9
NC_017530.1_1906	109		hypothetical protein						UniRef50_A0A7X1Y3U9
NZ_JABVYJ010000151.1_4	40		hypothetical protein						
NZ_CABVHW010000015.1_9	251		ABC transporter permease						UniRef50_A0A089YZH4
NZ_JACYWT010000001.1_691	108		Acyl-CoA dehydrogenase						UniRef50_C3JYC2
NZ_JACAQM010000005.1_15	60		hypothetical protein						
NZ_VKDX01000036.1_7	198		hypothetical protein						
NZ_VNOC01000003.1_120	320		Ankyrin repeat protein						UniRef50_A0A085G8C6
PNNT01000209.1_3	124		Bactoprenol-linked glucose translocase						UniRef50_I4K6A0
NZ_CABVIC010000004.1_422	476		4-hydroxybenzoate polyprenyltransferase						UniRef50_A0A127F942
NZ_NRST01000001.1_498	159		N-acetyltransferase domain-containing protein						UniRef50_A0A5E7A5Y3
NZ_JAHYNQ010000001.1_732	575		Fimbrial subunit protein C-terminal domain-containing protein						UniRef50_A0A1Y4JPQ7
NZ_QPBJ01000015.1_49	225		Tyr recombinase domain-containing protein						UniRef50_A0A0P9MKU3
NZ_BDJA01000007.1_142	375		Transport permease protein						UniRef50_A0A6I3T295
NZ_CP022411.1_5223	333		DNA-directed RNA polymerase subunit alpha						UniRef50_P0A0Y1
AKZY01000073.1_15	530		Potassium-transporting ATPase subunit A						UniRef50_A0A3N5X203
NZ_CABVJC010000004.1_503	62	csrA	Translational regulator CsrA						UniRef50_A0A0E3Y7Y4
PTRF01000037.1_6	350		DNA (cytosine-5-)-methyltransferase						UniRef50_A0A5T2WQB0
NZ_CP066169.2_3134	158		Hemerythrin domain-containing protein						UniRef50_A0AA44C7Y8
NZ_LJQV01000156.1_29	440		Pyruvate oxidase						UniRef50_A0A376VP52
NZ_NKRF01000135.1_63	811		Outer membrane usher protein						UniRef50_A0A1H3L1C8
NZ_JACAPW010000039.1_97	395		DGQHR domain-containing protein						UniRef50_A0A3S3ELZ9
NKIF01000003.1_48	440		Alginate export domain-containing protein						UniRef50_A0A077LHP9
NZ_BQID01000012.1_117	252	lmbE	N-acetylglucosaminyl deacetylase, LmbE family						UniRef50_A0A1M7KPP6
NZ_LZZU01000060.1_160	799		Anthraniloyl-CoA monooxygenase						UniRef50_A0A916HZC2
NZ_BCBM01000001.1_152	245	trbJ	P-type conjugative transfer protein TrbJ						UniRef50_A0A2N5C706
NZ_CP022411.1_4193	156		Translation initiation factor 2						UniRef50_F2KK37
NZ_CP067098.1_683	85		hypothetical protein						
NZ_JAFFSN010000041.1_2	59		hypothetical protein						
AJXJ01000802.1_17	197		NAD(P)H-dependent oxidoreductase						UniRef50_A0A061CUB8
NZ_NPJV01000243.1_1	45		hypothetical protein						
NZ_CP049334.1_3982	155		hypothetical protein						
CP081257.1_2998	131		hypothetical protein						
NZ_VNSX01000001.1_351	252		hypothetical protein						
JAIICI010000010.1_39	170	traO	Conjugative transposon protein TraO						UniRef50_S0F835
NZ_VNMM01000219.1_1	121		hypothetical protein						
NZ_JABWRP020000024.1_38	81		Antitoxin						UniRef50_A0A0F6UJ95
NZ_CP021818.1_555	79		hypothetical protein						
JAHLRB010000164.1_7	172		Inner membrane protein						UniRef50_A0A4U9HP63
NZ_NOWT01000011.1_7	137	vapC	Ribonuclease VapC						UniRef50_A0A0Q5JJV7
NZ_CP029983.1_2904	517		DUF726 domain-containing protein						UniRef50_A0A031J3Y6
NZ_QAJQ01000004.1_155	113		hypothetical protein						
NZ_JAHWRS010000001.1_189	159		Acyl-CoA thioesterase						UniRef50_A0A941YCA9
JALXMU010000020.1_33	46		hypothetical protein						
NZ_JAALFY010000005.1_144	123		DUF1425 domain-containing protein						UniRef50_Q1I325
JAAQTX010000124.1_1	143		hypothetical protein						
NZ_CABVIN010000002.1_2	406		Succinate--glutarate CoA-transferase						UniRef50_Q7CXU0
NZ_KK214937.1_202	137		Prokaryotic-type class I peptide chain release factors domain-containing protein						UniRef50_A0A099KG18
NZ_MDVW01000016.1_2	84		hypothetical protein						
NZ_CP025262.1_4777	188		Antibiotic biosynthesis monooxygenase						UniRef50_A0A0S4I958
NZ_JABWNY020000213.1_1	153		hypothetical protein						
NZ_JAIKUU010000089.1_1	119		Mannose-1-phosphate guanylyltransferase						UniRef50_A0A379SWD7
NZ_LJPY01000141.1_7	361		Aminotransferase class III-fold pyridoxal phosphate-dependent enzyme						UniRef50_A0A7Y2UTE5
NZ_CP085684.1_5301	45		hypothetical protein						
NZ_RDQX01000004.1_77	164		HTH marR-type domain-containing protein						UniRef50_A0A0T6ZI92
NZ_JAAOWV010000002.1_237	325	ppsC	Phthiocerol synthesis polyketide synthase type I PpsC						UniRef50_A0A0P0M9B8
NZ_VKVB01000457.1_1	54		hypothetical protein						
NZ_CP077080.1_1009	182		hypothetical protein						
NZ_JALECN010000089.1_1	98		hypothetical protein						
NZ_CAAHAE010000024.1_18	201		Tail protein I						UniRef50_W8VF05
NZ_VLMC01000216.1_1	88		hypothetical protein						
NZ_CABVJF010000020.1_74	151		Carboxymuconolactone decarboxylase-like domain-containing protein						UniRef50_A0A0S6UVE1
NZ_JAMBNM010000007.1_18	417		N-carbamoyl-L-amino-acid hydrolase						UniRef50_Q1LMX1
NZ_PXLS01000194.1_1	53		hypothetical protein						
NZ_JH600918.1_17	398		hypothetical protein						
NZ_AQGK01000003.1_118	430		Cryptochrome DASH						UniRef50_C6XUB6
NZ_CP087176.1_3589	265	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG						UniRef50_A0A5E6XPY2
NZ_JAAFFT010000017.1_1	117		Methionine--tRNA ligase subunit beta						UniRef50_A0A520TMX6
NZ_QPBR01000044.1_93	115		hypothetical protein						
NZ_CP087189.1_2931	698		DNA 3'-5' helicase II						UniRef50_A0AAC8TPC6
NZ_CP045701.2_2612	362		hypothetical protein						UniRef50_A0A8I0D0D4
NZ_JACOPU010000007.1_4	129		hypothetical protein						
NZ_JAFHWF010000001.1_3	113		hypothetical protein						UniRef50_L0KDM6
NZ_MOBC01000013.1_17	197		Aminodeoxychorismate synthase, glutamine amidotransferase subunit						UniRef50_Q1QU18
NZ_PEMX01000026.1_44	136		hypothetical protein						
NZ_PTSP01000100.1_4	201		hypothetical protein						
NZ_MOBY01000010.1_115	238		Response regulatory domain-containing protein						UniRef50_A0A3M3E601
NZ_RPKC01000119.1_4	365		hypothetical protein						
NZ_CP061171.1_4526	334		Glycosyltransferase 2-like domain-containing protein						UniRef50_A0A1X9ZAL6
NZ_JACNAM010000088.1_1	25		hypothetical protein						
NZ_JAFHJP010000001.1_191	592		hypothetical protein						
NZ_FYDJ01000005.1_192	498		DUF935 domain-containing protein						UniRef50_A0A1V3RXL4
NZ_UNWQ01000006.1_15	140		DUF2000 domain-containing protein						UniRef50_A0A089PT02
NZ_LZZU01000018.1_286	326		ABC transporter substrate-binding protein						UniRef50_A0A240UDL4
NZ_BGNV01000062.1_4	175		Transcriptional regulator						UniRef50_A0A6G6ARP1
NZ_CADFGI010000010.1_258	479		Vanillin dehydrogenase						UniRef50_A3P443
NZ_QEHQ01000107.1_14	391		acetyl-CoA C-acyltransferase						UniRef50_A0A2W0ELR2
NZ_WJZI01000492.1_1	130		hypothetical protein						
NZ_NGRC01000001.1_1593	175		hypothetical protein						UniRef50_V4P4B2
NZ_CABGWU010000042.1_21	160	bfiI	Metal-independent restriction enzyme BfiI DNA binding domain-containing protein						UniRef50_A0AAE7KRF7
NZ_SISZ01000017.1_33	143	yiiR	Uncharacterized protein YiiR						UniRef50_P0AF34
NZ_CAKKLL010000002.1_203	158		Peroxiredoxin						UniRef50_A0A2S8BDZ1
NZ_VITF01000004.1_19	260	trmB	Transcriptional regulator TrmB						UniRef50_A0A3L7ANL8
NZ_JAERRE010000008.1_192	701	cntO	Metal-pseudopaline receptor CntO						UniRef50_A0A0H2ZI93
NZ_NEIB01000004.1_42	653		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex						UniRef50_Q59638
NZ_JACYDE010000329.1_1	177		hypothetical protein						
NZ_JAJOZJ010000059.1_23	96		hypothetical protein						
NZ_JALYCV010000241.1_1	92		hypothetical protein						
NZ_VKVB01000311.1_1	87		hypothetical protein						
NZ_KQ475287.1_3639	56		hypothetical protein						
NZ_VLMM01000088.1_14	289		hypothetical protein						
NZ_JACCJY010000002.1_387	104	zapA	Cell division protein ZapA						UniRef50_A0A0N7I7W2
NZ_JAEEEM010000095.1_1	28		hypothetical protein						
NZ_AKJS01000084.1_4	274		Solute-binding protein family 3/N-terminal domain-containing protein						UniRef50_A0A5E7TI65
NZ_AOJZ01000298.1_6	669		ATP-dependent DNA helicase Rep						UniRef50_A0A3N1P592
NC_010676.1_755	73	secA	Preprotein translocase subunit SecA						UniRef50_B2TDS4
NZ_VTQC01000024.1_44	107		hypothetical protein						UniRef50_A0A0E3DRM0
NZ_NOWT01000001.1_49	239		Ribonuclease PH						UniRef50_P50597
NZ_RPKN01000061.1_6	306		AAA+ ATPase domain-containing protein						UniRef50_A0A2M8QNU3
NZ_JAJOZI010000152.1_2	32		hypothetical protein						
JANUIA010000005.1_3662	471		hypothetical protein						
NZ_VNSR01000190.1_1	69		hypothetical protein						
NZ_UWFI01000464.1_1	58		hypothetical protein						
NZ_CP079218.1_4404	836		Aminopeptidase N						UniRef50_A0A0J0Y427
AP026392.1_1767	640		hypothetical protein						
