orgId	locusId	assigned_organism	covering_step	composite_score	desc	darkness_tier	n_evidence_lines	evidence_summary	annotation_class	is_essential_dark	top_condition_class
azobra	AZOBR_RS09545	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18720	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS19135	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS20110	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS20595	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21630	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS23425	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS24410	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS25510	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS27420	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28750	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS29480	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS30320	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS32920	azobra	8	0.2525	hypothetical protein	T4_Penumbra	3	8 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS24825	azobra	8	0.254852403125	exported protein of unknown function	T4_Penumbra	3	1 domain(s); fit:2.6(nan); pangenome; +neighbor_inf	uncharacterized	False	
azobra	AZOBR_RS07560	azobra	8	0.2575	hypothetical protein	T4_Penumbra	3	3 domain(s); OG:OG02310; essential; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS09510	azobra	8	0.2575	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG02555; essential; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14575	azobra	8	0.2575	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG02529; essential; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS16330	azobra	8	0.2575	hypothetical protein	T4_Penumbra	3	3 domain(s); OG:OG00881; essential; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS19835	azobra	8	0.2575	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG00378; essential; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS15380	azobra	8	0.2603347927083334	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG16767; fit:2.9(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS06205	azobra	8	0.2607136270833333	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG06250; fit:3.0(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS16205	azobra	8	0.262293175	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG06300; fit:2.9(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS28005	azobra	8	0.262626928125	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:3.3(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS16805	azobra	8	0.26541105625	hypothetical protein	T4_Penumbra	3	1 domain(s); cofit:hypothetical protein | flagell; fit:2.7(stress); +cofit_operon,neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS22610	azobra	8	0.2654808541666666	hypothetical protein	T4_Penumbra	3	3 domain(s); OG:OG11626; fit:2.0(nan); +synteny,neighbor_inf	hypothetical	False	
azobra	AZOBR_RS12410	azobra	8	0.2661485999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:2.9(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS00135	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS00255	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS00375	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS01610	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS05185	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS05390	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS05510	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS08125	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS09765	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	3 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS12370	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14050	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14220	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14315	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14915	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS16315	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS16810	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS16900	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS17730	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18110	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18385	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21445	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21590	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21935	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS22585	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS23195	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	3 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS25945	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	2 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28230	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28310	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS31510	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	1 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS33735	azobra	8	0.2674999999999999	hypothetical protein	T4_Penumbra	3	7 domain(s); essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21845	azobra	8	0.27190796875	hypothetical protein	T4_Penumbra	3	1 domain(s); cofit:hypothetical protein | glycosy; fit:2.1(stress); +neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS16875	azobra	8	0.2769357520833333	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG06325; fit:3.5(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS30060	azobra	8	0.27856221875	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:3.8(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS13630	azobra	8	0.2798868625	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | hypothe; fit:2.2(stress); pangenome; +neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS30980	azobra	8	0.28002965625	hypothetical protein	T4_Penumbra	3	2 domain(s); cofit:chemotaxis protein | flagellar; fit:3.2(motility); +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS19430	azobra	8	0.282116646875	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:3.4(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS12865	azobra	8	0.28673260625	hypothetical protein	T4_Penumbra	3	cofit:cell division protein FtsK | h; fit:2.5(stress); pangenome; +cofit_operon,neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS23625	azobra	8	0.28692529375	hypothetical protein	T4_Penumbra	3	3 domain(s); cofit:UDP-phosphate galactose phosph; fit:3.4(carbon source); +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS12490	azobra	8	0.2887254375	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | signal ; fit:2.0(motility); pangenome; +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS33850	azobra	8	0.293138109375	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | hypothe; fit:2.7(nitrogen source); pangenome; +neighbor_inf	hypothetical	False	nitrogen source
azobra	AZOBR_RS01850	azobra	8	0.2938769416666666	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG06335; fit:3.8(nan); +synteny,neighbor_inf	hypothetical	False	
azobra	AZOBR_RS12840	azobra	8	0.294575521875	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:3.8(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS01320	azobra	8	0.2975	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG10225; fit:5.3(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS08750	azobra	8	0.2975	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG04799; fit:4.3(nan); +synteny,neighbor_inf	hypothetical	False	
azobra	AZOBR_RS14900	azobra	8	0.2991666666666667	hypothetical protein	T4_Penumbra	3	OG:OG06682; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS33490	azobra	8	0.2991666666666667	hypothetical protein	T4_Penumbra	3	OG:OG06222; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS02105	azobra	8	0.3	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:5.3(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS27875	azobra	8	0.3016666666666667	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG06896; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS15420	azobra	8	0.3029027187499999	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG01215; fit:2.7(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS32850	azobra	8	0.305	hypothetical protein	T4_Penumbra	3	1 domain(s); cofit:hypothetical protein | hypothe; fit:6.2(carbon source); +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS07690	azobra	8	0.3058333333333333	hypothetical protein	T4_Penumbra	3	OG:OG06466; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS12230	azobra	8	0.3058333333333333	hypothetical protein	T4_Penumbra	3	OG:OG15689; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14615	azobra	8	0.3058333333333333	hypothetical protein	T4_Penumbra	3	OG:OG06632; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18095	azobra	8	0.3058333333333333	hypothetical protein	T4_Penumbra	3	OG:OG16794; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21695	azobra	8	0.3058333333333333	hypothetical protein	T4_Penumbra	3	OG:OG06519; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21620	azobra	8	0.307006453125	hypothetical protein	T4_Penumbra	4	8 domain(s); cofit:protein of unknown function  T; fit:2.1(nitrogen source); pangenome; +neighbor_inf	hypothetical	False	nitrogen source
azobra	AZOBR_RS24655	azobra	8	0.3073576624999999	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:2.3(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS21320	azobra	8	0.30943279375	hypothetical protein	T4_Penumbra	4	1 domain(s); cofit:nitrous-oxide reductase | hypo; fit:2.2(motility); pangenome; +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS33620	azobra	8	0.30970221875	hypothetical protein	T4_Penumbra	3	cofit:NAD-dependent epimerase | hypo; fit:2.3(motility); pangenome; +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS27200	azobra	8	0.31	hypothetical protein	T4_Penumbra	3	OG:OG08565; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS19765	azobra	8	0.311252384375	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | GGDEF d; fit:2.8(motility); pangenome; +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS19545	azobra	8	0.3112591531249999	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG01161; fit:2.9(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS13695	azobra	8	0.313036015625	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | hypothe; fit:3.3(stress); pangenome; +neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS08810	azobra	8	0.3135209499999999	hypothetical protein	T4_Penumbra	4	1 domain(s); cofit:GDP-L-fucose synthase | oxidor; fit:2.4(carbon source); pangenome; +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS30935	azobra	8	0.31450659375	hypothetical protein	T4_Penumbra	4	1 domain(s); cofit:carbon monoxide dehydrogenase ; fit:2.4(carbon source); pangenome; +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS33610	azobra	8	0.318223975	hypothetical protein	T4_Penumbra	4	4 domain(s); cofit:putative Glycosyl transferase-; fit:2.5(carbon source); pangenome; +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS18925	azobra	8	0.3183333333333333	hypothetical protein	T4_Penumbra	3	2 domain(s); OG:OG03106; fit:5.1(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS12890	azobra	8	0.31859190625	hypothetical protein	T4_Penumbra	3	cofit:cell division protein FtsK | m; fit:3.0(stress); pangenome; +neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS01840	azobra	8	0.3208333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG15697; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS04525	azobra	8	0.3208333333333333	conserved exported protein of unknown function	T4_Penumbra	4	3 domain(s); OG:OG15682; essential; pangenome; +neighbor_inf	uncharacterized	True	
azobra	AZOBR_RS30260	azobra	8	0.3208333333333333	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG15690; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS33275	azobra	8	0.3208333333333333	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG10589; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS33510	azobra	8	0.3208333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG15671; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28945	azobra	8	0.32243345625	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:2.8(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS33170	azobra	8	0.32375546875	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | hypothe; fit:3.6(carbon source); pangenome	hypothetical	False	carbon source
azobra	AZOBR_RS24370	azobra	8	0.325	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG13441; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS09780	azobra	8	0.3325	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG02317; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28825	azobra	8	0.3333333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG05142; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS33840	azobra	8	0.335	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | hypothe; fit:4.1(carbon source); pangenome; +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS33865	azobra	8	0.335	hypothetical protein	T4_Penumbra	3	cofit:glycosyl transferase family 1 ; fit:4.2(carbon source); pangenome; +cofit_operon,neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS01095	azobra	8	0.3358333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG06228; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS03490	azobra	8	0.3358333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG06474; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS11320	azobra	8	0.3358333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG06288; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS12175	azobra	8	0.3358333333333333	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG13380; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18855	azobra	8	0.3358333333333333	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG06432; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS32530	azobra	8	0.3358333333333333	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG06436; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS13455	azobra	8	0.3375	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG06631; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS30265	azobra	8	0.3375	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG05925; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18975	azobra	8	0.3375652625	conserved exported protein of unknown function	T4_Penumbra	4	1 domain(s); cofit:sarcosine oxidase subunit beta; fit:2.6(stress); pangenome; +neighbor_inf	uncharacterized	False	stress
azobra	AZOBR_RS06195	azobra	8	0.3399999999999999	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04087; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS18945	azobra	8	0.3399999999999999	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG13400; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21955	azobra	8	0.3399999999999999	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG14385; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS29140	azobra	8	0.34	hypothetical protein; putative signal peptide	T4_Penumbra	3	OG:OG13398; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21530	azobra	8	0.3409691145833333	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG06416; cofit:(2Fe-2S)-binding protein | put; fit:2.2(motility); +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS01330	azobra	8	0.3441666666666666	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG10605; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS20070	azobra	8	0.3441666666666666	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG10759; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS20585	azobra	8	0.3441666666666666	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG15753; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS09935	azobra	8	0.345	hypothetical protein	T4_Penumbra	3	1 domain(s); OG:OG08807; fit:5.1(nan); +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS09145	azobra	8	0.3483333333333334	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG10501; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS12920	azobra	8	0.3483333333333334	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG06275; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS19115	azobra	8	0.3483333333333334	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04213; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28895	azobra	8	0.34983415625	hypothetical protein	T4_Penumbra	4	3 domain(s); cofit:hypothetical protein | membran; fit:3.5(nitrogen source); pangenome; +neighbor_inf	hypothetical	False	nitrogen source
azobra	AZOBR_RS13650	azobra	8	0.350502375	hypothetical protein	T4_Penumbra	3	cofit:terminase | hypothetical prote; fit:2.1(stress); pangenome; +neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS02060	azobra	8	0.352393515625	hypothetical protein	T4_Penumbra	3	2 domain(s); fit:3.3(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS07720	azobra	8	0.3525	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG11111; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS09020	azobra	8	0.3525	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG06583; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS20270	azobra	8	0.3525	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04411; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS21205	azobra	8	0.3525	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG05158; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS28830	azobra	8	0.3533333333333334	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04908; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS19620	azobra	8	0.3541666666666667	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG02824; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS14015	azobra	8	0.3547452125	hypothetical protein	T4_Penumbra	3	cofit:RNA pyrophosphohydrolase | GGD; fit:2.2(motility); pangenome; +neighbor_inf	hypothetical	False	motility
azobra	AZOBR_RS06160	azobra	8	0.3549162	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG11535; cofit:membrane protein | electron tr; fit:2.1(stress); +neighbor_inf	hypothetical	False	stress
azobra	AZOBR_RS08580	azobra	8	0.3566666666666667	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG05915; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS10075	azobra	8	0.3566666666666667	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04281; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS32565	azobra	8	0.3566666666666667	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04661; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS27490	azobra	8	0.3575	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG11977; essential; pangenome; +neighbor_inf	hypothetical	True	
azobra	AZOBR_RS05900	azobra	8	0.358504953125	hypothetical protein	T4_Penumbra	3	cofit:hypothetical protein | mechano; fit:2.4(nitrogen source); pangenome; +neighbor_inf	hypothetical	False	nitrogen source
azobra	AZOBR_RS13700	azobra	8	0.36	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:4.0(nan); pangenome; +neighbor_inf	hypothetical	False	
azobra	AZOBR_RS13845	azobra	8	0.36	hypothetical protein	T4_Penumbra	3	1 domain(s); fit:5.0(nan); pangenome	hypothetical	False	
azobra	AZOBR_RS07380	azobra	8	0.3608333333333333	hypothetical protein	T4_Penumbra	4	2 domain(s); OG:OG06533; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS12940	azobra	8	0.363739209375	hypothetical protein	T4_Penumbra	4	3 domain(s); OG:OG00380; cofit:nucleotide sugar dehydratase |; fit:2.0(lb); +neighbor_inf	hypothetical	False	lb
azobra	AZOBR_RS33590	azobra	8	0.363990453125	protein of unknown function  TPR repeat domains	T4_Penumbra	4	6 domain(s); cofit:signal peptide protein | hypot; fit:4.0(motility); pangenome; +neighbor_inf	uncharacterized	False	motility
azobra	AZOBR_RS01795	azobra	8	0.3641666666666666	hypothetical protein	T4_Penumbra	4	1 domain(s); OG:OG04723; essential; pangenome; +synteny,neighbor_inf	hypothetical	True	
azobra	AZOBR_RS11200	azobra	8	0.365	hypothetical protein	T4_Penumbra	4	1 domain(s); cofit:ATPase AAA | flagellar basal-b; fit:4.4(carbon source); pangenome; +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS33315	azobra	8	0.365	hypothetical protein	T4_Penumbra	4	1 domain(s); cofit:hypothetical protein | glycoge; fit:6.6(lb); pangenome; +neighbor_inf	hypothetical	False	lb
azobra	AZOBR_RS33805	azobra	8	0.36614129375	hypothetical protein	T4_Penumbra	3	cofit:putative Glycosyl transferase-; fit:2.6(carbon source); pangenome; +neighbor_inf	hypothetical	False	carbon source
azobra	AZOBR_RS02175	azobra	8	0.3679851052083334	hypothetical protein	T4_Penumbra	4	3 domain(s); OG:OG06640; fit:2.1(nan); pangenome; +neighbor_inf	hypothetical	False	
