orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	fitness_dominant	conservation_dominant	drop_biogeographic	drop_tractability
Keio	16976	5021	7487	5891.833333333333	2466	0	0	False	False	5739	5988	5340	5021	5776	7487
SynE	Synpcc7942_1195	3586	8752	6068.833333333333	5166	0	0	False	False	5740	6326	3586	8752	5814	6195
Btheta	351842	4326	8414	5971.333333333333	4088	0	0	False	False	5741	5456	4326	8414	5736	6155
Koxy	BWI76_RS18400	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc03005	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
pseudo13_GW456_L13	PfGW456L13_1778	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS26415	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
MR1	202503	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc03136	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc04006	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc00742	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc00123	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
MR1	199265	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS01760	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS03695	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS08240	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS13465	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Keio	15127	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc00517	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc01136	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Smeli	SMc03155	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS11415	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS13440	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS20680	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS16440	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Koxy	BWI76_RS16890	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
Keio	15566	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
pseudo5_N2C3_1	AO356_21155	4428	6421	5572.0	1993	0	0	False	False	5742	4428	6421	4788	5642	6411
MR1	202082	3472	8164	6022.5	4692	0	0	False	False	5767	5077	3472	8164	5692	7963
SB2B	6936406	3394	8045	5671.333333333333	4651	0	0	False	False	5768	5941	3394	5107	5773	8045
RalstoniaGMI1000	RS_RS05130	4445	5955	5486.0	1510	0	0	False	False	5769	5473	5955	4445	5748	5526
SB2B	6936723	4316	8058	5762.0	3742	0	0	False	False	5770	5810	4316	4847	5771	8058
Korea	Ga0059261_1830	5054	8499	6071.666666666667	3445	0	0	False	False	5771	5811	5054	8499	5772	5523
Cola	Echvi_1742	4138	7103	5613.166666666667	2965	0	0	False	False	5772	7103	4404	4138	5902	6360
SynE	Synpcc7942_2504	4709	8266	5984.833333333333	3557	0	0	False	False	5773	5264	4709	8266	5735	6162
Pedo557	CA265_RS10990	4725	7655	5952.0	2930	0	0	False	False	5774	7655	4725	5969	5936	5653
Cup4G11	RR42_RS08350	4357	8421	5995.833333333333	4064	0	0	False	False	5775	5475	4357	8421	5767	6180
Btheta	349547	4359	8422	5997.0	4063	0	0	False	False	5776	5476	4359	8422	5768	6181
PS	Dsui_0075	4363	8423	6000.5	4060	0	0	False	False	5777	5477	4363	8423	5770	6193
pseudo3_N2E3	AO353_00090	4710	8267	5987.5	3557	0	0	False	False	5778	5266	4710	8267	5737	6167
pseudo1_N1B4	Pf1N1B4_101	4132	7801	5886.666666666667	3669	0	0	False	False	5779	4132	4712	7801	5636	7260
SB2B	6937430	4228	8063	5657.333333333333	3835	0	0	False	False	5780	5818	4228	4278	5777	8063
Marino	GFF678	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
MR1	2200876	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
Marino	GFF4467	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
Marino	GFF4468	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
Marino	GFF4310	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
Koxy	BWI76_RS12235	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
MR1	203864	3212	8270	6041.166666666667	5058	0	0	False	False	5781	5268	3212	8270	5740	7976
pseudo1_N1B4	Pf1N1B4_4884	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
azobra	AZOBR_RS12140	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
Dino	3609765	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
pseudo1_N1B4	Pf1N1B4_4752	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
pseudo5_N2C3_1	AO356_16605	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
pseudo1_N1B4	Pf1N1B4_2941	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
pseudo13_GW456_L13	PfGW456L13_2919	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
Cola	Echvi_2257	4133	7159	5640.5	3026	0	0	False	False	5788	7159	4133	4483	5916	6364
Marino	GFF814	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
Putida	PP_4593	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
pseudo13_GW456_L13	PfGW456L13_1605	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
azobra	AZOBR_RS03215	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
pseudo13_GW456_L13	PfGW456L13_1152	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
pseudo1_N1B4	Pf1N1B4_5019	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
Btheta	353687	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
pseudo5_N2C3_1	AO356_03170	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
pseudo5_N2C3_1	AO356_01800	3800	6586	5464.166666666667	2786	0	0	False	False	5788	4472	6459	3800	5680	6586
azobra	AZOBR_RS10130	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
Dino	3608567	4243	8562	5967.666666666667	4319	0	0	False	False	5788	5907	4243	8562	5795	5511
Caulo	CCNA_01533	5078	8501	6085.666666666667	3423	0	0	False	False	5807	5815	5078	8501	5782	5531
Phaeo	GFF2349	4722	8278	6007.166666666667	3556	0	0	False	False	5808	5292	4722	8278	5749	6194
SyringaeB728a_mexBdelta	Psyr_1247	4011	6842	5765.333333333333	2831	0	0	False	False	5809	6842	5647	4011	5895	6388
MR1	203834	4387	7976	5923.833333333333	3589	0	0	False	False	5810	4398	4387	7976	5694	7278
Btheta	351811	4389	8434	6016.5	4045	0	0	False	False	5811	5489	4389	8434	5774	6202
acidovorax_3H11	Ac3H11_2812	5096	8503	6096.833333333333	3407	0	0	False	False	5812	5820	5096	8503	5794	5556
Dyella79	N515DRAFT_4448	4572	7070	5797.833333333333	2498	0	0	False	False	5813	6384	5083	4572	5865	7070
SynE	Synpcc7942_1069	3661	8758	6122.166666666667	5097	0	0	False	False	5814	6335	3661	8758	5866	6299
Pedo557	CA265_RS09335	4839	7015	5839.666666666667	2176	0	0	False	False	5815	7015	4839	5059	5923	6387
PS	Dsui_3360	5020	6189	5707.833333333333	1169	0	0	False	False	5816	5806	6189	5020	5802	5614
Ponti	CA264_05250	5099	8506	6101.833333333333	3407	0	0	False	False	5817	5823	5099	8506	5806	5560
Koxy	BWI76_RS12665	4146	7818	5913.833333333333	3672	0	0	False	False	5818	4146	4742	7818	5679	7280
Dda3937	DDA3937_RS11100	4402	8446	6035.333333333333	4044	0	0	False	False	5819	5549	4402	8446	5787	6209
PS	Dsui_1291	4403	8447	6036.333333333333	4044	0	0	False	False	5820	5550	4403	8447	5788	6210
SB2B	6938204	4076	7498	5804.833333333333	3422	0	0	False	False	5821	6269	4076	5301	5864	7498
MR1	199941	4489	6648	5605.833333333333	2159	0	0	False	False	5822	4489	6476	4490	5710	6648
pseudo1_N1B4	Pf1N1B4_28	4489	6648	5605.833333333333	2159	0	0	False	False	5822	4489	6476	4490	5710	6648
pseudo6_N2E2	Pf6N2E2_5008	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
psRCH2	GFF4139	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
psRCH2	GFF4137	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
PV4	5210622	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
psRCH2	GFF517	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
psRCH2	GFF3986	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
psRCH2	GFF1350	4314	7841	5786.833333333333	3527	0	0	False	False	5822	6122	7841	4314	5839	4783
Btheta	351916	4781	8289	6045.833333333333	3508	0	0	False	False	5831	5306	4781	8289	5781	6287
psRCH2	GFF4051	4784	8290	6047.5	3506	0	0	False	False	5832	5307	4784	8290	5784	6288
SB2B	6937199	3740	8077	5748.333333333333	4337	0	0	False	False	5833	5904	3740	5105	5831	8077
Cup4G11	RR42_RS04850	4788	8294	6050.333333333333	3506	0	0	False	False	5834	5308	4788	8294	5789	6289
Smeli	SMc02280	3924	7936	5839.333333333333	4012	0	0	False	False	5835	4336	3924	7936	5722	7283
SynE	Synpcc7942_0854	5272	8517	6148.166666666667	3245	0	0	False	False	5836	5833	5272	8517	5820	5611
Burk376	H281DRAFT_01633	4790	8295	6051.833333333333	3505	0	0	False	False	5837	5309	4790	8295	5790	6290
MR1	202061	3928	8415	6154.333333333333	4487	0	0	False	False	5838	5457	3928	8415	5809	7479
PS	Dsui_1286	4428	8455	6065.333333333333	4027	0	0	False	False	5839	5562	4428	8455	5813	6295
Miya	8500433	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
Miya	8500954	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
Miya	8500354	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
Pedo557	CA265_RS18020	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
Pedo557	CA265_RS19275	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
Smeli	SMa1990	4449	6682	5653.333333333333	2233	0	0	False	False	5840	4625	6555	4449	5769	6682
Miya	8499846	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
SyringaeB728a	Psyr_3808	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
Miya	8499706	4176	7342	5959.5	3166	0	0	False	False	5840	7342	4176	6042	5955	6402
RalstoniaGMI1000	RS_RS23595	4128	7751	5733.833333333333	3623	0	0	False	False	5849	6016	7751	4128	5858	4801
RalstoniaGMI1000	RS_RS12810	4128	7751	5733.833333333333	3623	0	0	False	False	5849	6016	7751	4128	5858	4801
psRCH2	GFF824	4128	7751	5733.833333333333	3623	0	0	False	False	5849	6016	7751	4128	5858	4801
RalstoniaPSI07	RPSI07_RS12110	4128	7751	5733.833333333333	3623	0	0	False	False	5849	6016	7751	4128	5858	4801
pseudo6_N2E2	Pf6N2E2_2272	4128	7751	5733.833333333333	3623	0	0	False	False	5849	6016	7751	4128	5858	4801
HerbieS	HSERO_RS07605	4128	7751	5733.833333333333	3623	0	0	False	False	5849	6016	7751	4128	5858	4801
PS	Dsui_0677	4803	8298	6059.0	3495	0	0	False	False	5855	5313	4803	8298	5792	6293
azobra	AZOBR_RS05170	4332	8587	6033.833333333333	4255	0	0	False	False	5856	5970	4332	8587	5853	5605
Phaeo	GFF1053	4806	8299	6061.333333333333	3493	0	0	False	False	5857	5315	4806	8299	5793	6298
Kang	B158DRAFT_0831	4162	7150	5705.833333333333	2988	0	0	False	False	5858	7150	4528	4162	5963	6574
Phaeo	GFF865	4815	8302	6066.5	3487	0	0	False	False	5859	5320	4815	8302	5803	6300
pseudo6_N2E2	Pf6N2E2_5902	4816	8303	6074.166666666667	3487	0	0	False	False	5860	5321	4816	8303	5804	6341
Caulo	CCNA_02338	4817	8304	6075.166666666667	3487	0	0	False	False	5861	5322	4817	8304	5805	6342
Ponti	CA264_17050	4346	8878	6232.833333333333	4532	0	0	False	False	5862	6724	4346	8878	5935	5652
pseudo3_N2E3	AO353_18120	5295	8520	6162.5	3225	0	0	False	False	5863	5838	5295	8520	5837	5622
SB2B	6937566	3393	8159	5658.0	4766	0	0	False	False	5864	5744	4967	3393	5821	8159
SB2B	6937611	3394	8160	5663.5	4766	0	0	False	False	5865	5765	4968	3394	5829	8160
Methanococcus_JJ	MMJJ_RS03360	4876	8617	6144.5	3741	0	0	False	False	5866	6008	4876	8617	5868	5632
Kang	B158DRAFT_2393	3767	7425	5938.666666666667	3658	0	0	False	False	5867	7425	3767	5992	6012	6569
Dino	3609916	4824	8305	6080.5	3481	0	0	False	False	5868	5331	4824	8305	5810	6345
Keio	16359	3351	8619	6302.0	5268	0	0	False	False	5869	6009	3351	8619	5870	8094
psRCH2	GFF3969	4017	8681	6043.5	4664	0	0	False	False	5870	6168	4017	8681	5904	5621
SynE	Synpcc7942_1437	5570	8462	6253.166666666667	2892	0	0	False	False	5871	5570	6143	8462	5830	5643
SynE	Synpcc7942_1627	4828	8307	6083.833333333333	3479	0	0	False	False	5872	5333	4828	8307	5815	6348
SB2B	6937095	3730	7616	5765.0	3886	0	0	False	False	5873	6063	5414	3730	5894	7616
Ponti	CA264_18050	3725	8766	6176.166666666667	5041	0	0	False	False	5874	6401	3725	8766	5924	6367
RalstoniaGMI1000	RS_RS08990	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
RalstoniaGMI1000	RS_RS09695	3723	7913	5741.666666666667	4190	0	0	False	False	5875	6169	7913	3723	5909	4861
Ddia6719	HGI48_RS00670	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
PV4	5211131	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Dino	3608813	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
SyringaeB728a_mexBdelta	Psyr_2932	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
psRCH2	GFF1001	3723	7913	5741.666666666667	4190	0	0	False	False	5875	6169	7913	3723	5909	4861
pseudo3_N2E3	AO353_02035	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Dino	3606663	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
azobra	AZOBR_RS02705	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
azobra	AZOBR_RS06410	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
ANA3	7023532	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
SynE	Synpcc7942_2327	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
pseudo6_N2E2	Pf6N2E2_5649	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
RalstoniaBSBF1503	RALBFv3_RS01040	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Dino	3609242	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
psRCH2	GFF1731	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Btheta	350585	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Btheta	350411	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
SyringaeB728a	Psyr_2932	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Ponti	CA264_05935	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Ponti	CA264_05330	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
RalstoniaUW163	UW163_RS14350	4829	7767	5872.833333333333	2938	0	0	False	False	5877	6032	7767	4859	5873	4829
Cup4G11	RR42_RS31505	4609	5986	5618.666666666667	1377	0	0	False	False	5898	5737	5986	4609	5838	5644
DvH	207005	4834	8308	6090.333333333333	3474	0	0	False	False	5899	5335	4834	8308	5816	6350
Keio	17313	4826	8169	5919.833333333333	3343	0	0	False	False	5900	5769	5009	4826	5846	8169
pseudo1_N1B4	Pf1N1B4_5383	3322	8313	6127.333333333333	4991	0	0	False	False	5901	5337	3322	8313	5819	8072
azobra	AZOBR_RS09185	4910	7028	5919.666666666667	2118	0	0	False	False	5902	7028	5036	4910	5977	6665
pseudo6_N2E2	Pf6N2E2_3569	4447	7202	5994.666666666667	2755	0	0	False	False	5903	7202	4447	5754	6019	6643
DvH	207704	4397	8608	6072.5	4211	0	0	False	False	5904	5983	4397	8608	5907	5636
Btheta	349851	4868	8315	6103.0	3447	0	0	False	False	5905	5340	4868	8315	5832	6358
Koxy	BWI76_RS15735	3482	8450	6026.833333333333	4968	0	0	False	False	5906	4512	3482	8025	5786	8450
Dino	3607641	4873	8316	6105.333333333333	3443	0	0	False	False	5907	5341	4873	8316	5836	6359
Smeli	SMc00295	4008	7981	5926.0	3973	0	0	False	False	5908	4403	4008	7981	5780	7476
Cup4G11	RR42_RS08400	3435	8859	6202.5	5424	0	0	False	False	5909	6653	3435	8859	5966	6393
Smeli	SM_b20413	4011	7982	5928.0	3971	0	0	False	False	5910	4405	4011	7982	5783	7477
azobra	AZOBR_RS25745	4408	8612	6078.666666666667	4204	0	0	False	False	5911	5987	4408	8612	5912	5642
Miya	8499983	4376	7356	6056.666666666667	2980	0	0	False	False	5912	7356	4376	5968	6061	6667
Ponti	CA264_18055	4412	8985	6321.166666666667	4573	0	0	False	False	5913	6854	4412	8985	6013	5750
Pedo557	CA265_RS19245	4897	7730	6073.5	2833	0	0	False	False	5914	7730	4897	5998	6090	5812
Burk376	H281DRAFT_04848	4083	6879	5893.5	2796	0	0	False	False	5915	6879	5760	4083	6021	6703
SynE	Synpcc7942_2399	4883	8320	6114.833333333333	3437	0	0	False	False	5916	5345	4883	8320	5857	6368
PS	Dsui_3077	5336	5917	5717.166666666667	581	0	0	False	False	5917	5834	5592	5336	5903	5721
Koxy	BWI76_RS15675	4432	8182	5945.666666666667	3750	0	0	False	False	5918	5871	4432	5358	5913	8182
Marino	GFF2962	4226	7858	6028.833333333333	3632	0	0	False	False	5919	4226	4890	7858	5785	7495
Korea	Ga0059261_1303	4900	8321	6122.166666666667	3421	0	0	False	False	5920	5346	4900	8321	5867	6379
pseudo13_GW456_L13	PfGW456L13_3124	4277	7898	6141.333333333333	3621	0	0	False	False	5921	4277	5447	7898	5791	7514
SyringaeB728a_mexBdelta	Psyr_2793	5018	7235	5948.0	2217	0	0	False	False	5922	6507	5033	5018	5973	7235
SyringaeB728a_mexBdelta	Psyr_2805	3663	7168	5933.5	3505	0	0	False	False	5923	6861	3663	5961	6025	7168
Miya	8500100	3663	7168	5933.5	3505	0	0	False	False	5923	6861	3663	5961	6025	7168
pseudo1_N1B4	Pf1N1B4_3562	3989	6751	5591.666666666667	2762	0	0	False	False	5925	4557	6511	3989	5817	6751
pseudo13_GW456_L13	PfGW456L13_4397	3989	6751	5591.666666666667	2762	0	0	False	False	5925	4557	6511	3989	5817	6751
Kang	B158DRAFT_0360	4207	7207	5784.666666666667	3000	0	0	False	False	5927	7207	4621	4207	6069	6677
Phaeo	GFF1746	4903	8323	6127.5	3420	0	0	False	False	5928	5360	4903	8323	5869	6382
Marino	GFF1999	4335	8467	6136.666666666667	4132	0	0	False	False	5929	4343	4335	7939	5807	8467
SB2B	6937788	3690	7634	5792.333333333333	3944	0	0	False	False	5930	6078	5485	3690	5937	7634
PV4	5208348	5155	5931	5714.5	776	0	0	False	False	5931	5828	5717	5155	5917	5739
MR1	201820	3841	8458	6038.833333333333	4617	0	0	False	False	5932	4292	3841	7902	5808	8458
PS	Dsui_3456	5340	5933	5734.333333333333	593	0	0	False	False	5933	5844	5632	5340	5920	5737
SB2B	6938444	3449	8195	5728.166666666667	4746	0	0	False	False	5934	5814	5059	3449	5918	8195
Btheta	354095	4920	8327	6140.0	3407	0	0	False	False	5935	5366	4920	8327	5901	6391
Korea	Ga0059261_1057	5386	8533	6234.666666666667	3147	0	0	False	False	5936	5875	5386	8533	5932	5746
PS	Dsui_2945	4927	8328	6143.5	3401	0	0	False	False	5937	5368	4927	8328	5905	6396
DvH	206167	4928	8329	6144.666666666667	3401	0	0	False	False	5938	5369	4928	8329	5906	6398
Btheta	350837	4930	8330	6146.0	3400	0	0	False	False	5939	5370	4930	8330	5908	6399
Smeli	SMa1924	3764	8125	5972.333333333333	4361	0	0	False	False	5940	4646	3764	8125	5855	7504
psRCH2	GFF3500	4154	9139	6378.333333333333	4985	0	0	False	False	5941	7159	4154	9139	6088	5789
ANA3	7024037	4533	7953	5920.833333333333	3420	0	0	False	False	5941	6213	7953	4533	5969	4916
BFirm	BPHYT_RS00315	4533	7953	5920.833333333333	3420	0	0	False	False	5941	6213	7953	4533	5969	4916
PV4	5209965	4533	7953	5920.833333333333	3420	0	0	False	False	5941	6213	7953	4533	5969	4916
Cup4G11	RR42_RS17730	4154	9139	6378.333333333333	4985	0	0	False	False	5941	7159	4154	9139	6088	5789
psRCH2	GFF564	4533	7953	5920.833333333333	3420	0	0	False	False	5941	6213	7953	4533	5969	4916
Cola	Echvi_1988	3872	7453	6014.666666666667	3581	0	0	False	False	5947	7453	3872	6008	6100	6708
MR1	203835	4502	8018	6071.666666666667	3516	0	0	False	False	5948	4502	4607	8018	5835	7520
Keio	15954	5275	7644	6092.666666666667	2369	0	0	False	False	5949	6180	5275	5540	5968	7644
SB2B	6937635	3456	8198	5738.5	4742	0	0	False	False	5950	5816	5081	3456	5930	8198
Cola	Echvi_0788	3878	7466	6022.0	3588	0	0	False	False	5951	7466	3878	6020	6104	6713
psRCH2	GFF2702	4612	8486	6219.666666666667	3874	0	0	False	False	5952	5771	4612	8486	5929	6568
Caulo	CCNA_02345	4950	8334	6184.5	3384	0	0	False	False	5953	5390	4950	8334	5914	6566
azobra	AZOBR_RS26280	4517	8624	6135.833333333333	4107	0	0	False	False	5954	6026	4517	8624	5951	5743
Phaeo	GFF2866	4620	8490	6223.5	3870	0	0	False	False	5955	5774	4620	8490	5931	6571
PS	Dsui_0613	4520	8625	6137.833333333333	4105	0	0	False	False	5956	6027	4520	8625	5954	5745
BFirm	BPHYT_RS28255	5005	8644	6234.0	3639	0	0	False	False	5957	6064	5005	8644	5967	5767
Cup4G11	RR42_RS00420	4953	8335	6187.166666666667	3382	0	0	False	False	5958	5392	4953	8335	5915	6570
Btheta	351269	4960	8359	6194.666666666667	3399	0	0	False	False	5959	5396	4960	8359	5919	6575
Caulo	CCNA_03377	4961	8360	6195.833333333333	3399	0	0	False	False	5960	5397	4961	8360	5921	6576
psRCH2	GFF2067	4963	8361	6197.0	3398	0	0	False	False	5961	5398	4963	8361	5922	6577
MR1	10942740	2650	8724	6299.5	6074	0	0	False	False	5962	6256	2650	8724	6017	8188
DdiaME23	DZA65_RS06145	3880	6452	5754.5	2572	0	0	False	False	5963	6452	6281	3880	6063	5888
pseudo6_N2E2	Pf6N2E2_566	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
RalstoniaUW163	UW163_RS18225	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
BFirm	BPHYT_RS04935	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
Cup4G11	RR42_RS12075	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
psRCH2	GFF483	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
RalstoniaPSI07	RPSI07_RS06785	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
Koxy	BWI76_RS15870	3889	7099	5820.666666666667	3210	0	0	False	False	5964	5222	7099	3889	5911	6839
pseudo6_N2E2	Pf6N2E2_1234	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
PS	Dsui_2142	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
SyringaeB728a_mexBdelta	Psyr_0526	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
RalstoniaUW163	UW163_RS09245	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
BFirm	BPHYT_RS22280	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
Cup4G11	RR42_RS22475	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
ANA3	7024975	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
HerbieS	HSERO_RS15510	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
SyringaeB728a	Psyr_1863	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
RalstoniaBSBF1503	RALBFv3_RS10970	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
Dino	3610435	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
BFirm	BPHYT_RS35710	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
pseudo5_N2C3_1	AO356_26840	4630	7014	5903.833333333333	2384	0	0	False	False	5964	5109	7014	4630	5896	6810
BFirm	BPHYT_RS11585	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
RalstoniaPSI07	RPSI07_RS12945	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
RalstoniaUW163	UW163_RS02610	4314	7841	5853.666666666667	3527	0	0	False	False	5964	6091	7841	4314	5981	4931
pseudo1_N1B4	Pf1N1B4_4167	4630	7014	5903.833333333333	2384	0	0	False	False	5964	5109	7014	4630	5896	6810
