orgId	locusId	gene_cluster_id	n_species	breadth_class	s_pangenome	s_pangenome_v2	breadth_subscore_orig	breadth_subscore_new	total_score	total_score_v2	rank_orig	rank_v2	rank_change
BFirm	BPHYT_RS30330	NC_010676.1_2120	6.0	universal	1.0	0.65	0.5	0.15	0.4075	0.355	4213	4729	-516
HerbieS	HSERO_RS18465	NZ_CP013136.1_3600	3.0	universal	1.0	0.575	0.5	0.075	0.4075	0.34375	4213	5181	-968
azobra	AZOBR_RS06735	NZ_VSRJ01000028.1_10	17.0	universal	1.0	0.925	0.5	0.425	0.4075	0.39625	4213	3334	879
ANA3	7024866	NZ_CP080411.1_2096	3.0	universal	1.0	0.575	0.5	0.075	0.4075	0.34375	4213	5181	-968
Putida	PP_4017	NZ_CP022561.1_1824	11.0	universal	1.0	0.775	0.5	0.275	0.4075	0.37375	4213	4072	141
Putida	PP_4248	NZ_SCFX01000003.1_244	17.0	universal	1.0	0.925	0.5	0.425	0.4075	0.39625	4213	3334	879
azobra	AZOBR_RS03875	NZ_VITE01000003.1_207	18.0	universal	1.0	0.95	0.5	0.45	0.4075	0.4	4213	3239	974
psRCH2	GFF1156	MCNJ01000065.1_13	21.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
PV4	5209487	NZ_CP080417.1_1936	5.0	universal	1.0	0.625	0.5	0.125	0.4075	0.35125	4213	4884	-671
ANA3	7023669	NZ_JAMDJQ010000001.1_958	2.0	universal	1.0	0.55	0.5	0.05	0.4075	0.34	4213	5303	-1090
PV4	5209469	NC_009092.1_1953	15.0	universal	1.0	0.875	0.5	0.375	0.4075	0.38875000000000004	4213	3555	658
acidovorax_3H11	Ac3H11_753	JAIBEQ010000918.1_12	2.0	universal	1.0	0.55	0.5	0.05	0.4075	0.34	4213	5303	-1090
Btheta	352755	CP103153.1_1065	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
Dino	3607709	NZ_CP097547.1_1135	4.0	universal	1.0	0.6	0.5	0.1	0.4075	0.34750000000000003	4213	5045	-832
Dino	3607662	NZ_CP097540.1_1088	12.0	universal	1.0	0.8	0.5	0.3	0.4075	0.3775	4213	3962	251
Dino	3607742	NZ_CP097547.1_1169	16.0	universal	1.0	0.9	0.5	0.4	0.4075	0.3925	4213	3430	783
Dino	3607736	NZ_CP097547.1_1163	15.0	universal	1.0	0.875	0.5	0.375	0.4075	0.38875000000000004	4213	3555	658
ANA3	7024464	NZ_JAMDJO010000001.1_1399	14.0	universal	1.0	0.85	0.5	0.35	0.4075	0.385	4213	3692	521
ANA3	7024885	NZ_NAJR01000010.1_117	12.0	universal	1.0	0.8	0.5	0.3	0.4075	0.3775	4213	3962	251
azobra	AZOBR_RS15735	NZ_CP032331.1_838	23.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
Dino	3610789	NZ_CP097552.1_22	19.0	universal	1.0	0.975	0.5	0.475	0.4075	0.40375	4213	3117	1096
PV4	5210272	NZ_CP080416.1_2682	12.0	universal	1.0	0.8	0.5	0.3	0.4075	0.3775	4213	3962	251
PV4	5209519	NZ_LVDJ01000001.1_515	8.0	universal	1.0	0.7	0.5	0.2	0.4075	0.3625	4213	4465	-252
psRCH2	GFF2487	NC_019936.1_2467	8.0	universal	1.0	0.7	0.5	0.2	0.4075	0.3625	4213	4465	-252
azobra	AZOBR_RS20460	NZ_CP022254.1_1442	10.0	universal	1.0	0.75	0.5	0.25	0.4075	0.37	4213	4213	0
Btheta	353827	CAMBIT010000146.1_2	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
DvH	206455	DOQA01000028.1_6	4.0	universal	1.0	0.6	0.5	0.1	0.4075	0.34750000000000003	4213	5045	-832
BFirm	BPHYT_RS31660	NC_010676.1_2388	14.0	universal	1.0	0.85	0.5	0.35	0.4075	0.385	4213	3692	521
WCS417	GFF4489	NZ_MDFH01000009.1_244	8.0	universal	1.0	0.7	0.5	0.2	0.4075	0.3625	4213	4465	-252
Putida	PP_1901	NZ_LDJF01000012.1_39	24.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
Putida	PP_2015	NZ_KK214957.1_24	15.0	universal	1.0	0.875	0.5	0.375	0.4075	0.38875000000000004	4213	3555	658
Putida	PP_1642	NZ_CP009974.1_3101	2.0	universal	1.0	0.55	0.5	0.05	0.4075	0.34	4213	5303	-1090
BFirm	BPHYT_RS13990	NZ_PVNC01000007.1_229	10.0	universal	1.0	0.75	0.5	0.25	0.4075	0.37	4213	4213	0
Putida	PP_2380	NZ_QJOV01000004.1_155	11.0	universal	1.0	0.775	0.5	0.275	0.4075	0.37375	4213	4072	141
psRCH2	GFF3077	PGYX01000290.1_2	3.0	universal	1.0	0.575	0.5	0.075	0.4075	0.34375	4213	5181	-968
pseudo3_N2E3	AO353_17610	NZ_POHO01000010.1_49	21.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
Putida	PP_2578	NZ_NHBC01000015.1_30	13.0	universal	1.0	0.825	0.5	0.325	0.4075	0.38125	4213	3838	375
SynE	Synpcc7942_0029	NC_006576.1_1585	2.0	universal	1.0	0.55	0.5	0.05	0.4075	0.34	4213	5303	-1090
HerbieS	HSERO_RS23355	NZ_CP049334.1_4621	15.0	universal	1.0	0.875	0.5	0.375	0.4075	0.38875000000000004	4213	3555	658
azobra	AZOBR_RS04720	NZ_CP022253.1_2464	15.0	universal	1.0	0.875	0.5	0.375	0.4075	0.38875000000000004	4213	3555	658
HerbieS	HSERO_RS20380	NZ_JWZZ01000032.1_85	10.0	universal	1.0	0.75	0.5	0.25	0.4075	0.37	4213	4213	0
HerbieS	HSERO_RS19375	NZ_JWZZ01000016.1_1	20.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
pseudo3_N2E3	AO353_16505	NZ_POHH01000009.1_148	4.0	universal	1.0	0.6	0.5	0.1	0.4075	0.34750000000000003	4213	5045	-832
BFirm	BPHYT_RS20930	NZ_PVNC01000001.1_569	19.0	universal	1.0	0.975	0.5	0.475	0.4075	0.40375	4213	3117	1096
ANA3	7024449	NZ_CP080412.1_1639	15.0	universal	1.0	0.875	0.5	0.375	0.4075	0.38875000000000004	4213	3555	658
DvH	206078	JAEWFS010000031.1_52	24.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
Putida	PP_2915	NZ_PIJT01000006.1_157	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
Putida	PP_2346	NZ_APBQ01000005.1_81	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
Korea	Ga0059261_4114	NZ_QQYN01000014.1_2	14.0	universal	1.0	0.85	0.5	0.35	0.4075	0.385	4213	3692	521
psRCH2	GFF2878	NZ_BDJA01000005.1_124	11.0	universal	1.0	0.775	0.5	0.275	0.4075	0.37375	4213	4072	141
Korea	Ga0059261_3571	NZ_QQWK01000005.1_204	11.0	universal	1.0	0.775	0.5	0.275	0.4075	0.37375	4213	4072	141
Btheta	354118	JAEXIU010000427.1_8	1.0	universal	1.0	0.525	0.5	0.025	0.4075	0.33625	4213	5456	-1243
BFirm	BPHYT_RS14870	NZ_SNVI01000001.1_3511	5.0	universal	1.0	0.625	0.5	0.125	0.4075	0.35125	4213	4884	-671
BFirm	BPHYT_RS15875	NZ_SNVI01000001.1_3311	24.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
Dino	3609463	NZ_CP097547.1_2900	20.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
psRCH2	GFF1638	NC_019936.1_1633	24.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
psRCH2	GFF1633	NC_019936.1_1628	17.0	universal	1.0	0.925	0.5	0.425	0.4075	0.39625	4213	3334	879
psRCH2	GFF1453	PGYX01000037.1_10	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
Dino	3609712	NZ_CP097547.1_3150	2.0	universal	1.0	0.55	0.5	0.05	0.4075	0.34	4213	5303	-1090
SynE	Synpcc7942_2310	NZ_CP085785.1_2365	1.0	universal	1.0	0.525	0.5	0.025	0.4075	0.33625	4213	5456	-1243
WCS417	GFF4268	NZ_CP010896.1_4291	17.0	universal	1.0	0.925	0.5	0.425	0.4075	0.39625	4213	3334	879
psRCH2	GFF2022	NC_019936.1_2007	1.0	universal	1.0	0.525	0.5	0.025	0.4075	0.33625	4213	5456	-1243
RalstoniaBSBF1503	RALBFv3_RS15800	NZ_NCTI01000001.1_1529	8.0	universal	1.0	0.7	0.5	0.2	0.4075	0.3625	4213	4465	-252
RalstoniaBSBF1503	RALBFv3_RS18815	NZ_NCTJ03000011.1_1174	10.0	universal	1.0	0.75	0.5	0.25	0.4075	0.37	4213	4213	0
RalstoniaBSBF1503	RALBFv3_RS14805	NZ_CAHW02000098.1_4	19.0	universal	1.0	0.975	0.5	0.475	0.4075	0.40375	4213	3117	1096
WCS417	GFF4062	NZ_AVQG01000001.1_372	18.0	universal	1.0	0.95	0.5	0.45	0.4075	0.4	4213	3239	974
Burk376	H281DRAFT_02014	NZ_QLTK01000009.1_3	22.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
psRCH2	GFF1095	MCNJ01000053.1_6	18.0	universal	1.0	0.95	0.5	0.45	0.4075	0.4	4213	3239	974
psRCH2	GFF1231	MCNJ01000034.1_24	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
SynE	Synpcc7942_0682	NZ_JACJTX010000005.1_229	7.0	universal	1.0	0.675	0.5	0.175	0.4075	0.35875	4213	4586	-373
PV4	5210319	NZ_LVDJ01000012.1_19	14.0	universal	1.0	0.85	0.5	0.35	0.4075	0.385	4213	3692	521
PV4	5209786	NZ_LVDJ01000009.1_56	20.0	universal	1.0	1.0	0.5	0.5	0.4075	0.4075	4213	2970	1243
Btheta	353469	JAGZEW010000024.1_28	9.0	universal	1.0	0.725	0.5	0.225	0.4075	0.36625	4213	4325	-112
pseudo6_N2E2	Pf6N2E2_2413				0.0	0.0	0.5	0.025	0.4074746562499999	0.40747465624999996	4594	3035	1559
Dino	3607750	NZ_CP097547.1_1177	18.0	universal	1.0	0.95	0.5	0.45	0.407455975	0.39995597499999996	4595	3259	1336
Btheta	353553	CAKVAB010000099.1_5	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.4074311875	0.3361811875	4596	5470	-874
SynE	Synpcc7942_2172	NC_006576.1_2063	1.0	universal	1.0	0.525	0.5	0.025	0.407420890625	0.336170890625	4597	5471	-874
BFirm	BPHYT_RS27065	NZ_SNVI01000002.1_2443	1.0	universal	1.0	0.525	0.5	0.025	0.4073359895833334	0.33608598958333336	4598	5472	-874
Miya	8501801				0.0	0.0	0.5	0.025	0.407288165625	0.40728816562500003	4599	3038	1561
Smeli	SMa5031	NZ_AGVV01000128.1_4	2.0	universal	1.0	0.55	0.5	0.05	0.407284103125	0.339784103125	4600	5326	-726
Cup4G11	RR42_RS21435	NZ_LZZU01000055.1_181	1.0	universal	1.0	0.525	0.5	0.025	0.407280096875	0.336030096875	4601	5475	-874
pseudo13_GW456_L13	PfGW456L13_1916	NZ_JAHBDG010000033.1_179	1.0	universal	1.0	0.525	0.5	0.025	0.40726998125	0.33601998125000004	4602	5476	-874
Pedo557	CA265_RS23100	NZ_JAGGPV010000016.1_168	4.0	universal	1.0	0.6	0.5	0.1	0.407229990625	0.347229990625	4603	5081	-478
Koxy	BWI76_RS15605	NZ_WMOS01000027.1_29	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.40717659375	0.33592659375000006	4604	5478	-874
Btheta	352529	NZ_JANUON010000003.1_2357	2.0	universal	0.9	0.45	0.5	0.05	0.407157809375	0.339657809375	4605	5332	-727
Btheta	354089	JAIIZG010000105.1_6	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.407141925	0.33589192500000004	4606	5480	-874
Cup4G11	RR42_RS08320	NZ_CP010536.1_1670	11.0	universal	0.9	0.675	0.5	0.275	0.407111328125	0.373361328125	4607	4114	493
SynE	Synpcc7942_1183	CP088958.1_1219	1.0	universal	1.0	0.525	0.5	0.025	0.4070727812499999	0.33582278125	4608	5488	-880
Btheta	351800	JAEWFO010000083.1_79	5.0	universal	1.0	0.625	0.5	0.125	0.40706304375	0.35081304375	4609	4912	-303
Koxy	BWI76_RS14375	NZ_VNRI01000008.1_181	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.407038984375	0.335788984375	4610	5489	-879
azobra	AZOBR_RS31295	NZ_CP007797.1_350	3.0	universal	1.0	0.575	0.5	0.075	0.4069109895833334	0.3431609895833333	4611	5219	-608
SyringaeB728a	Psyr_0231	NZ_CP047267.1_154	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.4068211927083334	0.33557119270833335	4612	5490	-878
Ponti	CA264_21300	NZ_CP021236.1_123	9.0	universal	1.0	0.725	0.5	0.225	0.4067966708333334	0.36554667083333336	4613	4379	234
Ponti	CA264_20490	NZ_AXBP01000020.1_407	1.0	universal	1.0	0.525	0.5	0.025	0.406739196875	0.335489196875	4614	5491	-877
RalstoniaGMI1000	RS_RS04315	NZ_JACWQF010000034.1_37	2.0	universal	0.9	0.45	0.5	0.05	0.4066666666666667	0.3391666666666667	4615	5343	-728
RalstoniaGMI1000	RS_RS04375	NZ_CP051173.1_1310	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.4066666666666667	0.34291666666666665	4615	5225	-610
Caulo	CCNA_01373	NC_011916.1_1327	1.0	universal	1.0	0.525	0.5	0.025	0.4066606031249999	0.33541060312500004	4617	5497	-880
WCS417	GFF1647	NZ_WKCL01000025.1_10	5.0	universal	1.0	0.625	0.5	0.125	0.4066482999999999	0.35039830000000005	4618	4925	-307
HerbieS	HSERO_RS13715	NZ_CP049334.1_2708	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.40663759375	0.33538759375	4619	5498	-879
Caulo	CCNA_02010	NC_011916.1_1931	4.0	universal	1.0	0.6	0.5	0.1	0.40663261875	0.34663261875	4620	5093	-473
Pedo557	CA265_RS19980	NZ_JAGGPU010000010.1_240	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.406510978125	0.335260978125	4621	5499	-878
acidovorax_3H11	Ac3H11_907	NZ_LUKZ01000019.1_15	1.0	universal	1.0	0.525	0.5	0.025	0.406497175	0.335247175	4622	5500	-878
PV4	5209738	NZ_CP080418.1_2209	6.0	universal	1.0	0.65	0.5	0.15	0.4064802916666666	0.35398029166666667	4623	4770	-147
Btheta	351475	CP103377.1_4968	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.406479896875	0.335229896875	4624	5501	-877
BFirm	BPHYT_RS22910	NC_010676.1_623	4.0	universal	1.0	0.6	0.5	0.1	0.4064053770833333	0.3464053770833333	4625	5095	-470
BFirm	BPHYT_RS13080	NC_010681.1_2612	1.0	universal	1.0	0.525	0.5	0.025	0.4063692614583333	0.3351192614583334	4626	5503	-877
Cup4G11	RR42_RS08125	NZ_CP010536.1_1629	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.406319365625	0.33506936562499995	4627	5506	-879
SyringaeB728a	Psyr_2773	NZ_QPBQ01000102.1_42			0.4	0.0	0.5	0.025	0.4063171302083334	0.3463171302083334	4628	5097	-469
pseudo1_N1B4	Pf1N1B4_2163	NZ_LUKJ01000003.1_2184	9.0	universal	0.9	0.625	0.5	0.225	0.406286821875	0.36503682187500003	4629	4391	238
SB2B	6938038				0.0	0.0	0.5	0.025	0.4062724010416667	0.40627240104166673	4630	3054	1576
Korea	Ga0059261_2413	NZ_QQWT01000005.1_9	1.0	universal	1.0	0.525	0.5	0.025	0.406261053125	0.335011053125	4631	5507	-876
Btheta	349945	JANUIA010000005.1_3069	1.0	universal	1.0	0.525	0.5	0.025	0.40622115625	0.33497115625	4632	5513	-881
pseudo3_N2E3	AO353_15725	NZ_POHH01000010.1_70	3.0	universal	1.0	0.575	0.5	0.075	0.406218015625	0.34246801562499996	4633	5251	-618
pseudo1_N1B4	Pf1N1B4_753	NZ_JACNDV010000001.1_520	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.40611003125	0.33486003125	4634	5515	-881
Miya	8500389				0.0	0.0	0.5	0.025	0.406099309375	0.406099309375	4635	3070	1565
Miya	8499973				0.0	0.0	0.5	0.025	0.405934628125	0.405934628125	4636	3077	1559
Keio	17041				0.0	0.0	0.5	0.025	0.40592756875	0.40592756875	4637	3078	1559
Keio	15769				0.0	0.0	0.5	0.025	0.405913671875	0.405913671875	4638	3079	1559
Putida	PP_1715	NZ_JUHC01000035.1_3	21.0	universal	1.0	1.0	0.5	0.5	0.4058333333333334	0.4058333333333334	4639	3081	1558
BFirm	BPHYT_RS29390	NC_010676.1_1929	17.0	universal	1.0	0.925	0.5	0.425	0.4058333333333334	0.3945833333333334	4639	3394	1245
PV4	5209710	NZ_CP080422.1_2129	17.0	universal	1.0	0.925	0.5	0.425	0.4058333333333334	0.3945833333333334	4639	3394	1245
PV4	5210019	NZ_CP080418.1_2488	7.0	universal	1.0	0.675	0.5	0.175	0.4058333333333334	0.35708333333333336	4639	4668	-29
pseudo6_N2E2	Pf6N2E2_4366	NZ_FOTH01000013.1_136	9.0	universal	1.0	0.725	0.5	0.225	0.4058333333333334	0.36458333333333337	4639	4406	233
pseudo5_N2C3_1	AO356_05730	NZ_CP012831.1_1154	5.0	universal	0.9	0.525	0.5	0.125	0.4058333333333333	0.3495833333333333	4644	4964	-320
Caulo	CCNA_03953	NZ_PJRR01000007.1_139	1.0	universal	1.0	0.525	0.5	0.025	0.4058283875	0.3345783875	4645	5524	-879
BFirm	BPHYT_RS25335	NC_010676.1_1104	2.0	universal	1.0	0.55	0.5	0.05	0.4058283239583333	0.33832832395833334	4646	5396	-750
SynE	Synpcc7942_1952	NZ_JACJSY010000001.1_317	1.0	universal	1.0	0.525	0.5	0.025	0.405768915625	0.334518915625	4647	5525	-878
PV4	5208377	NZ_CP080422.1_878	3.0	universal	1.0	0.575	0.5	0.075	0.4057316458333333	0.34198164583333335	4648	5260	-612
Marino	GFF2282	JAGLCV010000451.1_4	1.0	universal	1.0	0.525	0.5	0.025	0.40563925625	0.33438925625000004	4649	5528	-879
Cola	Echvi_1748				0.0	0.0	0.5	0.025	0.4054920124999999	0.40549201249999994	4650	3087	1563
Pedo557	CA265_RS24175	NZ_JAGGPV010000016.1_486	1.0	universal	1.0	0.525	0.5	0.025	0.40545078125	0.33420078125	4651	5530	-879
SynE	Synpcc7942_0192	NZ_JACJSY010000003.1_233	1.0	universal	1.0	0.525	0.5	0.025	0.4053652656249999	0.33411526562500005	4652	5538	-886
Cola	Echvi_1567				0.0	0.0	0.5	0.025	0.4053557187499999	0.4053557187499999	4653	3091	1562
pseudo3_N2E3	AO353_13420	NZ_POHK01000041.1_1			0.4	0.0	0.5	0.025	0.4053128447916667	0.3453128447916667	4654	5133	-479
WCS417	GFF3925	NZ_WKEY01000006.1_54	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.405225934375	0.33397593437500006	4655	5540	-885
DdiaME23	DZA65_RS18785	NZ_WABD01000085.1_10	2.0	universal	1.0	0.55	0.5	0.05	0.4051827	0.3376827	4656	5411	-755
SynE	Synpcc7942_2133	NZ_JACJTW010000001.1_501	26.0	universal	1.0	1.0	0.5	0.5	0.4051105625	0.40511056249999994	4657	3095	1562
Caulo	CCNA_01716	NZ_CP079926.1_1636	1.0	universal	1.0	0.525	0.5	0.025	0.405	0.33375	4658	5544	-886
acidovorax_3H11	Ac3H11_2519	JAIBEQ010001048.1_13	1.0	universal	1.0	0.525	0.5	0.025	0.405	0.33375	4658	5544	-886
ANA3	7022752				0.0	0.0	0.5	0.025	0.405	0.405	4658	3096	1562
MR1	201544	NC_004347.2_2225	4.0	universal	1.0	0.6	0.5	0.1	0.4049999999999999	0.34500000000000003	4661	5139	-478
pseudo5_N2C3_1	AO356_27990	NZ_FMTK01000001.1_313	9.0	universal	1.0	0.725	0.5	0.225	0.4049999999999999	0.36375	4661	4426	235
Smeli	SMc03874	NC_003047.1_3326	1.0	universal	1.0	0.525	0.5	0.025	0.4049999999999999	0.33375	4661	5544	-883
Koxy	BWI76_RS16465	NZ_KK036954.1_1797	23.0	universal	1.0	1.0	0.5	0.5	0.4049999999999999	0.40499999999999997	4661	3097	1564
pseudo5_N2C3_1	AO356_04390	NZ_FMXJ01000029.1_73	6.0	universal	1.0	0.65	0.5	0.15	0.4049999999999999	0.3525	4661	4853	-192
pseudo1_N1B4	Pf1N1B4_1858	NZ_MOBL01000029.1_33	6.0	universal	1.0	0.65	0.5	0.15	0.4049999999999999	0.3525	4661	4853	-192
pseudo1_N1B4	Pf1N1B4_570	NZ_LUKJ01000003.1_588	12.0	universal	1.0	0.8	0.5	0.3	0.4049999999999999	0.375	4661	4045	616
Koxy	BWI76_RS11955	JADRUK010000007.1_82	4.0	universal	1.0	0.6	0.5	0.1	0.4049999999999999	0.34500000000000003	4661	5139	-478
pseudo1_N1B4	Pf1N1B4_3049	NZ_JACVBI010000004.1_66	5.0	universal	1.0	0.625	0.5	0.125	0.4049999999999999	0.34875	4661	4988	-327
pseudo13_GW456_L13	PfGW456L13_4490	NZ_JAHUWM010000008.1_15	6.0	universal	1.0	0.65	0.5	0.15	0.4049999999999999	0.3525	4661	4853	-192
Koxy	BWI76_RS13520	MTLK01000064.1_1	6.0	universal	1.0	0.65	0.5	0.15	0.4049999999999999	0.3525	4661	4853	-192
Cup4G11	RR42_RS08395	NZ_CP010536.1_1685	17.0	universal	0.9	0.825	0.5	0.425	0.404941665625	0.39369166562499996	4672	3412	1260
Dda3937	DDA3937_RS12030	NZ_JABEPB010000024.1_9	2.0	universal	1.0	0.55	0.5	0.05	0.404912453125	0.337412453125	4673	5425	-752
Korea	Ga0059261_3211	NZ_QQWJ01000030.1_10	1.0	universal	1.0	0.525	0.5	0.025	0.404892759375	0.333642759375	4674	5554	-880
HerbieS	HSERO_RS06080	NZ_CP049334.1_1197	1.0	universal	1.0	0.525	0.5	0.025	0.40481809375	0.33356809374999996	4675	5556	-881
PS	Dsui_1242	NZ_CAJHOC010000004.1_91	5.0	universal	0.9	0.525	0.5	0.125	0.404785	0.348535	4676	4993	-317
SynE	Synpcc7942_0052	NC_006576.1_1563	3.0	universal	1.0	0.575	0.5	0.075	0.404736275	0.340986275	4677	5276	-599
psRCH2	GFF4069	NC_019936.1_4037	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.40470174375	0.33345174375000003	4678	5559	-881
Korea	Ga0059261_2168	NZ_QLJC01000001.1_492	13.0	universal	1.0	0.825	0.5	0.325	0.404465378125	0.378215378125	4679	3940	739
Btheta	353859	JANUHY010000004.1_2425	1.0	universal	1.0	0.525	0.5	0.025	0.404413359375	0.33316335937499997	4680	5569	-889
SB2B	6936610				0.0	0.0	0.5	0.025	0.40435171875	0.40435171875	4681	3104	1577
ANA3	7026041	NC_008577.1_3266	3.0	universal	1.0	0.575	0.5	0.075	0.4043399010416667	0.34058990104166664	4682	5286	-604
Btheta	351490	JAIIKX010000085.1_7	22.0	universal	0.9	0.9	0.5	0.5	0.404289284375	0.404289284375	4683	3107	1576
Btheta	350120	NZ_RWHY01000044.1_48	1.0	universal	1.0	0.525	0.5	0.025	0.4042663875	0.3330163875	4684	5571	-887
SynE	Synpcc7942_1502	NZ_JACJTW010000004.1_140	1.0	universal	1.0	0.525	0.5	0.025	0.404224646875	0.332974646875	4685	5572	-887
Korea	Ga0059261_2540	NZ_PGEN01000001.1_2493	6.0	universal	1.0	0.65	0.5	0.15	0.404215709375	0.3517157093750001	4686	4875	-189
pseudo1_N1B4	Pf1N1B4_36	NZ_JAHUWR010000010.1_157	9.0	universal	1.0	0.725	0.5	0.225	0.4041666666666666	0.36291666666666667	4687	4451	236
Smeli	SMc01372	NZ_CP021219.1_3532	4.0	universal	1.0	0.6	0.5	0.1	0.4041666666666666	0.3441666666666667	4687	5165	-478
MR1	202649	NC_004347.2_3322	3.0	universal	1.0	0.575	0.5	0.075	0.4041666666666666	0.34041666666666665	4687	5290	-603
Smeli	SMc03872	NZ_RPIZ01000084.1_22	1.0	universal	1.0	0.525	0.5	0.025	0.4041666666666666	0.33291666666666664	4687	5574	-887
Btheta	351212	DXOP01000110.1_13	3.0	universal	1.0	0.575	0.5	0.075	0.40407633125	0.34032633125	4691	5298	-607
Phaeo	GFF1821	NZ_CP010595.1_1837	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.403985815625	0.33273581562500004	4692	5585	-893
Cup4G11	RR42_RS21040	NZ_SUQM01000027.1_89	1.0	universal	1.0	0.525	0.5	0.025	0.4038858239583334	0.33263582395833335	4693	5588	-895
psRCH2	GFF1343	NC_019936.1_1341	4.0	universal	1.0	0.6	0.5	0.1	0.40386536875	0.34386536875000007	4694	5179	-485
Btheta	350167	NZ_JANULH010000002.1_1049	1.0	universal	1.0	0.525	0.5	0.025	0.4038446499999999	0.33259465	4695	5589	-894
Koxy	BWI76_RS23520	CP044109.1_1965	1.0	universal	1.0	0.525	0.5	0.025	0.403834821875	0.332584821875	4696	5590	-894
SynE	Synpcc7942_0757	NZ_JACJTW010000005.1_143	1.0	universal	1.0	0.525	0.5	0.025	0.403710025	0.332460025	4697	5608	-911
SB2B	6938041				0.0	0.0	0.5	0.025	0.40367748125	0.40367748125	4698	3132	1566
Dyella79	N515DRAFT_3940				0.0	0.0	0.5	0.025	0.403675421875	0.403675421875	4699	3133	1566
Btheta	349546	NZ_JAJCIP010000011.1_119	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.4036696718749999	0.33241967187499993	4700	5612	-912
Dino	3610162	NZ_CP097547.1_3600	1.0	universal	1.0	0.525	0.5	0.025	0.403648421875	0.332398421875	4701	5613	-912
Keio	16076	NZ_JALMSS010000016.1_58	2.0	universal	1.0	0.55	0.5	0.05	0.40357508125	0.33607508125	4702	5473	-771
DdiaME23	DZA65_RS13110	NZ_WABH01000074.1_10	23.0	universal	0.9	0.9	0.5	0.5	0.403494734375	0.40349473437500005	4703	3138	1565
Btheta	350597	NZ_JAHOBB010000007.1_133	17.0	universal	1.0	0.925	0.5	0.425	0.40347649375	0.39222649375	4704	3475	1229
MR1	201807	NC_004347.2_2479			0.5	0.025	0.5	0.025	0.4034048125	0.33215481249999995	4705	5619	-914
pseudo5_N2C3_1	AO356_20340				0.0	0.0	0.5	0.025	0.4033501	0.4033501	4706	3141	1565
Ponti	CA264_15640	NZ_AXBP01000018.1_177	1.0	universal	1.0	0.525	0.5	0.025	0.4033373125	0.3320873125	4707	5620	-913
pseudo1_N1B4	Pf1N1B4_4447	NZ_JACVBI010000002.1_499	29.0	universal	1.0	1.0	0.5	0.5	0.4033333333333334	0.4033333333333333	4708	3142	1566
Marino	GFF2386	NZ_JAHWRS010000001.1_1025	7.0	universal	1.0	0.675	0.5	0.175	0.4033333333333334	0.3545833333333333	4708	4759	-51
SB2B	6937076				0.0	0.0	0.5	0.025	0.4033333333333334	0.4033333333333333	4708	3142	1566
SynE	Synpcc7942_2469	NZ_JACJTX010000001.1_107	14.0	universal	1.0	0.85	0.5	0.35	0.403183140625	0.38068314062499997	4711	3879	832
psRCH2	GFF2574	NZ_BDJA01000003.1_464	1.0	universal	1.0	0.525	0.5	0.025	0.40314101875	0.33189101875	4712	5626	-914
SynE	Synpcc7942_1924	NC_006576.1_2321	1.0	universal	1.0	0.525	0.5	0.025	0.4030955625	0.33184556249999997	4713	5627	-914
MR1	200362	NC_004347.2_1115	3.0	universal	1.0	0.575	0.5	0.075	0.40308675	0.33933675	4714	5339	-625
