orgId	locusId	desc	annotation_class	max_abs_fit	top_condition_class	top_condition_fit	n_specific_phenotypes	n_condition_classes	gene_cluster_id	is_core	is_auxiliary	module	module_prediction	OG_id	og_n_organisms	essentiality_class	is_essential_dark	essential_prediction	n_domains	domain_names	top_cofit_partners	top_cofit_score	s_fitness	s_conservation	s_inference	s_pangenome	s_biogeographic	s_tractability	total_score
MR1	202130	hypothetical protein (NCBI ptt file)	hypothetical	3.1914709	stress	3.1914709	3	1.0	NC_004347.2_2806	True	False	M026	Phage tail assembly protein				False						0.6489338625	0.0	0.5	0.5	0.0	0.85	0.422233465625
azobra	AZOBR_RS32180	hypothetical protein	hypothetical	2.5497322	nitrogen source	2.5497322	3	1.0						OG00799	12.0	never_essential	False		1.0	YitT_membrane	GntR family transcriptional regulator | ABC transporter substrate-binding protein | glutamine synthetase	0.56401581312339	0.5687165249999999	0.55	0.55	0.0	0.0	0.6	0.42217913125
SynE	Synpcc7942_1949	hypothetical protein	hypothetical	2.945179	stress	2.068505	0	1.0	NZ_CP033061.1_1893	True	False						False		1.0	DUF3181	hypothetical protein | hypothetical protein | hypothetical protein	0.679688402649825	0.46814737500000003	0.0	0.55	1.0	0.0	0.44999999999999996	0.42203684375
acidovorax_3H11	Ac3H11_129	hypothetical protein	hypothetical	3.9034204	nitrogen source	3.9034204	0	3.0	NZ_LUKZ01000031.1_119	True	False						False				hypothetical protein | Transposase for insertion sequence element IS1071 in transposon Tn5271 | Transcriptional regulator, LysR family	0.638311795451952	0.58792755	0.0	0.4	1.0	0.0	0.44999999999999996	0.4219818875
SB2B	6937776	hypothetical protein (RefSeq)	hypothetical	3.9027276	stress	3.9027276	0	8.0						OG02508	16.0	variably_essential	False		1.0	DUF2066	putative lipoprotein (RefSeq) | penicillin-binding protein 1A (RefSeq) | UDP-N-acetylglucosamine 2-epimerase (RefSeq)	0.92729824384179	0.58784095	0.6	0.35	0.0	0.0	0.85	0.4219602375
ANA3	7023794	hypothetical protein (RefSeq)	hypothetical	2.382425			0		NZ_CP080411.1_1078	True	False			OG04417	9.0	never_essential	False		1.0	DUF4198			0.297803125	0.4875	0.35	1.0	0.0	0.3	0.4219507812500001
Dino	3609186	hypothetical protein (RefSeq)	hypothetical	3.0209715	stress	3.0209715	1	1.0	NZ_CP097547.1_2621	True	False						False				thioesterase superfamily protein (RefSeq) | hypothetical protein (RefSeq) | TRAP dicarboxylate transporter, DctM subunit (RefSeq)	0.710920165984072	0.5276214375	0.0	0.4	1.0	0.0	0.6	0.421905359375
Miya	8499969	hypothetical protein (RefSeq)	hypothetical	3.1806297	stress	3.1806297	3	1.0				M020	PF01336	OG05282	6.0	variably_essential	False		1.0	Mu-like_Pro			0.6475787125	0.425	0.6499999999999999	0.0	0.0	0.44999999999999996	0.421894678125
pseudo6_N2E2	Pf6N2E2_2674	FIG00953856: hypothetical protein	hypothetical	3.602616			0		NZ_FMYA01000022.1_76	True	False			OG11475	7.0	variably_essential	False						0.450327	0.4458333333333333	0.2	1.0	0.0	0.3	0.4217484166666666
ANA3	7025694	hypothetical protein (RefSeq)	hypothetical	3.522372			0		NZ_NAJR01000002.1_334	False	True			OG11886	4.0	never_essential	False		1.0	DUF6572			0.4402965	0.3833333333333333	0.35	0.9	0.0	0.3	0.42174079166666667
SynE	Synpcc7942_1908	hypothetical protein	hypothetical	2.9356935	stress	2.9356935	0	2.0	CP088958.1_1953	True	False						False		1.0	DUF2996	GTP-binding protein LepA | Fe-S-cluster oxidoreductase-like | hypothetical protein	0.876501768282539	0.4669616875	0.0	0.55	1.0	0.0	0.44999999999999996	0.421740421875
pseudo3_N2E3	AO353_22810	hypothetical protein	hypothetical	2.3740778			0		NZ_JACNBQ010000011.1_147	True	False			OG06925	9.0	variably_essential	False		1.0	DUF2970			0.296759725	0.4875	0.35	1.0	0.0	0.3	0.42168993125
Caulo	CCNA_02934	hypothetical protein	hypothetical	2.9337053	nitrogen source	2.8016844	0	5.0	NC_002696.2_2786	True	False						False		1.0	DUF998	glucosyltransferase | trypsin-like peptidase | hypothetical protein	0.504371413867712	0.46671316250000006	0.0	0.55	1.0	0.0	0.44999999999999996	0.421678290625
DvH	408337	conserved hypothetical protein (TIGR)	hypothetical	3.520334			0		JAEWFS010000059.1_88	False	True			OG13450	4.0	never_essential	False		1.0	DUF2188			0.44004175	0.3833333333333333	0.35	0.9	0.0	0.3	0.4216771041666667
MR1	200962	conserved hypothetical protein (NCBI ptt file)	hypothetical				0		NC_004347.2_1675	True	False			OG02718	13.0	variably_essential	True		3.0	Enoyl_reductase | Eno-Rase_NADH_b | Eno-Rase_FAD_bd			0.15	0.5708333333333333	0.35	1.0	0.0	0.5	0.4216666666666667
pseudo1_N1B4	Pf1N1B4_2462	FIG00955037: hypothetical protein	hypothetical				0		NZ_LUKJ01000003.1_2478	True	False			OG05305	13.0	variably_essential	True		1.0	DUF2780			0.15	0.5708333333333333	0.35	1.0	0.0	0.5	0.4216666666666667
PV4	5208336	hypothetical protein (RefSeq)	hypothetical	5.669462			0		NZ_CP080418.1_837	True	False			OG05361	4.0	never_essential	False						0.5	0.3833333333333333	0.2	1.0	0.0	0.3	0.42166666666666663
ANA3	7023533	hypothetical protein (RefSeq)	hypothetical	4.948696			0		NZ_JAMDJQ010000001.1_816	True	False			OG05480	4.0	never_essential	False						0.5	0.3833333333333333	0.2	1.0	0.0	0.3	0.42166666666666663
ANA3	7025318	hypothetical protein (RefSeq)	hypothetical	7.1747723			0		NZ_JAMDJQ010000001.1_2398	True	False			OG05800	4.0	variably_essential	False						0.5	0.3833333333333333	0.2	1.0	0.0	0.3	0.42166666666666663
Btheta	352048	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.4520578	stress	2.4520578	2	4.0	JANUSI010000001.1_436	True	False	M027	K01847				False						0.506507225	0.0	0.5	1.0	0.0	0.44999999999999996	0.42162680625
Ponti	CA264_00160	hypothetical protein	hypothetical	3.727647	stress	3.727647	0	2.0	NZ_AXBP01000021.1_73	True	False	M030	PF10111				False						0.565955875	0.0	0.5	1.0	0.0	0.3	0.42148896874999997
SynE	Synpcc7942_1968	hypothetical protein	hypothetical	2.927202	stress	2.927202	0	1.0	NZ_JACJTX010000001.1_618	True	False						False		5.0	DUF512 | Radical_SAM_2 | PDZ_6	hypothetical protein | ribosomal large subunit pseudouridine synthase B | uncharacterized FAD-dependent dehydrogenase	0.856733251589614	0.46590025	0.0	0.55	1.0	0.0	0.44999999999999996	0.4214750625
Caulo	CCNA_02449	hypothetical protein	hypothetical	2.9258838	stress	2.9258838	0	6.0	NC_011916.1_2357	True	False						False		1.0	DUF2491	O-antigen membrane transport protein | long-chain-fatty-acid--CoA ligase | TonB-dependent receptor	0.605942226469731	0.465735475	0.0	0.55	1.0	0.0	0.44999999999999996	0.42143386875
Smeli	SMa0431	hypothetical protein	hypothetical	2.0963652			0		NZ_RPKJ01000043.1_15	False	True			OG05471	5.0	variably_essential	False		1.0	DUF6088			0.26204565	0.4041666666666667	0.35	0.9	0.0	0.7	0.42134474583333337
Marino	GFF212	conserved hypothetical protein, membrane	hypothetical	2.5224607	stress	2.5224607	1	1.0	JANSXQ010000002.1_302	True	False	M033					False						0.4653075875	0.0	0.35	1.0	0.0	0.85	0.42132689687499997
Caulo	CCNA_01967	hypothetical protein with pentapeptide repeats	hypothetical	2.9182703	stress	2.0830922	0	1.0	NZ_CP034122.1_1895	True	False						False		3.0	Pentapeptide | Pentapeptide_4 | Pentapeptide_3	hypothetical protein | AcoR-family transcriptional regulator | AhpD-family alkylhydroperoxidase	0.492114822775013	0.46478378750000005	0.0	0.55	1.0	0.0	0.44999999999999996	0.421195946875
Btheta	351232	hypothetical protein (NCBI ptt file)	hypothetical	3.3977609	stress	1.8725437	0	2.0	NZ_JADMWQ010000027.1_84	False	True						False		1.0	DUF4248	conserved hypothetical protein (NCBI ptt file) | hypothetical protein (NCBI) | hypothetical protein (NCBI ptt file)	0.237769378549598	0.5247201125000001	0.0	0.55	0.9	0.0	0.44999999999999996	0.42118002812500005
RalstoniaPSI07	RPSI07_RS14910	hypothetical protein	hypothetical	2.114729			0		NZ_CP022798.1_1578	False	True			OG04258	20.0	variably_essential	False		1.0	GPW_gp25			0.264341125	0.6	0.35	0.9	0.0	0.3	0.42108528125
Marino	GFF1743	protein containing DUF785	DUF	2.0071483			0		NZ_CP076686.1_2502	True	False			OG06882	2.0	variably_essential	False		1.0	Zn_protease			0.2508935375	0.3416666666666667	0.35	1.0	0.0	0.7	0.42105671770833336
Koxy	BWI76_RS15865	hypothetical protein	hypothetical	2.1911464	nitrogen source	2.01656	1	2.0	NZ_CP090078.1_4125	False	True						False				hypothetical protein | hypothetical protein | colicin V synthesis protein	0.479037791711408	0.42389330000000003	0.0	0.4	0.9	0.0	1.0	0.42097332500000006
Dino	3609920	hypothetical protein (RefSeq)	hypothetical	2.7507029	stress	1.080822	0	1.0	NZ_CP097547.1_3358	True	False	M002	PF00950				False		2.0	Pentapeptide | Pentapeptide_4			0.4438378625	0.0	0.6499999999999999	1.0	0.0	0.3	0.420959465625
Ponti	CA264_12405	hypothetical protein	hypothetical	2.9078686	stress	2.9078686	0	2.0	NZ_AXBP01000016.1_815	True	False						False		1.0	Polysacc_deac_1	hypothetical protein | glycosyltransferase family 1 protein | glycosyl transferase	0.872751461582161	0.46348357500000004	0.0	0.55	1.0	0.0	0.44999999999999996	0.42087089375000003
pseudo1_N1B4	Pf1N1B4_1015	FIG00954638: hypothetical protein	hypothetical				0		NZ_LUKJ01000003.1_1036	True	False			OG15981	8.0	variably_essential	True	PF02653	1.0	DUF3509			0.15	0.4666666666666667	0.44999999999999996	1.0	0.0	0.5	0.42083333333333334
Marino	GFF1311	membrane protein containing DUF368	DUF				0		NZ_JAHXRN010000012.1_40	True	False			OG05565	8.0	variably_essential	True	PF01073	1.0	DUF368			0.15	0.4666666666666667	0.44999999999999996	1.0	0.0	0.5	0.42083333333333334
Koxy	BWI76_RS27605	hypothetical protein	hypothetical	2.1060102	pH	1.1314114	0	1.0	NZ_JWCT01000253.1_8	False	True						False		1.0	HicB	ribose-phosphate pyrophosphokinase | transcriptional regulator | HAD family hydrolase	0.319162777383828	0.363251275	0.0	0.55	0.9	0.0	0.85	0.42081281875000004
SynE	Synpcc7942_2380	hypothetical protein	hypothetical	3.8646543	stress	3.8646543	0	2.0	CP088958.1_2434	True	False						False				hypothetical protein | hypothetical protein | hypothetical protein	0.823192043447835	0.5830817875000001	0.0	0.4	1.0	0.0	0.44999999999999996	0.42077044687500004
SyringaeB728a_mexBdelta	Psyr_2763	Protein of unknown function DUF159	DUF	2.9837196	stress	2.9837196	1	1.0						OG03144	22.0	variably_essential	False		1.0	SRAP	Phage tail tape measure protein lambda | Protein of unknown function DUF264 | conserved hypothetical protein	0.968290422891988	0.52296495	0.6	0.55	0.0	0.0	0.6	0.4207412375
Dino	3609221	hypothetical protein (RefSeq)	hypothetical	2.9030962	stress	2.9030962	0	1.0	NZ_CP097547.1_2654	True	False						False		1.0	DUF4389	hypothetical protein (RefSeq) | Asp/Glu racemase (RefSeq) | hypothetical protein (RefSeq)	0.444610174967556	0.462887025	0.0	0.55	1.0	0.0	0.44999999999999996	0.42072175625
Korea	Ga0059261_2266	Uncharacterized protein conserved in bacteria	uncharacterized	2.7429469	stress	2.7429469	0	4.0	NZ_QLJC01000001.1_396	True	False	M005	PF16576				False		1.0	Extensin-like_C			0.44286836250000006	0.0	0.6499999999999999	1.0	0.0	0.3	0.42071709062499996
pseudo6_N2E2	Pf6N2E2_4052	FIG00955481: hypothetical protein	hypothetical	2.4750662			0		NZ_FMYA01000076.1_7	True	False			OG11388	8.0	variably_essential	False		1.0	DUF1161			0.309383275	0.4666666666666667	0.35	1.0	0.0	0.3	0.4206791520833334
SB2B	6938723	hypothetical protein (RefSeq)	hypothetical	3.4044254	anaerobic	3.4044254	1	1.0				M026	PF01228	OG03103	10.0	variably_essential	False		1.0	ThrE			0.575553175	0.5083333333333333	0.44999999999999996	0.0	0.0	0.85	0.4205549604166667
SB2B	6936700	hypothetical protein (RefSeq)	hypothetical	3.8576307	stress	3.1209452	0	3.0						OG01768	31.0	variably_essential	False		1.0	Cytochrom_C_asm	type II and III secretion system protein (RefSeq) | hypothetical protein (RefSeq) | general secretion pathway protein F (RefSeq)	0.460809714415692	0.5822038375	0.6	0.35	0.0	0.0	0.85	0.42055095937500003
SynE	Synpcc7942_1458	hypothetical protein	hypothetical	2.7372785	stress	2.7372785	0	1.0	NZ_CP085785.1_1500	True	False	M005	PF00528				False		1.0	DUF218			0.4421598125	0.0	0.6499999999999999	1.0	0.0	0.3	0.42053995312500003
Miya	8501440	protein of unknown function DUF523 (RefSeq)	DUF	3.0241039	starvation	3.0241039	1	1.0						OG05096	14.0	never_essential	False		1.0	2-thiour_desulf	phospholipid/glycerol acyltransferase (RefSeq) | branched-chain amino acid aminotransferase (RefSeq) | response regulator receiver modulated CheW protein (RefSeq)	0.639120767128272	0.5280129875	0.5916666666666667	0.55	0.0	0.0	0.6	0.42033658020833337
Putida	PP_4517	conserved protein of unknown function	uncharacterized	2.0628293			0		NZ_QAYQ01000197.1_76	True	False			OG06784	11.0	variably_essential	False		2.0	UPF0149 | TIGR02292			0.2578536625	0.5291666666666667	0.35	1.0	0.0	0.3	0.42029674895833335
RalstoniaGMI1000	RS_RS04485	DUF2059 domain-containing protein	DUF	2.5957017			0		NZ_JACWNV010000094.1_3	True	False			OG12480	7.0	variably_essential	False		1.0	DUF2059			0.3244627125	0.4458333333333333	0.35	1.0	0.0	0.3	0.4202823447916667
Btheta	350739	hypothetical protein (NCBI ptt file)	hypothetical	2.886682	carbon source	1.7266455	0	2.0	NZ_JADMXB010000003.1_389	True	False						False		1.0	DUF4492	integrase (NCBI ptt file) | putative pyridine nucleotide-disulfide oxidoreductase (NCBI ptt file) | hypothetical protein (NCBI ptt file)	0.405952717516796	0.46083525000000003	0.0	0.55	1.0	0.0	0.44999999999999996	0.42020881250000003
Caulo	CCNA_01896	hypothetical protein	hypothetical	3.8466556	carbon source	3.7925537	0	6.0	NZ_CP023313.2_1885	True	False						False				TonB-dependent receptor | TonB-dependent receptor | TonB-dependent receptor	0.757650046491929	0.58083195	0.0	0.4	1.0	0.0	0.44999999999999996	0.4202079875
Btheta	350600	hypothetical protein (NCBI ptt file)	hypothetical	2.8861346	stress	1.4149015	0	1.0	NZ_VDVC01000028.1_20	True	False						False		1.0	DUF4251	hypothetical protein (NCBI ptt file) | two-component system response regulator (NCBI ptt file) | transcriptional regulator (NCBI ptt file)	0.403996986714325	0.460766825	0.0	0.55	1.0	0.0	0.44999999999999996	0.42019170624999996
Btheta	351085	hypothetical protein (NCBI ptt file)	hypothetical	2.8852124	stress	2.070567	0	2.0	JAEXXA010000318.1_7	True	False						False		1.0	DUF4943	Na+/dicarboxylate or sulfate symporter (NCBI ptt file) | Mg2+/Co2+ transport protein (NCBI ptt file) | electron transfer flavoprotein beta-subunit (NCBI ptt file)	0.375951938161394	0.46065155	0.0	0.55	1.0	0.0	0.44999999999999996	0.4201628875
SynE	Synpcc7942_2126	hypothetical protein	hypothetical	3.6847994	stress	3.6847994	0	1.0	NZ_JACJTX010000001.1_458	True	False	M000	K01090				False						0.560599925	0.0	0.5	1.0	0.0	0.3	0.42014998125
pseudo1_N1B4	Pf1N1B4_6024	FIG00953292: hypothetical protein	hypothetical	2.0031781			0		NZ_JACVBI010000002.1_190	True	False			OG11464	9.0	variably_essential	False						0.2503972625	0.4875	0.2	1.0	0.0	0.7	0.420099315625
Btheta	352852	hypothetical protein (NCBI ptt file)	hypothetical	2.8829963	stress	2.8829963	0	2.0	NZ_KE159460.1_661	True	False						False		1.0	DcaP	3-oxoacyl-[acyl-carrier-protein] synthase III (NCBI ptt file) | putative butyrate kinase (NCBI ptt file) | conserved hypothetical protein (NCBI ptt file)	0.5049306633496	0.4603745375	0.0	0.55	1.0	0.0	0.44999999999999996	0.42009363437499997
Btheta	353551	hypothetical protein (NCBI ptt file)	hypothetical	3.3620431	nitrogen source	1.4948384	0	2.0	NZ_JADNDW010000017.1_52	False	True						False		2.0	HTH_17 | TIGR01764	subtilisin-like serine proteases (NCBI ptt file) | conserved hypothetical protein, putative non-specific DNA-binding protein (NCBI ptt file) | conserved hypothetical protein (NCBI ptt file)	0.353793857813222	0.5202553875	0.0	0.55	0.9	0.0	0.44999999999999996	0.42006384687500004
Ddia6719	HGI48_RS13040	hypothetical protein	hypothetical	2.0008864	plant	2.0008864	0	1.0	NZ_JALDOH010000002.1_192	False	True			OG14070	3.0	never_essential	False				hypothetical protein | alpha/beta hydrolase | ABC transporter substrate-binding protein	0.593293773095816	0.35011080000000006	0.3625	0.4	0.9	0.0	0.44999999999999996	0.4200277
Cup4G11	RR42_RS08330	hypothetical protein	hypothetical	5.0822434			0		NZ_CP010536.1_1672	False	True	M006	PF00171				False		1.0	Phage_base_V			0.5	0.0	0.6499999999999999	0.9	0.0	0.3	0.42000000000000004
BFirm	BPHYT_RS36400	hypothetical protein	hypothetical	4.2912455			0		NC_010679.1_121	False	True	M004	PF00067				False		1.0	Phage_integrase			0.5	0.0	0.6499999999999999	0.9	0.0	0.3	0.42000000000000004
pseudo13_GW456_L13	PfGW456L13_4231	hypothetical protein	hypothetical	2.9303312			0		NZ_JAHUWI010000001.1_261	True	False			OG16844	2.0	variably_essential	False						0.3662914	0.3416666666666667	0.2	1.0	0.0	0.7	0.41990618333333335
PS	Dsui_0457	Protein of unknown function (DUF2782)	DUF	2.8763635	stress	2.8763635	0	1.0	NC_016616.1_446	True	False						False		1.0	DUF2782	protein-disulfide isomerase | hypothetical protein | putative nucleoside-diphosphate sugar epimerase	0.759094213915515	0.4595454375	0.0	0.55	1.0	0.0	0.44999999999999996	0.419886359375
Methanococcus_JJ	MMJJ_RS05280	hypothetical protein	hypothetical	3.2490346			0		NZ_AP011526.1_33	True	False	M004		OG07271	2.0	variably_essential	False						0.406129325	0.3416666666666667	0.35	1.0	0.0	0.3	0.4198656645833334
pseudo3_N2E3	AO353_23325	hypothetical protein	hypothetical	2.393589	survival	2.393589	2	1.0	NZ_POHM01000031.1_30	True	False	M010	PF00563				False						0.499198625	0.0	0.5	1.0	0.0	0.44999999999999996	0.41979965625
Keio	16612	hypothetical protein (NCBI)	hypothetical	2.5501368	stress	2.5501368	0	1.0						OG00649	32.0	variably_essential	False		1.0	TPR_21	peptidyl-prolyl cis-trans isomerase (rotamase D) (NCBI) | scaffolding protein for murein synthesizing machinery (NCBI) | predicted mechanosensitive channel (NCBI)	0.606901163597639	0.41876710000000006	0.6	0.55	0.0	0.0	0.85	0.41969177500000004
SynE	Synpcc7942_2059	hypothetical protein	hypothetical	2.8673286	stress	2.8673286	0	3.0	NZ_CP085785.1_2107	True	False						False		1.0	SepF	cell division protein Ftn2-like | hypothetical protein | putative anti-sigma regulatory factor	0.670866582380386	0.45841607500000003	0.0	0.55	1.0	0.0	0.44999999999999996	0.41960401875000003
SynE	Synpcc7942_0562	hypothetical protein	hypothetical	2.8662298	stress	2.8662298	0	3.0	NZ_CP085785.1_573	True	False						False		1.0	DUF3531	Sec-independent protein translocase TatD | hypothetical protein | RNA polymerase sigma factor RpoE	0.667308522556027	0.458278725	0.0	0.55	1.0	0.0	0.44999999999999996	0.41956968125
Btheta	354055	hypothetical protein (NCBI ptt file)	hypothetical	3.1859307	stress	3.1859307	0	1.0	NZ_JANULM010000001.1_2445	False	True	M017					False		2.0	HTH_3 | HTH_26			0.4982413375	0.0	0.5	0.9	0.3	0.3	0.41956033437500007
PS	Dsui_2895	ABC-type uncharacterized transport system, periplasmic component	uncharacterized	2.3052864			0		VAUH01000032.1_23	True	False			OG02628	9.0	never_essential	False		1.0	ABC_sub_bind			0.2881608	0.4875	0.35	1.0	0.0	0.3	0.41954020000000003
pseudo5_N2C3_1	AO356_11500	hypothetical protein	hypothetical	2.3834157	stress	2.3834157	3	1.0				M014	K03808	OG11739	9.0	never_essential	False						0.5479269625	0.4875	0.5	0.0	0.0	0.85	0.41948174062500004
SynE	Synpcc7942_2198	hypothetical protein	hypothetical	2.8633397	stress	2.8633397	0	3.0	NC_006576.1_2037	True	False						False		1.0	NurA	hypothetical protein | 5',5'''-P-1,P-4-tetraphosphate phosphorylase II-like | sodium-dependent bicarbonate transporter	0.7538233968782	0.4579174625	0.0	0.55	1.0	0.0	0.44999999999999996	0.419479365625
Dda3937	DDA3937_RS12170	hypothetical protein	hypothetical	3.6632357			0		NC_014500.1_2433	True	False			OG04958	6.0	never_essential	False						0.4579044625	0.425	0.2	1.0	0.0	0.3	0.419476115625
Burk376	H281DRAFT_00152	Protein of unknown function (DUF3460)	DUF	2.1694396			0		NZ_CADFFP010000005.1_323	True	False			OG09240	10.0	variably_essential	False		1.0	DUF3460			0.27117995	0.5083333333333333	0.35	1.0	0.0	0.3	0.4194616541666667
Btheta	350608	hypothetical protein (NCBI ptt file)	hypothetical	3.8196943	carbon source	2.6301875	0	2.0	NZ_CP103247.1_3517	True	False						False				propionyl-CoA carboxylase beta chain (NCBI ptt file) | rubredoxin (NCBI ptt file) | conserved hypothetical protein, putative DNA helicase (NCBI ptt file)	0.37175098176955	0.5774617875	0.0	0.4	1.0	0.0	0.44999999999999996	0.419365446875
SynE	Synpcc7942_0761	hypothetical protein	hypothetical	2.272796			0		NZ_JACJTW010000005.1_139	True	False	M009	PF00999	OG05685	2.0	never_essential	False						0.2840995	0.3416666666666667	0.5	1.0	0.0	0.3	0.41935820833333337
Caulo	CCNA_03420	hypothetical protein	hypothetical	3.8192987	stress	3.8192987	0	4.0	NC_011916.1_3278	True	False						False				CopY/TcrY-family transcriptional regulator | PadR-family transcriptional regulator | CopY/TcrY family transcriptional repressor	0.973156467974498	0.5774123375	0.0	0.4	1.0	0.0	0.44999999999999996	0.419353084375
Ponti	CA264_04830	hypothetical protein	hypothetical	2.8591428	stress	2.8591428	0	1.0	NZ_AXBP01000013.1_68	True	False						False		2.0	2_5_RNA_ligase2 | LigT_PEase	transcriptional regulator | FAD-dependent oxidoreductase | HIT family protein	0.70912444514365	0.45739284999999996	0.0	0.55	1.0	0.0	0.44999999999999996	0.4193482125
Btheta	353572	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.8583174	stress	2.1603153	0	2.0	NZ_JAHOAQ010000002.1_237	True	False						False		2.0	AAA-ATPase_like | PDDEXK_9	conserved hypothetical protein (NCBI ptt file) | rteB, two-component system response regulator (NCBI ptt file) | conserved hypothetical protein (NCBI ptt file)	0.290829441381563	0.45728967499999995	0.0	0.55	1.0	0.0	0.44999999999999996	0.41932241875
SynE	Synpcc7942_1960	hypothetical protein	hypothetical	2.8570075	stress	2.8570075	0	3.0	NZ_CP006471.1_1262	True	False						False		2.0	DUF2396 | TIGR02652	hypothetical protein | hypothetical protein | hypothetical protein	0.802429544801421	0.45712593749999997	0.0	0.55	1.0	0.0	0.44999999999999996	0.41928148437499996
SB2B	6939440	hypothetical protein (RefSeq)	hypothetical	3.2287478	stress	3.2287478	2	1.0				M011	PF00109	OG03189	8.0	never_essential	False		1.0	BOF			0.6035934749999999	0.4666666666666667	0.44999999999999996	0.0	0.0	0.85	0.4192317020833333
Btheta	351444	conserved hypothetical protein (NCBI ptt file)	hypothetical	3.6522326	stress	3.6522326	0	3.0	JANUNA010000006.1_5217	True	False	M001					False		2.0	Biotin_lipoyl | Biotin_lipoyl_2			0.556529075	0.0	0.5	1.0	0.0	0.3	0.41913226875
HerbieS	HSERO_RS02800	hypothetical protein	hypothetical	2.1583588			0		NZ_CP034395.1_536	True	False			OG00870	10.0	never_essential	False		1.0	MesX			0.26979485	0.5083333333333333	0.35	1.0	0.0	0.3	0.41911537916666664
Btheta	353446	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.8513386	stress	1.8130367	0	1.0	JAAWKV010000107.1_14	True	False						False		1.0	ExbD	hypothetical protein (NCBI ptt file) | conserved hypothetical protein (NCBI ptt file) | conserved hypothetical protein (NCBI ptt file)	0.264511637017909	0.456417325	0.0	0.55	1.0	0.0	0.44999999999999996	0.41910433124999996
SynE	Synpcc7942_0558	hypothetical protein	hypothetical	2.8511746	stress	2.8511746	0	3.0	CP088961.1_567	True	False						False		1.0	CPP1-like	RNA methyltransferase TrmH, group 3 | ATP-dependent Clp protease proteolytic subunit ClpP | putative modulator of DNA gyrase	0.838908828878781	0.456396825	0.0	0.55	1.0	0.0	0.44999999999999996	0.41909920625
Btheta	349703	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.850543	nitrogen source	1.7908094	0	1.0	JAIHSL010000371.1_4	True	False						False		1.0	TIGR03987	TraN-like protein (NCBI) | hypothetical protein (NCBI ptt file) | TraI-like protein (NCBI)	0.249778637864689	0.456317875	0.0	0.55	1.0	0.0	0.44999999999999996	0.41907946874999996
Korea	Ga0059261_0174	hypothetical protein	hypothetical	2.8489006	stress	1.4414002	0	2.0	NZ_QQWN01000005.1_75	True	False						False		1.0	CcmD	Cytochrome c biogenesis factor | Cytochrome b subunit of the bc complex | heme exporter protein CcmC	0.518857783300836	0.456112575	0.0	0.55	1.0	0.0	0.44999999999999996	0.41902814375
Dyella79	N515DRAFT_3111	hypothetical protein	hypothetical	3.80634	nitrogen source	3.80634	0	1.0						OG02034	37.0	variably_essential	False		1.0	DUF484	elongation factor G | Glycosyltransferase involved in cell wall bisynthesis | dTDP-4-amino-4,6-dideoxygalactose transaminase	0.453560675734251	0.5757925	0.6	0.55	0.0	0.0	0.44999999999999996	0.41894812499999995
pseudo5_N2C3_1	AO356_26390	hypothetical protein	hypothetical	2.0984924			0		NZ_FPJC01000003.1_262	True	False			OG13295	8.0	never_essential	False						0.26231155	0.4666666666666667	0.2	1.0	0.0	0.7	0.4189112208333334
Dda3937	DDA3937_RS13760	DUF1795 domain-containing protein	DUF	2.3645394			0		NZ_SMHE01000017.1_22	False	True			OG11291	12.0	never_essential	False		1.0	DcrB			0.295567425	0.55	0.35	0.9	0.0	0.3	0.41889185625
Keio	15714	orf, hypothetical protein (VIMSS)	hypothetical	2.5242112	carbon source	1.105707	0	1.0						OG02599	45.0	variably_essential	False		3.0	AAA_26 | CbiA | TIGR00347	orf, hypothetical protein (VIMSS) | hybrid sensory kinase in two-component regulatory system with RcsB and YojN (RefSeq) | flagellar motor switch protein G (NCBI)	0.551544232698845	0.41552639999999996	0.6	0.55	0.0	0.0	0.85	0.4188816
Ponti	CA264_16985	hypothetical protein	hypothetical	3.6391315	stress	3.6391315	0	1.0	NZ_CP021235.1_3411	True	False	M000	PF00884				False						0.5548914375	0.0	0.5	1.0	0.0	0.3	0.418722859375
SynE	Synpcc7942_1417	hypothetical protein	hypothetical	2.8386796	stress	2.8386796	0	2.0	NZ_JACJTX010000004.1_30	True	False						False		1.0	SLH	apolipoprotein N-acyltransferase | hypothetical protein | hypothetical protein	0.935464853294302	0.45483494999999996	0.0	0.55	1.0	0.0	0.44999999999999996	0.4187087375
Koxy	BWI76_RS15685	hypothetical protein	hypothetical	2.9976494	carbon source	2.4141526	0	1.0	NZ_VNNP01000077.1_24	False	True						False				hypothetical protein | hypothetical protein | hypothetical protein	0.502643377359646	0.474706175	0.0	0.4	0.9	0.0	0.85	0.41867654375
SynE	Synpcc7942_1889	hypothetical protein	hypothetical	2.6761186	stress	2.6761186	0	2.0	NZ_JACJSY010000001.1_253	True	False	M013	PF06182				False		2.0	BE_C | Glyco_hydro_57			0.43451482500000005	0.0	0.6499999999999999	1.0	0.0	0.3	0.41862870625000004
