#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_MRCS01000026.1_21	216		DUF2931 domain-containing protein				WP_095944334.1	UPI000BB30754	UniRef100_UPI000BB30754,UniRef50_A0A0K1QV94,UniRef90_UPI000BB30754
NZ_JAFIIV010000505.1_1	134		DNA methyltransferase						UniRef50_A0A2P9EGE6,UniRef90_UPI00133087D6
NZ_JAHSTT010000017.1_59	310	prs	Ribose-phosphate pyrophosphokinase	2.7.6.1	GO:0000287,GO:0002189,GO:0004749,GO:0005524,GO:0005737,GO:0006015,GO:0006164,GO:0009156,GO:0016301	COG0462,F		UPI00027032A8	UniRef100_A0A3M4QLZ3,UniRef50_Q63XL8,UniRef90_Q88PX6
JALDNL010000068.1_10	237	aphA	acid phosphatase AphA	3.1.3.2	GO:0003993,GO:0030288		WP_048222439.1	UPI000650906E	UniRef100_A0A0J1LMZ4,UniRef50_P0AE22,UniRef90_A0A5Y3V6K4
DIEH01000021.1_2	55		Lipoprotein						UniRef50_A0A4U9HYN1
NZ_MLFM01000006.1_179	150	aroQ	type II 3-dehydroquinate dehydratase	4.2.1.10	GO:0003855,GO:0008652,GO:0009073,GO:0009423,GO:0019631	COG0757,E	WP_002555369.1	UPI0000009474	UniRef100_Q87VS6,UniRef50_Q88QD4,UniRef90_Q87VS6
NZ_JACARK010000184.1_21	365	ipsA	HTH-type transcriptional regulator IpsA				WP_008431528.1	UPI000272C4A6	UniRef100_A0A2N7Y3Q2,UniRef50_A0A5E7US35,UniRef90_A0A5E7US35
NZ_JABUYI010000030.1_32	286		Helix-turn-helix domain-containing protein				WP_043494378.1	UPI0004E29E11	UniRef100_A0A377PL13,UniRef50_S5NG28,UniRef90_A0A097R4H1
NZ_AOKA01000098.1_1	108		hypothetical protein						
NZ_ATZD01000001.1_363	163		Aldo/keto reductase family protein						UniRef50_A0A1G7YDE2
NZ_LMKI01000023.1_508	293		HAMP domain-containing protein						UniRef50_A0A3M4QRT2,UniRef90_A0A3M4QRT2
NZ_FONH01000001.1_158	288	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE					UPI0008E8EBA9	UniRef100_A0A1I1X8P0,UniRef50_M4NB46,UniRef90_A0A1I1X8P0
NZ_WKAS01000030.1_15	479		Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme				WP_024675055.1	UPI00041EF144	UniRef100_A0A9Q4A3D4,UniRef90_A0A5E6RUK2
LORG01000002.1_228	296	ccoP	cytochrome-c oxidase, cbb3-type subunit III	7.1.1.9	GO:0004129		WP_062782529.1	UPI000786A9EB	UniRef100_A0A3N1R159,UniRef50_N6W0T5,UniRef90_A0A346RY18
NZ_JZZI01000021.1_22	227	yrfG	GMP/IMP nucleotidase	3.1.3.-,3.1.3.5		COG1011,H	WP_008503043.1	UPI000289B4E8	UniRef100_A0A156B4U8,UniRef50_P64636,UniRef90_W7NX99
NZ_PPTC01000031.1_1	74		hypothetical protein						
NZ_QAJQ01000002.1_163	373		Thioredoxin domain-containing protein				WP_124558105.1	UPI000F5ABA51	UniRef100_A0A3N7E1F0,UniRef50_A0A0Q4G9U7,UniRef90_A0A3N7E1F0
NZ_JADRUJ010000006.1_171	58		hypothetical protein				WP_196562075.1	UPI0018C543DF	UniRef100_UPI0018C543DF,UniRef50_A0A377ZB43,UniRef90_UPI0018C543DF
NZ_QAYQ01000094.1_48	755		S-type pyocin domain-containing protein				WP_108190988.1	UPI000D340C60	UniRef100_UPI000D340C60,UniRef50_A0A2S3WWC8,UniRef90_UPI002364635C
NZ_QLTK01000023.1_88	511		Lipoprotein					UPI000DC427F6	UniRef100_A0A329BIZ9,UniRef50_U2FUU4,UniRef90_A0A2S8RI29
NZ_CM001840.1_692	494	gntR	Transcriptional regulator, GntR family with aminotransferase domain				WP_024108252.1	UPI0003A453EE	UniRef100_UPI0003A453EE,UniRef50_D2BSG7,UniRef90_D2BSG7
NZ_JACYNB010000023.1_4	113	scpB	SMC-Scp complex subunit ScpB				WP_163029521.1	UPI0013D3E768	UniRef100_UPI0013D3E768,UniRef50_A0A5N9I5J0,UniRef90_A0A0Q4ETM0
NZ_LUKJ01000001.1_155	465		Nitrate/nitrite transporter				WP_063340212.1	UPI0007AF667A	UniRef100_A0A166QXF1,UniRef50_A0A2H5AYZ1,UniRef90_A0A166QXF1
NZ_RWIR01000067.1_10	380		Acyl-CoA dehydrogenase FadE34				WP_160389347.1	UPI001365D357	UniRef100_UPI001365D357,UniRef50_S6AJA3,UniRef90_A0A5E7MCD3
CP103377.1_2977	144		Glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein				WP_039953112.1	UPI00031F81CC	UniRef100_A0A2M9VA99,UniRef50_D5RA16,UniRef90_A0A2M9VA99
NZ_JAJJYJ010000039.1_2	162	lysR	LysR family transcriptional regulator				WP_089541819.1	UPI000B61693B	UniRef100_UPI0012D87A12,UniRef50_A0A127T5N3,UniRef90_UPI0012D87A12
NZ_PCZM01000037.1_13	222		hypothetical protein				WP_230081853.1	UPI000F18F087	UniRef100_UPI000F18F087,UniRef50_UPI0023F7AD9A,UniRef90_UPI0023F7AD9A
NZ_LUKJ01000003.1_2314	574		putative 2-aminoethylphosphonate ABC transporter permease subunit		GO:0005886,GO:0033223,GO:0033225,GO:0055052		WP_063342229.1	UPI0007AF7F74	UniRef100_A0A166NNG2,UniRef50_A0A6S7EHY2,UniRef90_A0A0C5ET51
NZ_JACLUT010000020.1_605	503		phage portal protein		GO:0005198,GO:0019068,GO:0044423		WP_226324065.1	UPI001CF510C3	UniRef100_UPI001CF510C3,UniRef50_A7ME68,UniRef90_UPI001C7046A5
NZ_FPKK01000015.1_68	335		Peptide chain release factor RF-3				WP_072387787.1	UPI000876FE27	UniRef100_A0A1K2DMW4,UniRef50_Q9HW14,UniRef90_J2EGR6
NZ_POHV01000009.1_112	132		Phage GP46				WP_085748147.1	UPI000A1EB5CE	UniRef100_A0AAP8T623,UniRef50_A0A3M3EZ60,UniRef90_A0A3M3EZ60
NZ_BEGJ01000040.1_4	73		YejG-like protein						UniRef50_A0A655E310
NZ_VDAO01000096.1_11	125		hypothetical protein						UniRef50_A0A7W3DAA2,UniRef90_UPI002B2D8B95
NC_004347.2_1748	134	lysR	LysR substrate-binding domain-containing protein						UniRef50_UPI00321B059E
NZ_BBQM01000024.1_223	276	phnC	phosphonate ABC transporter ATP-binding protein	7.3.2.2	GO:0005524,GO:0015416,GO:0015716,GO:0016020		WP_059414160.1	UPI000750B815	UniRef100_UPI000750B815,UniRef50_Q0K1N8,UniRef90_A0A643FQ84
NZ_QFVP01000024.1_24	705		Phage DNA packaging protein				WP_048221187.1	UPI0006506E48	UniRef100_A0A0J1LY90,UniRef50_A0A7R7D197,UniRef90_A0A0J1LY90
NZ_FNPO01000006.1_175	296		2-oxoglutaramate amidase				WP_007182547.1	UPI0001D23E78	UniRef100_A0A1Y3L2P0,UniRef50_A0A5C5U4S8,UniRef90_A0A120G6L3
NZ_WQQQ01000010.1_34	243		hypothetical protein				WP_215642911.1	UPI001C0256E8	UniRef100_UPI001C0256E8,UniRef50_A0A3Q9ILW7,UniRef90_A0A3E4UIS6
NZ_CP079218.1_888	245		Oxidoreductase				WP_219077713.1	UPI001C564D9E	UniRef100_UPI001C564D9E,UniRef50_W5WF74,UniRef90_A0A085ZAA4
NZ_JALDXB010000001.1_548	400		Endolytic murein transglycosylase				WP_053257559.1	UPI0006A62794	UniRef100_A0A3M3XCV4,UniRef50_A0A120G5V4,UniRef90_A0A423EPG4
NZ_PDIC01000001.1_300	148		Pseudouridine synthase						UniRef50_A0A947N809,UniRef90_A0A377CYU0
NZ_JAESPG010000010.1_75	655		Amidohydrolase						UniRef50_A0A379IP70,UniRef90_A0A423NGI0
NZ_WJNN01000086.1_3	541		Tn3 family transposase		GO:0004803			UPI000797E44C	UniRef100_A0AAE9Q8Q2,UniRef50_A0A6C7H4A9,UniRef90_A0A377E8M8
NZ_NCNT01000019.1_223	400		hypothetical protein						UniRef50_A0AAE4MUX3
NZ_AP021902.1_3733	133		Urease-associated protein				WP_047737825.1	UPI00064AE4B5	UniRef100_A0A0G3GFA2,UniRef50_A0A2C9EQJ4,UniRef90_A0A0G3GFA2
NZ_CP027758.1_1004	153		DUF1120 domain-containing protein				WP_338134742.1	UPI000F6CA070	UniRef100_UPI000F6CA070,UniRef50_UPI000F6CA070,UniRef90_UPI000F6CA070
NZ_JAEIJY010000059.1_13	82		PH domain-containing protein				WP_024641882.1	UPI0004073EB9	UniRef100_A0A244EP99,UniRef50_A0A244EP99,UniRef90_A0A244EP99
NZ_MTSA01000013.1_68	246		Glucose 1-dehydrogenase				WP_084918787.1	UPI000A0A3517	UniRef100_A0A244ENL2,UniRef50_A0A0P0RQ15,UniRef90_A0A9E2WAU5
NZ_NAJR01000016.1_15	357		ParB/RepB/Spo0J family partition protein				WP_037426883.1	UPI00014BD3C9	UniRef100_A0A5B8R203,UniRef50_A0A5B8R203,UniRef90_A0A5B8R203
NZ_LACC01000023.1_172	250	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	2.1.1.228	GO:0002939,GO:0005829,GO:0030488,GO:0052906	COG0336,J	WP_007897583.1	UPI00026FABEF	UniRef100_A0A0F4TIW3,UniRef50_P0A873,UniRef90_Q88MV4
NZ_JACXXO010000004.1_98	370		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase	2.4.1.-					UniRef50_A0AAX3FTZ5,UniRef90_A0A2N7RGE0
NZ_JAHCTN010000142.1_1	128	traD	type IV conjugative transfer system coupling protein TraD			COG3505,U	WP_214184253.1	UPI001BD99475	UniRef100_UPI001D114086,UniRef50_A0A3Q8D5F7,UniRef90_A0A3Q8D5F7
NZ_CABVHU010000013.1_51	96		Cytochrome c domain-containing protein				WP_003196231.1	UPI00000C02EC	UniRef100_Q8GCG9,UniRef50_J2TE73,UniRef90_J2TE73
NZ_CP080420.1_2088	89		Conserved hypothetical methyl-accepting chemotaxis protein				WP_011865888.1	UPI00005D9B95	UniRef100_A3QEQ8,UniRef50_A0A1N6YZT6,UniRef90_A3QEQ8
NZ_CP087166.1_1761	85		Ogr/Delta-like zinc finger family protein				WP_081794887.1	UPI0009DF922C	UniRef100_A0A9X2XLB0,UniRef50_A0A0C5E8I2,UniRef90_A0A9X2XLB0
NZ_JACXBO010000022.1_4	354		DUF1016 domain-containing protein				WP_016487843.1	UPI00034EDCDE	UniRef100_A0A8T3UXP5,UniRef50_K0CHA0,UniRef90_A0A8T3UXP5
NZ_AFTH01000137.1_1	68		hypothetical protein						
NZ_JALDNQ010000033.1_75	71	osmB	osmotically-inducible lipoprotein OsmB				WP_024106271.1	UPI00039E897D	UniRef100_A0AAP6S012,UniRef50_P0ADA7,UniRef90_A0A5B8HKX9
NZ_JUYL01000178.1_3	64	tauE	putative membrane transporter protein			COG0730,P	WP_049162566.1	UPI000667052C	UniRef100_A0A6A8EIM0,UniRef50_A0A223U8W3,UniRef90_A0A223U8W3
NZ_JAFHZN010000047.1_8	105	abrB	AbrB family transcriptional regulator				WP_003158655.1	UPI00022F2C6F	UniRef100_A0A894X9F7,UniRef50_A0A3S0DFT5,UniRef90_A0A894X9F7
NZ_JACMZW010000012.1_61	312	pbpG	D-alanyl-D-alanine endopeptidase	3.4.21.-	GO:0006508,GO:0009002		WP_010458699.1	UPI00029B173F	UniRef100_A0AB36CWC2,UniRef50_A0A085JC64,UniRef90_A0A5E6T9C0
NZ_AZQQ01000102.1_10	415		Cytosine deaminase				WP_033061091.1	UPI00045D0E17	UniRef100_A0A059KV56,UniRef50_A0AAE8NBA7,UniRef90_A0A5E7H8H9
NZ_JAHMSC010000021.1_42	512		Histidine kinase				WP_216744702.1	UPI001C1EDA89	UniRef100_UPI001C1EDA89,UniRef50_A0A0L0AI16,UniRef90_A0A1J0EJN0
NZ_CABVJA010000028.1_61	338		Ammonia monooxygenase				WP_150799455.1	UPI00124153CE	UniRef100_A0A5E7VBL5,UniRef50_A0A1H2BA98,UniRef90_A0A5E7ES53
NZ_LCZB01000052.1_66	63	copG	Ribbon-helix-helix protein CopG domain-containing protein				WP_019093286.1	UPI000313BA4B	UniRef100_A0A1H4R298,UniRef50_A0A109LAU8,UniRef90_A0A2G0W8D6
NZ_CABVHW010000005.1_106	95		IS66 family transposase IS684					UPI001257788E	UniRef100_A0A5E7BY22,UniRef50_A0A5E7BY22,UniRef90_A0A5E7BY22
NZ_VHIO01000001.1_159	520		ATP-dependent endonuclease				WP_060765777.1	UPI000762D0E6	UniRef100_A0A109L8D8,UniRef50_A0A2V4FUF8,UniRef90_A0A3M6GTA1
NZ_LXJP01000006.1_12	253		Acyltransferase 3 domain-containing protein					UPI00084B0E5E	UniRef100_A0A1E4XK38,UniRef50_A0A1E4XK38,UniRef90_A0A1E4XK38
NZ_LZZU01000075.1_95	514		hypothetical protein				WP_183035938.1	UPI0015FF9CB6	UniRef100_UPI0015FF9CB6,UniRef50_F8GZ15,UniRef90_UPI0020A6BAE3
NZ_NFYR01000011.1_218	67	copG	CopG family transcriptional regulator				WP_087775764.1	UPI000B41C1C9	UniRef100_UPI000B41C1C9,UniRef50_A0A3E2KP28,UniRef90_UPI000B41C1C9
NZ_QPCF01000084.1_5	216	ilvC	ketol-acid reductoisomerase	1.1.1.86	GO:0004455,GO:0009082,GO:0016491				UniRef50_A0A522SAS0,UniRef90_A0A3M5X000
NZ_FPAL01000007.1_20	341		Transcriptional regulator				WP_092143082.1	UPI0008715E58	UniRef100_UPI0008715E58,UniRef50_B9JGP0,UniRef90_A0A0N9WF31
NZ_FMTK01000012.1_95	92		Secreted protein						UniRef50_A0A1G5ZFF1
NZ_LMKI01000006.1_60	127		5-carboxymethyl-2-hydroxymuconate isomerase	5.3.3.10			WP_056858257.1	UPI000702730E	UniRef100_A0A0Q4F067,UniRef50_U1USG9,UniRef90_A0A1U9Q420
NZ_CM001561.1_2866	108		hypothetical protein				WP_003225193.1	UPI00028F7940	UniRef100_A0A7U9CS11,UniRef50_A0A0B7D6C9,UniRef90_A0A7U9CS11
NZ_QIYU01000006.1_38	193		ASCH domain-containing protein				WP_004121621.1	UPI00024FF3AE	UniRef100_UPI00024FF3AE,UniRef50_A0A486UPR4,UniRef90_A0A486UPR4
NZ_VNTH01000046.1_19	78		N-acetylmuramic acid 6-phosphate etherase				WP_223178541.1	UPI00065A46E1	UniRef100_A0A1X9QAG8,UniRef50_A0A8E7KF33,UniRef90_A0A1X9QAG8
NZ_LVTR01000024.1_10	53		hypothetical protein						
NZ_JACWOI010000274.1_1	56	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG			COG1028,I	WP_197369841.1	UPI0018D15828	UniRef100_A0A9E7Z1J7,UniRef50_A2SKB7,UniRef90_A0AAD2AJ39
NZ_CP025034.2_2998	90		hypothetical protein						
NZ_ACHU02000445.1_1	306	ugd	UDP-glucose 6-dehydrogenase			COG1004,M	WP_010196683.1	UPI0001BC986A	UniRef100_A0A3M4UMS1,UniRef50_O86422,UniRef90_A0A1Y6JEH6
OV986001.1_4961	382	rlmN	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	2.1.1.192	GO:0000049,GO:0002935,GO:0005737,GO:0008757,GO:0016433,GO:0019843,GO:0030488,GO:0046872,GO:0051539,GO:0070040,GO:0070475	COG0820,J	WP_003238464.1	UPI00019DA813	UniRef100_C3K1L7,UniRef50_Q886Z3,UniRef90_Q886Z3
NZ_MOBC01000021.1_2	249		pantothenate kinase	2.7.1.33	GO:0004594		WP_042732897.1	UPI0005B55E29	UniRef100_A0A0G3GAM7,UniRef50_Q9HWC1,UniRef90_A0A0G3GAM7
NZ_LR588411.1_2	50	ugd	UDP-glucose 6-dehydrogenase	1.1.1.22	GO:0000271,GO:0003979	COG1004,M		UPI000DFE4ED4	UniRef100_A0A378AQ77,UniRef50_A0A4P7P305,UniRef90_A0A1C3T0N5
NZ_CAKKMW010000006.1_248	281	accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta	6.4.1.2	GO:0003989,GO:0006633,GO:0009317		WP_057933455.1	UPI000716B97C	UniRef100_A0A0T5VMD3,UniRef50_B3EU20,UniRef90_A0A0J0Y5U8
NZ_QFTT01000079.1_1	139		DUF2345 domain-containing protein						UniRef50_A0A6L6SAM6
NZ_AOJT01000655.1_1	80	mmsB	Histidine kinase			COG2084,I	WP_020314477.1	UPI000357462D	UniRef100_A0A3M2W9L2,UniRef50_A0A085JPY8,UniRef90_A0A0P9T0C2
NZ_AKJS01000071.1_2	562		Calcium-binding protein				WP_007944933.1	UPI0002727A60	UniRef100_J3EXT9,UniRef50_J3EXT9,UniRef90_J3EXT9
NZ_RPKN01000076.1_27	28		hypothetical protein						
NZ_VKVB01000272.1_1	88		aldehyde dehydrogenase family protein				WP_163277796.1	UPI0013D33108	UniRef100_UPI0013D33108,UniRef50_A0A920KU31,UniRef90_UPI0013D33108
NZ_RPMD01000059.1_32	36		hypothetical protein						
NZ_JXCQ01000025.1_58	130		Response regulator				WP_043049505.1	UPI0005B80A61	UniRef100_A0A0D0TDD8,UniRef50_A0A120G645,UniRef90_A0A120G645
CAJTTP010000006.1_70	129		tail fiber assembly protein				WP_333642722.1	UPI002FD8C61C	UniRef100_UPI002FDB67AB,UniRef50_A0A5F1FBM0,UniRef90_UPI001021A2A7
NZ_JACOMR010000001.1_457	57		Addiction module antidote protein				WP_216311889.1	UPI001C0D33CC	UniRef100_UPI001C0D33CC,UniRef50_A0A1W6YZ26,UniRef90_UPI001C0D33CC
NZ_LZZU01000086.1_310	439		histidine kinase				WP_183036433.1	UPI0015FF9D37	UniRef100_UPI0015FF9D37,UniRef50_A0A0C4YD59,UniRef90_A0A0C4YD59
JACWNF010000007.1_31	398	araJ	Major facilitator superfamily (MFS) profile domain-containing protein			COG2814,G	WP_197328737.1	UPI0018D0E7F4	UniRef100_UPI0018D0E7F4,UniRef50_A0A2A4FKA5,UniRef90_A0AAP8D1M7
NZ_SPKM01000030.1_101	237		Family transcriptional regulator				WP_248091935.1	UPI00200393CA	UniRef100_UPI00200393CA,UniRef50_N2J7I5,UniRef90_A0A379IH81
NZ_LJPM01000459.1_1	172		Glycerate kinase	2.7.1.165					UniRef50_A0A0P9XPA7,UniRef90_A0A3M3WMD1
NZ_LHVJ01000014.1_206	147		Thioesterase domain-containing protein				WP_042732569.1	UPI0005B34AE6	UniRef100_A0A0G3GB44,UniRef50_A0A379IAY6,UniRef90_A0A3M3DZG3
NZ_AJLG01000084.1_16	295	araC	AraC family transcriptional regulator				WP_010601571.1	UPI00029B4181	UniRef100_A0A9X3I8C6,UniRef50_M7NSX5,UniRef90_A0A317EXC4
NZ_WFHA01000010.1_73	51		hypothetical protein						UniRef50_A0A385G1A3,UniRef90_A0A385G1A3
NZ_VKDZ01000121.1_1	28		hypothetical protein						
NZ_BMZW01000076.1_5	64		DUF4224 domain-containing protein				WP_024671832.1	UPI0003AAECA5	UniRef100_A0A0P9RMP9,UniRef90_A0A0P9RMP9
NZ_LJQF01000516.1_9	136		Oxidoreductase				WP_281727243.1	UPI0006E4DF8A	UniRef100_A0A9X0KSV0,UniRef50_B1G6B4,UniRef90_A0A9X0KSV0
SEEE01000334.1_1	119		hypothetical protein						
NZ_LUGC01000033.1_8	112		Antitoxin				WP_061548224.1	UPI000778A804	UniRef100_UPI000778A804,UniRef50_W0LGJ8,UniRef90_A0A9P3UEW0
NZ_LEDG01000027.1_87	523	tnpC	IS66 family transposase		GO:0004803		WP_047727018.1	UPI00064B1D67	UniRef100_UPI00064B1D67,UniRef50_A0A653CSD2,UniRef90_UPI00064B1D67
NZ_CP086206.1_1267	122		DUF3168 domain-containing protein				WP_228309458.1	UPI001E53AB46	UniRef100_UPI001E53AB46,UniRef50_Q9MCA6,UniRef90_A0A0H5ADE9
NZ_JAFHXJ010000030.1_11	185		hypothetical protein				WP_115188185.1	UPI000A4ACFBE	UniRef100_A0A8H9NUS1,UniRef50_A0A2I0FR27,UniRef90_A0A2I0FR27
NZ_JAAXYK010000025.1_70	106		hypothetical protein				WP_045351067.1	UPI0005EF2B95	UniRef100_A0A7Z8FNA5,UniRef50_A0A2M9WIH4,UniRef90_A0A7Z8FNA5
NZ_RPKB01000185.1_1	58		hypothetical protein						
CABFOX010000109.1_11	426		dihydrolipoamide acetyltransferase family protein						UniRef50_P09062,UniRef90_UPI000A3B54C8
NZ_JADNDW010000008.1_172	108		DUF4133 domain-containing protein				WP_195302303.1	UPI001896A9B4	UniRef100_UPI001896A9B4,UniRef50_A0A1H2ZTX6,UniRef90_A0A4S2FJE0
NZ_FMXH01000009.1_124	262	znuB	zinc ABC transporter permease subunit ZnuB	7.2.2.-	GO:0042626,GO:0055085	COG1108,P	WP_003196213.1	UPI0002041FB2	UniRef100_A0A0N9WWH2,UniRef50_A0A010RPJ9,UniRef90_A0A010RPJ9
NZ_KK737659.1_386	183		Clp protease N-terminal domain-containing protein						UniRef50_UPI002AB24F73
NZ_CABVIJ010000015.1_110	772	pglZ	BREX-1 system phosphatase PglZ type B				WP_150597438.1	UPI00123F1AEC	UniRef100_UPI00123F1AEC,UniRef50_A0A1Q8E3L4,UniRef90_A0A4P7Y5K7
NZ_CM001982.1_817	210		Phage tail protein				WP_038900398.1	UPI0003A4BE6A	UniRef100_UPI0003A4BE6A,UniRef50_D3UZS3,UniRef90_A0AAP6VIH3
NZ_VHZW01000178.1_1	290	flhA	flagellar biosynthesis protein FlhA		GO:0005886,GO:0006935,GO:0009288,GO:0016020,GO:0030254,GO:0030257,GO:0044780,GO:0071973,GO:0120102	COG1298,N	WP_200534547.1	UPI00190DED70	UniRef100_A0A377K5R4,UniRef50_P76298,UniRef90_P76298
NZ_JADNIB010000040.1_18	1075		DUF4988 domain-containing protein				WP_195577014.1	UPI00189DF744	UniRef100_A0AA46UFY6,UniRef50_A0A412X189,UniRef90_A0AA46UFY6
NZ_BIGP01000016.1_26	91	frmR	Transcriptional repressor FrmR				WP_040174907.1	UPI000590BF3E	UniRef100_A0A377YWP6,UniRef50_Y0KH84,UniRef90_A0A377YWP6
NZ_RBPU01000005.1_41	325	rhtA	EamA domain-containing protein			COG5006,E	WP_122257557.1	UPI000EFE625B	UniRef100_UPI000EFE625B,UniRef50_A0A3M3A8R6,UniRef90_A0A3M3A8R6
NZ_RPIU01000301.1_6	65		Putative internal virion protein				WP_164824690.1	UPI000FE0C1A3	UniRef100_UPI000FDBFDFD,UniRef50_A0A1Y0SVI2,UniRef90_UPI000FDBFDFD
NZ_CP085684.1_3819	73		hypothetical protein						
NZ_CP032353.1_599	159		FMN-dependent NADH-azoreductase	1.7.1.17					UniRef50_A0A518DLA5,UniRef90_UPI000E07873F
NZ_WJFS01000004.1_300	303	rpnC	Transposase (putative) YhgA-like domain-containing protein	3.6.1.26		COG5464,L	WP_153650150.1	UPI0012996ACF	UniRef100_UPI0012996ACF,UniRef50_A0A285B725,UniRef90_B5XNQ7
LJQE01000354.1_1	62		hypothetical protein						
JAAIWH010000050.1_61	246		Restriction endonuclease subunit M						UniRef50_A0A2G6ES07
NZ_JAFHWD010000016.1_113	727		hypothetical protein				WP_213796911.1	UPI001BD2BE30	UniRef100_UPI001BD2BE30,UniRef50_R8X0A7,UniRef90_UPI0001B7605A
NZ_JACBGS010000038.1_12	56		hypothetical protein						
NZ_JAHYLN010000009.1_71	153		DUF3872 domain-containing protein				WP_011965224.1	UPI000156E365	UniRef100_A0AAP3WMW1,UniRef50_U6RC99,UniRef90_I8VF28
NZ_NHBB01000019.1_47	411	hxsC	His-Xaa-Ser system radical SAM maturase HxsC				WP_004576545.1	UPI0002D1AC8E	UniRef100_A0AA90JXH9,UniRef50_A0A0C5EA96,UniRef90_A0A0C5EA96
NZ_PCQE01000096.1_6	96		hypothetical protein						UniRef50_A0A0D0RMZ4,UniRef90_A0A0D0RMZ4
NZ_AKJS01000141.1_61	266		Endonuclease/exonuclease/phosphatase family protein						UniRef50_Q9HT83,UniRef90_A0A7X1FBB8
NZ_CABVHR010000031.1_53	294		MFS transporter				WP_150756259.1	UPI00124003A0	UniRef100_UPI00124003A0,UniRef50_O85207,UniRef90_A0A0F4TN39
DOAB01000130.1_18	346		ABC3 transporter permease C-terminal domain-containing protein						UniRef50_F3FE76
JANUOK010000001.1_43	67		hypothetical protein						UniRef50_A0A3E4JDM6,UniRef90_A0A5M5NVK5
NZ_JADQWP010000004.1_469	109		class I SAM-dependent methyltransferase				WP_148406555.1	UPI0011DE363F	UniRef100_UPI0011DE363F,UniRef50_A0A1Y3SA46,UniRef90_UPI0011DE363F
NZ_CP015379.1_3300	826		site-specific DNA-methyltransferase (adenine-specific)				WP_063587109.1	UPI0007BC91FE	UniRef100_UPI0007BC91FE,UniRef50_Q8VLS0,UniRef90_A0A2A2MIW2
CP026193.1_416	340	frlB	fructoselysine 6-phosphate deglycase	3.5.-.-		COG2222,M	WP_103278351.1	UPI000CD06B4E	UniRef100_UPI000CD06B4E,UniRef50_P0AC00,UniRef90_A0A348D792
NZ_MRCS01000017.1_96	277	rutD	Aminoacrylate hydrolase RutD				WP_095943689.1	UPI000BB3A76C	UniRef100_UPI001241F623,UniRef50_A0A0B7D664,UniRef90_A0A0B7D664
AEJZ01000041.1_25	75		hypothetical protein						
NZ_JAFHFK010000174.1_1	261		radical SAM protein						UniRef50_A0A158KIC6,UniRef90_UPI001BCDC836
NZ_QLTK01000015.1_34	422		VRR-NUC domain-containing protein				WP_111933240.1	UPI000DC43D1D	UniRef100_A0A329BUQ9,UniRef50_A0A6P2HUI4,UniRef90_A0A329BUQ9
NZ_JAMYBO010000004.1_138	115		DUF4124 domain-containing protein						UniRef50_A0A6G6ZT85,UniRef90_A0A7Y1CH34
NZ_AZQQ01000110.1_153	567		Acetyl-coenzyme A synthetase				WP_033062105.1	UPI00045D38F3	UniRef100_A0A059KT88,UniRef50_A0A9W4MK02,UniRef90_A0A5E7UM21
NZ_JACYVP010000003.1_258	43		hypothetical protein						
NZ_JAEPUY010000015.1_13	818	silP	Ag(+)-translocating P-type ATPase SilP	7.2.2.15	GO:0005507,GO:0005524,GO:0005886,GO:0015445,GO:0016887,GO:0043682,GO:0055070	COG3350,P	WP_032426217.1	UPI0003484A11	UniRef100_UPI0003484A11,UniRef50_Q9ZHC7,UniRef90_Q9ZHC7
LR782234.1_3759	773		histidine kinase						UniRef50_Q9I019,UniRef90_Q3K938
NZ_CP099598.1_3424	103		DNA binding HTH domain-containing protein				WP_252886522.1	UPI002092E9F6	UniRef100_UPI002092E9F6,UniRef50_A0A7Y8DQL5,UniRef90_UPI00300EF261
NZ_PCQM01000001.1_129	286	atpG	F0F1 ATP synthase subunit gamma	7.1.2.2	GO:0005524,GO:0005886,GO:0015986,GO:0042777,GO:0045261,GO:0046933	C,COG0224	WP_027616707.1	UPI0004807D2B	UniRef100_A0A2S8YQ89,UniRef50_Q6LKZ7,UniRef90_Q88BX3
NZ_CP063403.1_2690	504		Putative tartrate:succinate antiporter					UPI0018809893	UniRef100_A0A7H4MJG8,UniRef90_A0A8R2FEN4
NZ_CP045767.1_1410	122	lysR	LysR family transcriptional regulator						UniRef50_A0A0P9NV95
NZ_QONV01000086.1_26	30		hypothetical protein						
NZ_SPVI01000002.1_142	375		Transcriptional regulator				WP_068935500.1	UPI0008127CB5	UniRef100_A0A4Y9TKB8,UniRef50_P15276,UniRef90_A0A7Z1GMW1
NZ_JAKVZS010000104.1_5	54		hypothetical protein				WP_228737264.1	UPI0006BC392F	UniRef100_A0AAE9PZJ7,UniRef50_A0AAE9PZJ7,UniRef90_A0AAE9PZJ7
